run,start_tow,end_tow,n_epochs,systems,families,dd_epochs,dd_pairs_total,dd_pr_enabled,dd_pr_epochs,dd_pr_pairs_total,dd_pr_sigma_m,undiff_pr_enabled,undiff_pr_epochs,undiff_pr_obs_total,undiff_pr_sigma_m,undiff_pr_use_snr_weights,anchor_source,anchor_count,anchor_fix_count,anchor_float_count,anchor_fix_sigma_m,anchor_float_sigma_m,anchor_fix_statuses,anchor_float_statuses,lambda_ratio,lambda_min_epochs,lambda_ddpr_reject_threshold,lambda_n_fixed,lambda_n_fixed_observations,lambda_fixed_epoch_count,lambda_fixed_by_system,lambda_n_segments_rejected_short,lambda_n_ddpr_rejected_iterations,lambda_n_ddpr_rejected_observations,lambda_iterations,factor_counts,initial_error,final_error,seed_pass_rows_05m,seed_median_error_m,seed_p90_error_m,fgo_pass_rows_05m,fgo_median_error_m,fgo_p90_error_m,fixed_only_pass_rows_05m,fixed_only_median_error_m,fixed_only_p90_error_m,score_helper_seed_pass_rows,score_helper_seed_median_m,out_pos,out_fixed_only_pos
tokyo/run1,188910.8,188950.6,200,"G,E","L1_E1_B1,L5_E5A_B2A",200,2069,1,200,1654,5.0,0,0,0,10.0,0,rtk,66,0,66,0.07,2.0,4,"1,3",3.0,5,0.2,52,655,107,"{'E': 25, 'G': 27}",2099,0,0,"[{'n_tracks': 16, 'n_segments': 58, 'n_candidates': 58, 'n_fixed': 44, 'n_fixed_observations': 550, 'n_full_groups_fixed': 0, 'n_partial_fixed': 44, 'n_ratio_rejected': 14, 'best_ratio': 9722.90679238646, 'fixed_by_system': {'E': 23, 'G': 21}, 'n_segments_rejected_short': 1066, 'min_segment_epochs': 5, 'segment_n_epochs_median': 8.0, 'segment_n_epochs_max': 36, 'segment_variance_median': 0.032770392224260154, 'segment_abs_frac_median': 0.23729564270284875, 'segment_abs_frac_p90': 0.4583750479854999, 'ratio_median': 10.330901962025335, 'ratio_p90': 270.3952761971709, 'iteration': 1, 'n_new_fixed_observations': 550, 'ddpr_rms_before': 24.538732065426533, 'ddpr_rms_after': 24.53264500152214, 'ddpr_gate_accepted': True}, {'n_tracks': 16, 'n_segments': 61, 'n_candidates': 61, 'n_fixed': 52, 'n_fixed_observations': 570, 'n_full_groups_fixed': 0, 'n_partial_fixed': 52, 'n_ratio_rejected': 9, 'best_ratio': 338309.2186233015, 'fixed_by_system': {'E': 25, 'G': 27}, 'n_segments_rejected_short': 1033, 'min_segment_epochs': 5, 'segment_n_epochs_median': 8.0, 'segment_n_epochs_max': 36, 'segment_variance_median': 0.0016, 'segment_abs_frac_median': 0.12049835830312006, 'segment_abs_frac_p90': 0.3847640204790821, 'ratio_median': 53.273477743107385, 'ratio_p90': 15818.40494572038, 'iteration': 2, 'n_new_fixed_observations': 105, 'ddpr_rms_before': 31.185480566429995, 'ddpr_rms_after': 31.181241168592752, 'ddpr_gate_accepted': True}]","{'prior': 66, 'between': 199, 'dd_carrier': 2069, 'dd_carrier_fixed': 655, 'dd_pseudorange': 1654, 'undiff_pseudorange': 0}",26772.151878476496,26542.254715319592,0,53.84212164035233,192.58494615708304,0,53.619687452811576,192.60276634853957,0,53.694628625145484,192.58494615708304,0,53.84212164035233,results\wp6\wp5_compounding\windows\win_0036_188910.8_188950.6.pos,results\wp6\wp5_compounding\windows\win_0036_188910.8_188950.6_fixed_only.pos
