run,start_tow,end_tow,n_epochs,systems,families,dd_epochs,dd_pairs_total,dd_pr_enabled,dd_pr_epochs,dd_pr_pairs_total,dd_pr_sigma_m,undiff_pr_enabled,undiff_pr_epochs,undiff_pr_obs_total,undiff_pr_sigma_m,undiff_pr_use_snr_weights,anchor_source,anchor_count,anchor_sigma_m,anchor_every_n,anchor_max_error_m,anchor_error_median_m,anchor_pass_rows_05m,lambda_ratio,lambda_min_epochs,lambda_n_fixed,lambda_n_fixed_observations,lambda_fixed_epoch_count,lambda_fixed_by_system,lambda_iterations,factor_counts,initial_error,final_error,seed_pass_rows_05m,seed_median_error_m,seed_p90_error_m,fgo_pass_rows_05m,fgo_median_error_m,fgo_p90_error_m,fixed_only_pass_rows_05m,fixed_only_median_error_m,fixed_only_p90_error_m,score_helper_seed_pass_rows,score_helper_seed_median_m,out_pos,out_fixed_only_pos
tokyo/run1,189394.6,189434.4,200,"G,E","L1_E1_B1,L5_E5A_B2A",195,1779,0,0,0,5.0,0,0,0,10.0,0,none,0,0.05,1,0.0,nan,0,3.0,2,213,861,189,"{'E': 108, 'G': 105}","[{'n_tracks': 21, 'n_segments': 247, 'n_candidates': 247, 'n_fixed': 164, 'n_fixed_observations': 639, 'n_full_groups_fixed': 0, 'n_partial_fixed': 164, 'n_ratio_rejected': 83, 'best_ratio': 5854579.624418058, 'fixed_by_system': {'E': 89, 'G': 75}, 'segment_n_epochs_median': 2.0, 'segment_n_epochs_max': 39, 'segment_variance_median': 0.06144186873487659, 'segment_abs_frac_median': 0.2880029960921462, 'segment_abs_frac_p90': 0.4710994880874921, 'ratio_median': 6.111704116646953, 'ratio_p90': 753.2786798952031, 'iteration': 1, 'n_new_fixed_observations': 639}, {'n_tracks': 21, 'n_segments': 264, 'n_candidates': 264, 'n_fixed': 209, 'n_fixed_observations': 798, 'n_full_groups_fixed': 0, 'n_partial_fixed': 209, 'n_ratio_rejected': 55, 'best_ratio': 161137396.72361377, 'fixed_by_system': {'E': 103, 'G': 106}, 'segment_n_epochs_median': 3.0, 'segment_n_epochs_max': 39, 'segment_variance_median': 0.015139944124062794, 'segment_abs_frac_median': 0.1815997553134041, 'segment_abs_frac_p90': 0.43797223517648975, 'ratio_median': 20.314964072577936, 'ratio_p90': 8080.46806355096, 'iteration': 2, 'n_new_fixed_observations': 222}]","{'prior': 2, 'between': 199, 'dd_carrier': 1779, 'dd_carrier_fixed': 861, 'dd_pseudorange': 0, 'undiff_pseudorange': 0}",5261.213081854515,4632.057503506674,0,66.12470523036092,120.08499086837288,0,66.14832944330914,120.34357472711056,0,66.14832944330914,120.34357472711056,0,66.12470523036092,C:\Users\rsasa\Workspace\old\gnss_gpu\results\wp4\windows\win_0048_189394.6_189434.4.pos,C:\Users\rsasa\Workspace\old\gnss_gpu\results\wp4\windows\win_0048_189394.6_189434.4_fixed_only.pos
