run,start_tow,end_tow,n_epochs,systems,families,dd_epochs,dd_pairs_total,dd_pr_enabled,dd_pr_epochs,dd_pr_pairs_total,dd_pr_sigma_m,undiff_pr_enabled,undiff_pr_epochs,undiff_pr_obs_total,undiff_pr_sigma_m,undiff_pr_use_snr_weights,anchor_source,anchor_count,anchor_sigma_m,anchor_every_n,anchor_max_error_m,anchor_error_median_m,anchor_pass_rows_05m,lambda_ratio,lambda_min_epochs,lambda_n_fixed,lambda_n_fixed_observations,lambda_fixed_epoch_count,lambda_fixed_by_system,lambda_iterations,factor_counts,initial_error,final_error,seed_pass_rows_05m,seed_median_error_m,seed_p90_error_m,fgo_pass_rows_05m,fgo_median_error_m,fgo_p90_error_m,fixed_only_pass_rows_05m,fixed_only_median_error_m,fixed_only_p90_error_m,score_helper_seed_pass_rows,score_helper_seed_median_m,out_pos,out_fixed_only_pos
tokyo/run1,189030.8,189070.6,200,"G,E","L1_E1_B1,L5_E5A_B2A",200,2030,0,0,0,5.0,0,0,0,10.0,0,none,0,0.05,1,0.0,nan,0,3.0,2,220,1462,187,"{'E': 126, 'G': 94}","[{'n_tracks': 13, 'n_segments': 269, 'n_candidates': 269, 'n_fixed': 189, 'n_fixed_observations': 1157, 'n_full_groups_fixed': 0, 'n_partial_fixed': 189, 'n_ratio_rejected': 80, 'best_ratio': 76329.23906406874, 'fixed_by_system': {'E': 109, 'G': 80}, 'segment_n_epochs_median': 3.0, 'segment_n_epochs_max': 30, 'segment_variance_median': 0.08197872157700889, 'segment_abs_frac_median': 0.2597809783972451, 'segment_abs_frac_p90': 0.4679813024203064, 'ratio_median': 8.11906065532239, 'ratio_p90': 404.0421023176924, 'iteration': 1, 'n_new_fixed_observations': 1157}, {'n_tracks': 13, 'n_segments': 277, 'n_candidates': 277, 'n_fixed': 225, 'n_fixed_observations': 1294, 'n_full_groups_fixed': 0, 'n_partial_fixed': 225, 'n_ratio_rejected': 52, 'best_ratio': 63658.22006987692, 'fixed_by_system': {'E': 130, 'G': 95}, 'segment_n_epochs_median': 4.0, 'segment_n_epochs_max': 30, 'segment_variance_median': 0.015102884121358703, 'segment_abs_frac_median': 0.20436709312286894, 'segment_abs_frac_p90': 0.4379208036815214, 'ratio_median': 15.156661052733567, 'ratio_p90': 886.020834997522, 'iteration': 2, 'n_new_fixed_observations': 305}]","{'prior': 2, 'between': 199, 'dd_carrier': 2030, 'dd_carrier_fixed': 1462, 'dd_pseudorange': 0, 'undiff_pseudorange': 0}",8312.493142443713,7637.559533590009,0,50.71235616666773,65.40165115991846,0,51.185121902014885,65.51825043122624,0,51.185121902014885,65.51825043122624,0,50.71235616666773,C:\Users\rsasa\Workspace\old\gnss_gpu\results\wp4\windows\win_0039_189030.8_189070.6.pos,C:\Users\rsasa\Workspace\old\gnss_gpu\results\wp4\windows\win_0039_189030.8_189070.6_fixed_only.pos
