jammer_jnr_db,spoof_delay_samples,building_height_scale,particles_per_epoch,acquisition_backend,interference_backend,route_backend,particle_backend,target_acquired,target_snr,code_phase_error_samples,doppler_error_hz,false_lock,acquisition_miss,interference_detected,interference_kind,max_false_prn_snr,mean_blocked_ratio,max_blocked_ratio,mean_particle_shadow_contrast,worst_epoch,acquisition_ms,interference_ms,route_los_ms,particle_los_ms,total_risk_score,failure_label
16.0,0,1.4,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,4.649540424346924,1.0,0.0,False,False,True,wideband,1.7231813669204712,0.7527777777777778,0.8,0.10118978316502016,2,14.43590095732361,1.3021570048294961,0.21967000793665648,0.4131590249016881,0.5196363853263346,degraded
16.0,48,0.7,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,7.309283256530762,48.0,0.0,True,False,True,wideband,1.9774956703186035,0.7305555555555555,0.8,0.11492757172124264,2,15.135813970118761,1.2124970089644194,0.22242899285629392,0.25630800519138575,0.8765958771230875,false_lock
16.0,48,0.7,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,7.309283256530762,48.0,0.0,True,False,True,wideband,1.9774956703186035,0.7305555555555555,0.8,0.10929046946364741,2,15.135813970118761,1.2124970089644194,0.21546200150623918,0.43337501119822264,0.8749047464458091,false_lock
16.0,48,1.0,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,7.309283256530762,48.0,0.0,True,False,True,wideband,1.9774956703186035,0.7527777777777778,0.8,0.08708753011889239,2,15.135813970118761,1.2124970089644194,0.26230799267068505,0.26076199719682336,0.8749105313090493,false_lock
16.0,48,1.0,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,7.309283256530762,48.0,0.0,True,False,True,wideband,1.9774956703186035,0.7527777777777778,0.8,0.09481572433217998,2,15.135813970118761,1.2124970089644194,0.2222750335931778,0.4403709899634123,0.8772289895730354,false_lock
16.0,48,1.4,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,7.309283256530762,48.0,0.0,True,False,True,wideband,1.9774956703186035,0.7527777777777778,0.8,0.09620246995402681,2,15.135813970118761,1.2124970089644194,0.22369303042069077,0.25331502547487617,0.8776450132595895,false_lock
16.0,48,1.4,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,7.309283256530762,48.0,0.0,True,False,True,wideband,1.9774956703186035,0.7527777777777778,0.8,0.10118978316502016,2,15.135813970118761,1.2124970089644194,0.21967000793665648,0.4131590249016881,0.8791412072228875,false_lock
16.0,112,0.7,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,5.92876672744751,112.0,500.0,True,False,True,wideband,1.5204206705093384,0.7305555555555555,0.8,0.11492757172124264,2,14.964153000619262,1.2101799948140979,0.22242899285629392,0.25630800519138575,0.9424805620433987,false_lock
16.0,112,0.7,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,5.92876672744751,112.0,500.0,True,False,True,wideband,1.5204206705093384,0.7305555555555555,0.8,0.10929046946364741,2,14.964153000619262,1.2101799948140979,0.21546200150623918,0.43337501119822264,0.94078943136612,false_lock
16.0,112,1.0,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,5.92876672744751,112.0,500.0,True,False,True,wideband,1.5204206705093384,0.7527777777777778,0.8,0.08708753011889239,2,14.964153000619262,1.2101799948140979,0.26230799267068505,0.26076199719682336,0.9407952162293602,false_lock
16.0,112,1.0,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,5.92876672744751,112.0,500.0,True,False,True,wideband,1.5204206705093384,0.7527777777777778,0.8,0.09481572433217998,2,14.964153000619262,1.2101799948140979,0.2222750335931778,0.4403709899634123,0.9431136744933466,false_lock
16.0,112,1.4,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,5.92876672744751,112.0,500.0,True,False,True,wideband,1.5204206705093384,0.7527777777777778,0.8,0.09620246995402681,2,14.964153000619262,1.2101799948140979,0.22369303042069077,0.25331502547487617,0.9435296981799006,false_lock
16.0,112,1.4,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,5.92876672744751,112.0,500.0,True,False,True,wideband,1.5204206705093384,0.7527777777777778,0.8,0.10118978316502016,2,14.964153000619262,1.2101799948140979,0.21967000793665648,0.4131590249016881,0.9450258921431987,false_lock
16.0,192,0.7,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,6.501701354980469,192.0,500.0,True,False,True,narrowband,1.8756357431411743,0.7305555555555555,0.8,0.11492757172124264,2,13.897019030991942,1.1680290335789323,0.22242899285629392,0.25630800519138575,0.9617380377771556,false_lock
16.0,192,0.7,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,6.501701354980469,192.0,500.0,True,False,True,narrowband,1.8756357431411743,0.7305555555555555,0.8,0.10929046946364741,2,13.897019030991942,1.1680290335789323,0.21546200150623918,0.43337501119822264,0.960046907099877,false_lock
16.0,192,1.0,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,6.501701354980469,192.0,500.0,True,False,True,narrowband,1.8756357431411743,0.7527777777777778,0.8,0.08708753011889239,2,13.897019030991942,1.1680290335789323,0.26230799267068505,0.26076199719682336,0.9600526919631172,false_lock
16.0,192,1.0,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,6.501701354980469,192.0,500.0,True,False,True,narrowband,1.8756357431411743,0.7527777777777778,0.8,0.09481572433217998,2,13.897019030991942,1.1680290335789323,0.2222750335931778,0.4403709899634123,0.9623711502271035,false_lock
16.0,192,1.4,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,6.501701354980469,192.0,500.0,True,False,True,narrowband,1.8756357431411743,0.7527777777777778,0.8,0.09620246995402681,2,13.897019030991942,1.1680290335789323,0.22369303042069077,0.25331502547487617,0.9627871739136575,false_lock
16.0,192,1.4,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,6.501701354980469,192.0,500.0,True,False,True,narrowband,1.8756357431411743,0.7527777777777778,0.8,0.10118978316502016,2,13.897019030991942,1.1680290335789323,0.21967000793665648,0.4131590249016881,0.9642833678769556,false_lock
24.0,0,0.7,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,False,1.7979718446731567,1.0,500.0,False,True,True,wideband,1.4589601755142212,0.7305555555555555,0.8,0.11492757172124264,2,14.333171013277024,1.190876995678991,0.22242899285629392,0.25630800519138575,0.9205579660954177,acquisition_miss
24.0,0,0.7,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,False,1.7979718446731567,1.0,500.0,False,True,True,wideband,1.4589601755142212,0.7305555555555555,0.8,0.10929046946364741,2,14.333171013277024,1.190876995678991,0.21546200150623918,0.43337501119822264,0.9188668354181391,acquisition_miss
24.0,0,1.0,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,False,1.7979718446731567,1.0,500.0,False,True,True,wideband,1.4589601755142212,0.7527777777777778,0.8,0.08708753011889239,2,14.333171013277024,1.190876995678991,0.26230799267068505,0.26076199719682336,0.9188726202813793,acquisition_miss
24.0,0,1.0,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,False,1.7979718446731567,1.0,500.0,False,True,True,wideband,1.4589601755142212,0.7527777777777778,0.8,0.09481572433217998,2,14.333171013277024,1.190876995678991,0.2222750335931778,0.4403709899634123,0.9211910785453656,acquisition_miss
24.0,0,1.4,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,False,1.7979718446731567,1.0,500.0,False,True,True,wideband,1.4589601755142212,0.7527777777777778,0.8,0.09620246995402681,2,14.333171013277024,1.190876995678991,0.22369303042069077,0.25331502547487617,0.9216071022319197,acquisition_miss
24.0,0,1.4,64,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,False,1.7979718446731567,1.0,500.0,False,True,True,wideband,1.4589601755142212,0.7527777777777778,0.8,0.10118978316502016,2,14.333171013277024,1.190876995678991,0.21967000793665648,0.4131590249016881,0.9231032961952177,acquisition_miss
24.0,48,0.7,16,cuda_acquisition,cuda_stft_detector+numpy_power_guard,cuda_bvh_batch,cuda_bvh_batch,True,3.1130616664886475,48.0,0.0,True,False,True,wideband,1.664824366569519,0.7305555555555555,0.8,0.11492757172124264,2,14.554814028088003,1.4001179952174425,0.22242899285629392,0.25630800519138575,0.9552750319363772,false_lock
