name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup,canyon_n_scored,canyon_all_rms_m,canyon_fix_rms_m,canyon_fix_pct,canyon_lt50cm_full_pct,stdout_tail
f0_baseline_no_wp10,WP7/dead-knob baseline,--max-pos-jump-rate 2.3,579.0,0,12875.0,12875.0,666.0,5.17,12875,15301,84.145,5.6372,0.0811,5.173,51.946,43.71,40.673,666,2,0.003,0,,,,,
f1_nlosfractrig0.5,item-2 NLOS-fraction-only trigger (duration gate unreachable),--max-pos-jump-rate 2.3 --float-trust-policy lapse-gated --trust-lapse-gate-s 1000000 --trust-lapse-gate-nlos-frac 0.5 --trust-lapse-qpos 0.1 --nlos-weights tokyo_run3_per_epoch_nlos.csv,550.1,0,12874.0,12874.0,666.0,5.17,12874,15301,84.138,5.6371,0.0811,5.173,51.942,43.703,40.666,666,2,0.003,0,,,,,
f1_nlosfractrig0.3,item-2 NLOS-fraction-only trigger (duration gate unreachable),--max-pos-jump-rate 2.3 --float-trust-policy lapse-gated --trust-lapse-gate-s 1000000 --trust-lapse-gate-nlos-frac 0.3 --trust-lapse-qpos 0.1 --nlos-weights tokyo_run3_per_epoch_nlos.csv,551.3,0,12919.0,12919.0,666.0,5.16,12919,15301,84.432,5.6684,0.081,5.155,51.73,43.677,40.658,666,2,0.003,0,,,,,
