name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup,canyon_n_scored,canyon_all_rms_m,canyon_fix_rms_m,canyon_fix_pct,canyon_lt50cm_full_pct,stdout_tail
a1_lapsegated_gate3_qpos0.1,,--max-pos-jump-rate 2.3 --float-trust-policy lapse-gated --trust-lapse-gate-s 3 --trust-lapse-qpos 0.1,343.1,0,7369.0,7369.0,1130.0,15.33,7369,11928,61.779,19.0598,0.3128,15.335,43.873,27.104,25.125,1130,320,0.2832,14,74.7254,,0.0,0.0,
a1_lapsegated_gate4_qpos0.1,,--max-pos-jump-rate 2.3 --float-trust-policy lapse-gated --trust-lapse-gate-s 4 --trust-lapse-qpos 0.1,251.1,0,7375.0,7375.0,1130.0,15.32,7375,11928,61.829,19.0694,0.3127,15.322,43.892,27.138,25.15,1130,320,0.2832,18,71.0274,,0.0,0.0,
