name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup
c7b_jump0_demotenis_1,,--max-pos-jump 0 --demote-fixed-status-nis-per-obs 1,279.1,0,7411.0,7411.0,2529.0,34.12,7411,11928,62.131,18.4332,14.9513,34.125,51.086,31.74,32.881,2529,1565,0.6188
c7b_jump0_demotenis_2,,--max-pos-jump 0 --demote-fixed-status-nis-per-obs 2,233.6,0,7474.0,7474.0,3343.0,44.73,7474,11928,62.659,18.3617,13.6016,44.728,50.656,31.74,32.881,3343,2231,0.6674
