name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup
c8_jumprate_3,,--max-pos-jump-rate 3.0,263.9,0,7544.0,7544.0,1868.0,24.76,7544,11928,63.246,19.2862,7.5197,24.761,44.645,28.236,24.801,1868,1058,0.5664
c8_jumprate_4,,--max-pos-jump-rate 4.0,213.3,0,7535.0,7535.0,2134.0,28.32,7535,11928,63.171,18.3433,13.5698,28.321,37.147,23.466,18.316,2134,1324,0.6204
