name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup
c4_glonass_autocal,,--glonass-ar autocal,256.8,0,7647.0,7647.0,278.0,3.64,7647,11928,64.11,19.2729,0.1644,3.635,22.806,14.621,8.945,278,0,0.0
c4_glonass_autocal_ratio28,,--glonass-ar autocal --ratio 2.8,254.3,0,7647.0,7647.0,278.0,3.64,7647,11928,64.11,19.2729,0.1645,3.635,22.806,14.621,8.945,278,0,0.0
