name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup
c8_jumprate_5_demotepostrms_1,,--max-pos-jump-rate 5.0 --demote-fixed-status-post-rms 1.0,264.9,0,7599.0,7599.0,2344.0,30.85,7599,11928,63.707,18.1767,12.4267,30.846,41.782,26.618,17.914,2344,1452,0.6195
c8_jumprate_10_demotepostrms_1,,--max-pos-jump-rate 10.0 --demote-fixed-status-post-rms 1.0,213.3,0,7472.0,7472.0,3743.0,50.09,7472,11928,62.643,18.648,13.3974,50.094,52.235,32.721,27.407,3743,2650,0.708
