name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup
c5_floatreset10_full,,--max-consec-float-reset 10,230.4,0,5969.0,5969.0,775.0,12.98,5969,11928,50.042,19.6026,0.0837,12.984,26.755,13.389,11.814,775,0,0.0
c5_nonfixreset10_full,,--max-consec-nonfix-reset 10,217.5,0,6030.0,6030.0,775.0,12.85,6030,11928,50.553,18.9896,0.0837,12.852,26.551,13.422,13.014,775,0,0.0
