name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup
c7_jump0_demotepostrms_0.02,,--max-pos-jump 0 --demote-fixed-status-post-rms 0.02,226.5,0,7491.0,7491.0,20.0,0.27,7491,11928,62.802,18.3398,125.1999,0.267,50.487,31.707,32.378,20,20,1.0
c7_jump0_demotepostrms_0.03,,--max-pos-jump 0 --demote-fixed-status-post-rms 0.03,216.1,0,7491.0,7491.0,20.0,0.27,7491,11928,62.802,18.3398,125.1999,0.267,50.487,31.707,32.378,20,20,1.0
