name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup
c7_jump0_demotepostrms_0.05,,--max-pos-jump 0 --demote-fixed-status-post-rms 0.05,225.3,0,7491.0,7491.0,20.0,0.27,7491,11928,62.802,18.3398,125.1999,0.267,50.487,31.707,32.378,20,20,1.0
c7_jump0_demotenis_5,,--max-pos-jump 0 --demote-fixed-status-nis-per-obs 5,216.3,0,7474.0,7474.0,3803.0,50.88,7474,11928,62.659,18.3617,12.9314,50.883,50.656,31.74,32.881,3803,2623,0.6897
