name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup
c8_jumprate_2.35,,--max-pos-jump-rate 2.35,199.4,0,7498.0,7498.0,1257.0,16.76,7498,11928,62.86,19.7714,8.7617,16.764,42.625,26.794,24.17,1257,447,0.3556
c8_jumprate_2.4,,--max-pos-jump-rate 2.4,199.6,0,7499.0,7499.0,1391.0,18.55,7499,11928,62.869,19.77,9.1239,18.549,42.779,26.895,24.17,1391,581,0.4177
c8_jumprate_2.45,,--max-pos-jump-rate 2.45,199.6,0,7500.0,7500.0,1491.0,19.88,7500,11928,62.877,19.7899,9.0477,19.88,42.56,26.761,24.169,1491,681,0.4567
