epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,n_dd_pr,n_dd_cp
71,553814.199999094,-3811469.0540562454,3566808.1413113913,3652665.3910148344,0,0,0,0,0,1,1,1.0806766421152532,4.735252771100929,5.61628545237455,19,1,0.17166137233746512,5.813242256654249,5.101917151141457,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.581887332829735,0,5.101839491233137,0.1949666988446403,0.005746368438851775,2,1.0807571286877846,4.735184581721603,5.813242256654249,1.8253700871584446,nan,nan,0,0.1949145064100316,0,832d821e147a649e,512,13.544704098351218,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
72,553814.4000000954,-3811469.078650902,3566808.166167389,3652665.413996416,0,0,0,0,0,1,1,1.0808296743140604,4.736221402408426,5.658664875517778,19,2,0.17166137233746512,5.8428614098649145,5.13283967120733,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6201533379740775,0,5.132768243602926,0.19541707461179847,0.005529678482491275,2,1.080904362792444,4.7361576218178545,5.8428614098649145,1.8321420652407963,nan,nan,0,0.19536840351983917,0,832d821e147a649e,512,13.47659933787735,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
73,553814.599998951,-3811469.1003943384,3566808.188215709,3652665.432468175,0,0,0,0,0,1,1,1.0809147227596765,4.73639738205706,5.6937449792407095,19,3,0.17166137233746512,5.86957827210506,5.160739311029988,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6530460439969981,0,5.160668763856903,0.19547414424906104,0.005504135984542394,2,1.0809887515902286,4.736334081386802,5.86957827210506,1.8398801572128798,nan,nan,0,0.19542586531674372,0,832d821e147a649e,512,13.468522730082183,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
74,553814.7999999523,-3811469.1283504013,3566808.217287369,3652665.456551214,0,0,0,0,0,1,1,1.0809227500834753,4.7365000605192,5.739741364493762,19,4,0.17166137233746512,5.904559055478418,5.197474448845112,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6967605183796237,0,5.197404236125728,0.19547395390651182,0.005501497008093097,2,1.0809967287010662,4.736436740533759,5.904559055478418,1.8478801402022942,nan,nan,0,0.19542569034912388,0,832d821e147a649e,512,13.468347819402409,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
75,553815.0,-3811468.9644313212,3566808.0002683788,3652665.475848125,0,0,0,0,0,1,1,6.975463734071825,2.6627486085116328,5.563605699858875,18,0,0.16723452360142665,5.634140693340448,4.856831711808295,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5858020597089509,0,4.857033877167719,0.14072219582715717,0.01478650196503787,2,6.976049669232089,2.663331178734929,5.634140693340448,1.7651404205727586,0.16723452360142665,0.6444207763429423,0,0.14047559796406817,0,67f4087b5dcda2f7,512,15.464973853677787,8,12,1,456,11,4,104,0.5356120233880144,313,0,nan,18,17
76,553815.199999094,-3811468.9626228022,3566807.997926585,3652665.473465487,0,0,0,0,0,1,1,6.975725107754966,2.6669849747385523,5.570540408788409,18,1,0.16723452360142665,5.631694436909621,4.859019093387462,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5882425591973358,0,4.8590917799461835,0.14816334366531572,0.008752947750221599,2,6.97593216584481,2.6671899040252627,5.631694436909621,1.7684010070562826,nan,nan,0,0.14807098405872404,0,67f4087b5dcda2f7,512,14.079237687035823,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
77,553815.4000000954,-3811468.961974218,3566807.996615348,3652665.4761489625,0,0,0,0,0,1,1,6.975837399667268,2.6676535258246026,5.574369835415747,18,2,0.16723452360142665,5.6297856190029805,4.8624882886645215,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5911572236689474,0,4.862555977255608,0.14863529263979927,0.008427701723938556,2,6.976029284868363,2.667843216697349,5.6297856190029805,1.775390432894277,nan,nan,0,0.1485495210726216,0,67f4087b5dcda2f7,512,14.004931767930428,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
78,553815.599998951,-3811468.965777788,3566807.9991327194,3652665.4802612495,0,0,0,0,0,1,1,6.97585862589351,2.6681370523858776,5.581459481005151,18,3,0.16723452360142665,5.633293496618416,4.868271400522415,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5974943377285864,0,4.8683385561172825,0.14868171634703703,0.00838804518816537,2,6.9760489256676586,2.668325069600555,5.633293496618416,1.7833748257732964,nan,nan,0,0.14859656131122712,0,67f4087b5dcda2f7,512,13.997825923472963,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
79,553815.7999999523,-3811468.9675551504,3566807.998609478,3652665.478977498,0,0,0,0,0,1,1,6.975861801516331,2.668233585946869,5.581387508215798,18,4,0.16723452360142665,5.634264974908431,4.867540457554024,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5969622097946629,0,4.867607487244126,0.14868650500613734,0.00838336577477495,2,6.976051903463123,2.668421425770764,5.634264974908431,1.7916271459200621,nan,nan,0,0.14860141856721376,0,67f4087b5dcda2f7,512,13.997026952671277,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
80,553816.0,-3811468.878908008,3566807.8702539033,3652665.593582837,0,0,0,0,0,1,1,6.786304574158834,2.607275339176681,5.38969395983052,18,0,0.15067004659052766,5.460617008571898,4.8148393343499745,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5337438644252783,0,4.8150540319548405,0.17767545835305446,0.013552178932662319,2,6.786816447888304,2.607766074559411,5.460617008571898,1.7121542298193912,0.15067004659052766,0.48750634448403524,0,0.1774048016545213,0,67f4087b5dcda2f7,512,12.948365609828544,8,12,1,463,11,4,111,0.5119515439616412,320,0,nan,18,17
81,553816.199999094,-3811468.889186431,3566807.880308708,3652665.603812291,0,0,0,0,0,1,1,6.78658580033741,2.611978091838156,5.415210176595309,18,1,0.15067004659052766,5.472926503892927,4.829422475439127,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5503661573916262,0,4.829510789225573,0.18661088691704347,0.008430545961183759,2,6.78678616891219,2.6121666646912933,5.472926503892927,1.7155155646892941,nan,nan,0,0.1864995067154583,0,67f4087b5dcda2f7,512,11.80112983776641,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
82,553816.3999989033,-3811468.902836786,3566807.895093014,3652665.6192629123,0,0,0,0,0,1,1,6.786609624477832,2.6122749983317792,5.440614649113292,18,2,0.15067004659052766,5.490079674497418,4.8498648683611485,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5738322941748526,0,4.849947454630705,0.18716287790480723,0.008119168918292995,2,6.7867958744702,2.6124495368558365,5.490079674497418,1.7227195117517602,nan,nan,0,0.18705908888550837,0,67f4087b5dcda2f7,512,11.739055569293246,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
83,553816.5999999046,-3811468.909679358,3566807.900495396,3652665.6277586543,0,0,0,0,0,1,1,6.786601089489957,2.612189928160487,5.452336005349673,18,3,0.15067004659052766,5.497062703441286,4.860439344818459,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5853496611498532,0,4.860521129588308,0.18722656381471234,0.008084529332963726,2,6.786785748785236,2.6123629172120584,5.497062703441286,1.730947006658849,nan,nan,0,0.18712364643054513,0,67f4087b5dcda2f7,512,11.731862157487589,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
84,553816.7999999523,-3811468.902958673,3566807.893729498,3652665.6224793,0,0,0,0,0,1,1,6.786594166233669,2.6121444043263224,5.441563480377495,18,4,0.15067004659052766,5.488584600800307,4.85232283136767,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5755024027392114,0,4.852404723161255,0.18723670324525774,0.008078618178827716,2,6.786778549761606,2.6123171571028663,5.488584600800307,1.7394480273096997,nan,nan,0,0.18713393143551257,0,67f4087b5dcda2f7,512,11.730682590774085,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
85,553817.0,-3811468.8169170558,3566807.7924411534,3652665.732098982,0,0,0,0,0,1,1,6.619255465551834,2.5632011065847555,5.294819844578226,19,0,0.16129119387086358,5.33972507027378,4.799012557672759,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.510577678227313,0,4.799214454286079,0.21506858708800577,0.012552459812020453,2,6.619700597314436,2.5636216232353264,5.33972507027378,1.6605523074598696,0.16129119387086358,0.3482728961220111,0,0.21478500544683674,0,67f4087b5dcda2f7,512,10.233879411822679,8,12,1,465,11,4,113,0.5002326767511331,318,0,nan,19,17
86,553817.199999094,-3811468.789584278,3566807.765068103,3652665.7043454917,0,0,0,0,0,1,1,6.619019134460183,2.5620520761750565,5.241449213974157,19,1,0.16129119387086358,5.306002063462841,4.758375994177095,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4642011713014376,1,4.758455493647704,0.22578853666389317,0.00795572692596287,2,6.619197290701198,2.5622220345931948,5.306002063462841,1.664017975913443,nan,nan,0,0.2256690453740468,0,67f4087b5dcda2f7,512,9.313033768650653,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
87,553817.3999989033,-3811468.7791701336,3566807.7530020396,3652665.6942558023,0,0,0,0,0,1,1,6.6191675819995055,2.5635898941965505,5.227438423879993,19,2,0.16129119387086358,5.291895731050397,4.7452727045597545,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4490144230760892,1,4.7453481225518255,0.22648725969630248,0.007645371469539274,2,6.61933266927419,2.56374638337467,5.291895731050397,1.6714439156460614,nan,nan,0,0.22637621959090143,0,67f4087b5dcda2f7,512,9.260116829625765,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
88,553817.5999999046,-3811468.777137907,3566807.7511370927,3652665.6918531856,0,0,0,0,0,1,1,6.619174561508634,2.5638249802791315,5.224177145156627,19,3,0.16129119387086358,5.289586413029958,4.742219132756684,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4456741524851139,1,4.74229412064219,0.226552528758824,0.007613138823744173,2,6.619338380076023,2.56398019671856,5.289586413029958,1.6799225601746655,nan,nan,0,0.22644226065568182,0,67f4087b5dcda2f7,512,9.255209826794763,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
89,553817.7999999523,-3811468.7767216642,3566807.7499405225,3652665.6927631916,0,0,0,0,0,1,1,6.619177068600545,2.563835620516723,5.224023634889864,19,4,0.16129119387086358,5.288271008541489,4.7427844655813125,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.44592648879573826,1,4.742859448185239,0.2265592150295021,0.007610611720307159,2,6.619340771224052,2.5639907245193894,5.288271008541489,1.6886804655036185,nan,nan,0,0.2264490260371725,0,67f4087b5dcda2f7,512,9.254706617306315,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
90,553818.0,-3811468.7353828726,3566807.691360277,3652665.845512674,0,0,0,0,0,1,1,6.443961942446697,2.4536710751701043,5.072363734970376,18,0,0.11031835963790779,5.194834180173555,4.7829894970491384,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4901065063597412,1,4.783199059299802,0.23944922447599234,0.011763444747726556,2,6.444360903791379,2.45404072293393,5.194834180173555,1.6144343408829938,0.11031835963790779,0.3497947379215988,0,0.239167945354303,0,67f4087b5dcda2f7,512,8.636707159031788,8,12,1,471,11,4,119,0.5147478870457715,328,0,nan,18,17
91,553818.199999094,-3811468.7391064353,3566807.6956073996,3652665.849251501,0,0,0,0,0,1,1,6.443364082151414,2.4514641560810055,5.069550064158991,18,1,0.11031835963790779,5.199922486511884,4.784356315441949,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.49172260475663704,1,4.78443826779592,0.25118087085587254,0.007459038773998959,2,6.443524273496755,2.451613926061262,5.199922486511884,1.6179992590076882,nan,nan,0,0.2510621799711533,0,67f4087b5dcda2f7,512,7.863679702276954,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
92,553818.3999989033,-3811468.74180484,3566807.696229558,3652665.8534990577,0,0,0,0,0,1,1,6.443309198160651,2.4507551948055353,5.073472589110489,18,2,0.11031835963790779,5.201547054065843,4.788781838217855,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.49598318624545773,1,4.788857997073273,0.2518629566742372,0.007207134070258568,2,6.443458461110567,2.4508948662067715,5.201547054065843,1.6256355387093915,nan,nan,0,0.2517522278148979,0,67f4087b5dcda2f7,512,7.8233194255329455,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
93,553818.5999999046,-3811468.7435135636,3566807.6972454316,3652665.8559057238,0,0,0,0,0,1,1,6.4432750174871,2.4506389216974305,5.076054612069313,18,3,0.11031835963790779,5.203086526608415,4.791494407978286,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4987897569736945,1,4.791569830343909,0.2519278445556993,0.007180437981400546,2,6.443423189820595,2.4507776676077215,5.203086526608415,1.6343518753605377,nan,nan,0,0.2518178607794449,0,67f4087b5dcda2f7,512,7.819499230196631,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
94,553818.7999999523,-3811468.744718246,3566807.6983538847,3652665.855421672,0,0,0,0,0,1,1,6.443264272720619,2.4506018881667004,5.076747743709925,18,4,0.11031835963790779,5.204760967274487,4.7914818552528065,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.49915995655913614,1,4.791557121466426,0.25193426090376225,0.007177427306830339,2,6.443412324606663,2.450740553170415,5.204760967274487,1.6433526676771246,nan,nan,0,0.2518243511835267,0,67f4087b5dcda2f7,512,7.8191207142620005,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
95,553819.0,-3811468.636547822,3566807.554884948,3652665.9106425443,0,0,0,0,0,1,1,6.302287133874917,2.3699904837177157,4.890138159597874,18,0,0.09650807870128013,5.019691785494193,4.808745419211927,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5137440072920567,0,4.8087756081083635,0.2694471436554886,0.013579410016614607,5,6.302475935904579,2.3702121984675326,5.019691785494193,1.5710678464020085,0.09650807870128013,0.27321485315356214,0,0.2688590516542816,0,67f4087b5dcda2f7,512,7.715105348023048,8,12,1,477,11,4,125,0.5766961897977918,336,0,nan,18,17
96,553819.199999094,-3811468.636808119,3566807.5548408963,3652665.9143909067,0,0,0,0,0,1,1,6.302860368306945,2.369679504041548,4.893977517305169,18,1,0.09650807870128013,5.019348060966175,4.8143059302802,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5189174166180777,0,4.814328497894345,0.28166644641268934,0.008329228614981582,5,6.302948449963408,2.3697779276277577,5.019348060966175,1.5747309510157785,nan,nan,0,0.281444304749966,0,67f4087b5dcda2f7,512,7.057653796787927,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
97,553819.3999989033,-3811468.6387844095,3566807.555983467,3652665.918199778,0,0,0,0,0,1,1,6.302992153685352,2.3698379232387827,4.898568483565775,18,2,0.09650807870128013,5.0209986749369175,4.819149460451793,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5237950214071043,0,4.81917082844237,0.2822769699713111,0.00802944859539751,5,6.303074692748738,2.3699300255239204,5.0209986749369175,1.5825760258817991,nan,nan,0,0.2820704470058506,0,67f4087b5dcda2f7,512,7.028049902614308,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
98,553819.5999999046,-3811468.6393151586,3566807.556565854,3652665.922912061,0,0,0,0,0,1,1,6.303034407725045,2.369772453392703,4.902479296001756,18,3,0.09650807870128013,5.021187289397074,4.823993611669379,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5283590913019343,0,4.824014860804679,0.28233661062125104,0.008001269110721937,5,6.303116479601098,2.3698640364190258,5.021187289397074,1.5915282050527608,nan,nan,0,0.28213159119488845,0,67f4087b5dcda2f7,512,7.0251734701947495,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
99,553819.7999999523,-3811468.641817714,3566807.556025829,3652665.9311662726,0,0,0,0,0,1,1,6.303049338156616,2.369751241159367,4.909242387919663,18,4,0.09650807870128013,5.021359757160374,4.8324569581000185,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5361153395990611,0,4.8324782516965685,0.28234291708320375,0.007998634352536574,5,6.303131386105864,2.369842788211865,5.021359757160374,1.600769804175733,nan,nan,0,0.2821380523037124,0,67f4087b5dcda2f7,512,7.024872420887039,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
100,553820.0,-3811468.5541079477,3566807.437510714,3652665.968508439,0,0,0,0,0,1,1,6.174134668423553,2.3075950787308357,4.730786090350278,18,0,0.08261153489824674,4.870813625953213,4.816266424861037,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5185879184605892,0,4.816371893136523,0.2787355814197494,0.015024753540456657,7,6.174417287218406,2.3078961831699267,4.870813625953213,1.5301583551075884,0.08261153489824674,0.2516350132432009,0,0.27799133652805863,0,67f4087b5dcda2f7,512,7.425575417478989,8,12,1,480,11,4,128,0.8295675001094545,54,0,nan,18,17
101,553820.199999094,-3811468.5551112634,3566807.4387408583,3652665.9705805383,0,0,0,0,0,1,1,6.174263344207476,2.3065180450593648,4.737012736466261,18,1,0.08261153489824674,4.872141507085222,4.820188747122703,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5226940966549781,0,4.820231562364558,0.29109234088511055,0.009088973758559387,7,6.174378905718961,2.3066412277871664,4.872141507085222,1.5339193345582653,nan,nan,0,0.29080016916207274,0,67f4087b5dcda2f7,512,6.802422402042221,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
102,553820.3999989033,-3811468.554467566,3566807.438987627,3652665.970344634,0,0,0,0,0,1,1,6.174209885103282,2.3063186279999512,4.736208478639028,18,2,0.08261153489824674,4.871941036236305,4.819787304440671,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5222865860970797,0,4.8198268198954795,0.29168905296518916,0.00875202169893551,7,6.17431751050339,2.3064335273627994,4.871941036236305,1.5419721028542017,nan,nan,0,0.2914171875976105,0,67f4087b5dcda2f7,512,6.775151470944256,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
103,553820.5999999046,-3811468.566214731,3566807.449401112,3652665.982010112,0,0,0,0,0,1,1,6.174242650340562,2.3063970092371497,4.756360157979746,18,3,0.08261153489824674,4.886003146619511,4.836064141587128,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5407682994464929,0,4.8361039563501995,0.29174797267249153,0.008719820676094439,7,6.174349723633463,2.3065109459879536,4.886003146619511,1.5511586485323297,nan,nan,0,0.2914779220436309,0,67f4087b5dcda2f7,512,6.772591466773378,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
104,553820.7999999523,-3811468.580364131,3566807.4643471627,3652665.9947485225,0,0,0,0,0,1,1,6.174242395773082,2.3064059595041626,4.780039635860467,18,4,0.08261153489824674,4.904954528168594,4.854572225391088,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5627343123625989,0,4.854611738125296,0.2917540120204635,0.008716100487450428,7,6.174349391044681,2.306519776381289,4.904954528168594,1.560639325014739,nan,nan,0,0.2914841553960051,0,67f4087b5dcda2f7,512,6.772323740815689,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
105,553821.0,-3811468.4539604494,3566807.306149873,3652666.019897038,0,0,0,0,0,1,1,6.040949846436294,2.26994781808645,4.575131479767411,19,0,0.10109941856354684,4.701028825705114,4.833344652671328,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.44412048423932987,1,4.833897294396928,0.27907703569173,0.02653354087062388,8,6.042008127136007,2.2709849885623505,4.701028825705114,1.4898935554101393,0.10109941856354684,0.22508718476253217,0,0.2779905722739885,0,67f4087b5dcda2f7,512,7.167114419337594,8,12,1,480,11,4,128,0.44412048423932987,450,0,nan,19,17
106,553821.199999094,-3811468.463041869,3566807.315766122,3652666.0304021374,0,0,0,0,0,1,1,6.041666994701491,2.2699385910119187,4.598205726212484,19,1,0.10109941856354684,4.712981367175279,4.850802968431071,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4658061657478385,1,4.850994258283254,0.2911986754799941,0.015652662537449725,8,6.042039335345934,2.2703046552780086,4.712981367175279,1.493755958423994,nan,nan,0,0.290782631664426,0,67f4087b5dcda2f7,512,6.567586236216869,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
107,553821.3999989033,-3811468.4721323354,3566807.3232537475,3652666.0398862143,0,0,0,0,0,1,1,6.041764726176245,2.2700380380538836,4.613731244953801,19,2,0.10109941856354684,4.723474482020924,4.864046576315659,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.47975962969871333,1,4.864222371118258,0.2917691154465942,0.015049463047685159,8,6.042109077287693,2.2703769077578526,4.723474482020924,1.5020240791443242,nan,nan,0,0.2913825706042447,0,67f4087b5dcda2f7,512,6.542089700523622,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
108,553821.5999999046,-3811468.487521388,3566807.33707183,3652666.0585040287,0,0,0,0,0,1,1,6.0418354897261075,2.27010607767347,4.642317865016059,19,3,0.10109941856354684,4.741889378283319,4.88864254728706,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.506991463549227,0,4.888816992367238,0.2918265652757422,0.0149954459011895,8,6.042177549642389,2.2704423836957868,4.741889378283319,1.5114534494126786,nan,nan,0,0.29144273488558503,0,67f4087b5dcda2f7,512,6.5396625955498955,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
109,553821.7999999523,-3811468.498966446,3566807.3479712936,3652666.0694378703,0,0,0,0,0,1,1,6.041839952402684,2.270137218341495,4.661247801351581,19,4,0.10109941856354684,4.756408538925942,4.9040893998564155,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.52415907700304,0,4.904262864728905,0.2918319607611262,0.01498812890178653,8,6.0421816542070514,2.27047321187362,4.756408538925942,1.5211816072400826,nan,nan,0,0.2914484473729973,0,67f4087b5dcda2f7,512,6.539401034702943,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
110,553822.0,-3811468.366795978,3566807.1951820585,3652666.079515507,0,0,0,0,0,1,1,5.925500286310733,2.269569386273782,4.513442818290191,19,0,0.09580900580672519,4.554417796108927,4.859082685669754,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2774466225996028,1,4.859522914772399,0.2546337696189438,0.025421823942692098,7,5.926462262877264,2.270534700175285,4.554417796108927,1.4518613891260537,0.09580900580672519,0.23458075987996396,0,0.25360903348930497,0,67f4087b5dcda2f7,512,6.981500617336767,8,12,1,480,11,4,128,0.2774466225996028,447,0,nan,19,17
111,553822.199999094,-3811468.396445469,3566807.224230911,3652666.1126333876,0,0,0,0,0,1,1,5.926833496725593,2.272257278239914,4.579754089202728,19,1,0.09580900580672519,4.592267392438219,4.909595208180997,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2273439788148101,1,4.909754537793428,0.26592542376342443,0.015338511691024865,7,5.9271844663429345,2.272609737520896,4.592267392438219,1.4558249861039145,nan,nan,0,0.26551431528658526,0,67f4087b5dcda2f7,512,6.391002560045077,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
