epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,n_dd_pr,n_dd_cp
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,0,1,1,8.250193462696364,3.078087080589352,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,8.541286999106527,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.8612020625610959,0,5.477593852345162,0.11902031836513258,0.3121141609780377,4,8.125745628537091,0.9946792389325879,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.09615978828655833,0,86b1938a14e21d03,512,26.846977030743933,8,12,1,480,11,4,128,0.8199925629360661,339,0,nan,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,0,1,1,8.258689261651774,3.0915189826993137,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,8.556507347510145,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.861415115914184,0,5.490929459551947,0.1232248814638896,0.31052164070707583,4,8.125515113839445,0.9919247924237277,7.761402624521035,2.678099417447205,nan,nan,0,0.09989533644030503,0,86b1938a14e21d03,512,24.921377160423614,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,0,1,1,8.26108842353494,3.094262872885324,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,8.569210129300963,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.8596732812870307,0,5.503600591388407,0.12342105366432214,0.31017428412620424,4,8.125525970984095,0.9914947062236159,7.761809677319955,2.6827187110635777,nan,nan,0,0.10009435805581016,0,86b1938a14e21d03,512,24.830532803688712,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,0,1,1,8.261698036893836,3.095301338120923,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,8.57561574104736,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.8608821862195414,0,5.510467931816848,0.12343382387026416,0.31011834577886654,4,8.125462474298452,0.9912672949008567,7.762046597964363,2.688009043087361,nan,nan,0,0.10010486688413994,0,86b1938a14e21d03,512,24.825118783557564,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,0,1,1,8.261891657493491,3.0956163512565023,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,8.577249636372649,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.8613962130346536,0,5.5127113503517755,0.12343447331655252,0.3101018545780983,4,8.125444867775721,0.9912008055148557,7.7602707554821695,2.693491032534563,nan,nan,0,0.10010502203320436,0,86b1938a14e21d03,512,24.82491729359435,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6517689846457129,0,5.150935924497962,0.07916666666666662,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666662,0,60cbf5c6bd3b273a,269,13.294123432505547,8,12,1,352,11,4,0,0.6517689846457129,198,0,nan,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6513988956254568,0,5.153871505021943,0.07915615353714814,0.0,1,2.9826159158053196,4.586748144571808,7.383300340107547,2.5192272188702924,nan,nan,0,0.07915615353714814,0,60cbf5c6bd3b273a,269,13.297642880894417,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6492085122904103,0,5.1551203656758355,0.07915716793396328,0.0,1,2.982650297229474,4.586946412962997,7.386063756140029,2.5241381694578493,nan,nan,0,0.07915716793396328,0,60cbf5c6bd3b273a,269,13.297303234841692,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6512702746353717,0,5.155976702619806,0.07915686812924849,0.0,1,2.9829554368090885,4.586894388211663,7.386515143862588,2.5297604073832183,nan,nan,0,0.07915686812924849,0,60cbf5c6bd3b273a,269,13.29740361582069,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,2.982984993091164,4.5868990248727215,5.198263857891848,18,4,0.290947663274422,7.389012841815085,5.160582719992699,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6583406066619742,0,5.160582719992699,0.07915682079069125,0.0,1,2.982984993091164,4.5868990248727215,7.389012841815085,2.535584634868319,nan,nan,0,0.07915682079069125,0,60cbf5c6bd3b273a,269,13.297419465875484,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
40,553808.0,-3811469.5997325815,3566809.023372303,3652663.9772674013,0,0,0,0,1,1,1,7.106540989147963,1.430815807007616,4.974431904281264,18,0,0.30400967615543767,7.200881418648142,4.235796553086423,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46128675756901627,1,4.235796553086423,0.053526183778092755,0.0,1,7.106540989147963,1.430815807007616,7.200881418648142,2.3699637257269357,0.30400967615543767,10.823505896235373,1,0.053526183778092776,0,a5667da7983d8ee3,512,65.25796218810326,8,12,1,359,11,4,7,0.472757062103613,213,0,nan,18,17
41,553808.199999094,-3811469.604565452,3566809.022197833,3652663.975938404,0,0,0,0,1,1,1,7.105460434553485,1.4243978426247552,4.975390854091056,18,1,0.30400967615543767,7.203308836127141,4.253405630002994,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4516249640708949,1,4.253405630002994,0.05590064812454133,0.0,1,7.105460434553485,1.4243978426247552,7.203308836127141,2.3723777286033028,nan,nan,0,0.05590064812454133,0,a5667da7983d8ee3,512,60.28794709983744,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
42,553808.4000000954,-3811469.6200710684,3566809.0384342065,3652663.9914526143,0,0,0,0,1,1,1,7.105308384105436,1.4239272899895117,5.004874842567653,18,2,0.30400967615543767,7.218677470522274,4.284338388935459,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4441440512896727,1,4.284338388935459,0.05600291372193327,0.0,1,7.105308384105436,1.4239272899895117,7.218677470522274,2.3775886360799108,nan,nan,0,0.05600291372193327,0,a5667da7983d8ee3,512,60.04922913958148,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
43,553808.599998951,-3811469.6378614362,3566809.0555787836,3652664.004021144,0,0,0,0,1,1,1,7.105227589533992,1.423339388319221,5.030793260613999,18,3,0.30400967615543767,7.237151120487444,4.310902454151501,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.43573143702552153,1,4.310902454151501,0.056012545348302176,0.0,1,7.105227589533992,1.423339388319221,7.237151120487444,2.3835556216658462,nan,nan,0,0.056012545348302176,0,a5667da7983d8ee3,512,60.03055924385891,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
44,553808.7999999523,-3811469.6511755534,3566809.0698531303,3652664.016906605,0,0,0,0,1,1,1,7.105208594131027,1.4231767755452562,5.053571782890433,18,4,0.30400967615543767,7.250854808964697,4.333343478586449,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.43289920294075684,1,4.333343478586449,0.05601400535602618,0.0,1,7.105208594131027,1.4231767755452562,7.250854808964697,2.3897359609892086,nan,nan,0,0.05601400535602618,0,a5667da7983d8ee3,512,60.030009719495844,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
45,553809.0,-3811469.415095297,3566808.780492458,3652664.2735296553,0,0,0,0,0,1,1,1.4601933986839781,5.107905284674009,5.037513551886008,19,0,0.28473158978728563,6.812160832921714,5.884919639869416,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5124148325419137,0,5.884462604587415,0.07945075757575758,0.013480636513412905,2,1.460731676075766,5.107367994447632,6.812160832921714,2.21892742224765,0.28473158978728563,2.718979748563414,6,0.07930871212121213,0,f817268164231a69,285,13.290356489700034,8,12,1,352,11,4,0,0.5124148325419137,199,0,nan,19,17
46,553809.199999094,-3811469.414116654,3566808.77971777,3652664.2705520685,0,0,0,0,0,1,1,1.4611055357775953,5.111998324711808,5.057972790812813,19,1,0.28473158978728563,6.812011773640396,5.89117114439913,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5296888924194807,0,5.8907272115296765,0.07943522866045237,0.01348828728114959,2,1.4616514105739138,5.111453571959589,6.812011773640396,2.2215420717411725,nan,nan,0,0.0792926139220502,0,f817268164231a69,285,13.295930797814387,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
47,553809.4000000954,-3811469.4182153256,3566808.7827237993,3652664.2755420734,0,0,0,0,0,1,1,1.4620557871555766,5.1129132746828905,5.070793541123231,19,2,0.28473158978728563,6.814965548955687,5.896333822740178,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5408804553614386,0,5.8958933704224465,0.07943863707806889,0.013480778689235334,2,1.4626020783930913,5.1123681323962495,6.814965548955687,2.2271151595485317,nan,nan,0,0.07929614702761084,0,f817268164231a69,285,13.294709585649702,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
48,553809.599998951,-3811469.4134697006,3566808.7775105317,3652664.2671238803,0,0,0,0,0,1,1,1.4616597826640498,5.113455755015484,5.060965283991186,19,3,0.28473158978728563,6.8111547264812495,5.890597657256531,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5301034395871838,0,5.890158464828322,0.07944717823588775,0.01346498808036418,2,1.4622052427361454,5.112911585238234,6.8111547264812495,2.233486817838483,nan,nan,0,0.07930500086807926,0,f817268164231a69,285,13.291647850219217,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
49,553809.7999999523,-3811469.3977967124,3566808.765014775,3652664.2510027033,0,0,0,0,0,1,1,1.4616491470326989,5.113579779018187,5.036159613657036,19,4,0.28473158978728563,6.798190767216363,5.8738058147958885,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5060626600033752,0,5.873365913091664,0.07944904616510082,0.013461516979142782,2,1.4621944652059977,5.113035789569502,6.798190767216363,2.240082038541546,nan,nan,0,0.07930693718140334,0,f817268164231a69,285,13.290978382606905,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
50,553810.0,-3811469.2985404828,3566808.640770682,3652664.524779216,0,0,0,0,0,1,1,1.9865813222261879,4.629800845875409,4.962177133669494,19,0,0.26506036033573993,6.559054910956704,5.043686581740454,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5226650704946804,0,5.043686581740454,0.1934319845416774,0.0,1,1.9865813222261879,4.629800845875409,6.559054910956704,2.1205173581613557,0.26506036033573993,1.8608898760313553,0,0.19343198454167734,0,832d821e147a649e,321,11.970423363316891,8,12,1,355,11,4,3,0.5306028789481609,201,0,nan,19,17
51,553810.199999094,-3811469.3039292046,3566808.64487794,3652664.529502901,0,0,0,0,0,1,1,1.9835675292178692,4.629100931344731,4.972768557405449,19,1,0.26506036033573993,6.563846145743955,5.053667347199699,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5310910910114915,0,5.053667347199699,0.20635140364740812,0.0,1,1.9835675292178692,4.629100931344731,6.563846145743955,2.1232300878221277,nan,nan,0,0.20635140364740812,0,832d821e147a649e,321,10.614194956012282,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
52,553810.4000000954,-3811469.315596398,3566808.65828624,3652664.5406800522,0,0,0,0,0,1,1,1.9828619094857283,4.629369612871392,4.993502813661418,19,2,0.26506036033573993,6.5773148379183635,5.070357706185622,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5506788779790932,0,5.070357706185622,0.2073526287400907,0.0,1,1.9828619094857283,4.629369612871392,6.5773148379183635,2.129054448480933,nan,nan,0,0.2073526287400907,0,832d821e147a649e,321,10.521541970101364,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
53,553810.599998951,-3811469.34256695,3566808.6845943565,3652664.568832754,0,0,0,0,0,1,1,1.982639642791519,4.629522969906522,5.040506943397922,19,3,0.26506036033573993,6.60440914717434,5.10391301889507,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5956756139195785,0,5.10391301889507,0.20745826879382442,0.0,1,1.982639642791519,4.629522969906522,6.60440914717434,2.1357169279087573,nan,nan,0,0.20745826879382448,0,832d821e147a649e,321,10.513169014500916,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
54,553810.7999999523,-3811469.3769528917,3566808.7217116025,3652664.6004809807,0,0,0,0,0,1,1,1.9825715425735364,4.629493857635843,5.098551211388733,19,4,0.26506036033573993,6.643192315066824,5.149506973153079,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6511374612717551,0,5.149506973153079,0.20747014863258056,0.0,1,1.9825715425735364,4.629493857635843,6.643192315066824,2.142612579201163,nan,nan,0,0.20747014863258056,0,832d821e147a649e,321,10.512273245101802,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
55,553811.0,-3811469.235102616,3566808.4984445698,3652664.8116010264,0,0,0,0,0,1,1,1.6816629024199932,4.6548130046108165,5.151119482644341,19,0,0.25623423622778385,6.33108764208706,5.099979051118837,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5695535178020079,0,5.099840034530681,0.31177687163862944,0.007613563717468561,2,1.6818147029213202,4.6546938238223765,6.33108764208706,2.0332112461865335,0.25623423622778385,1.334637417535249,0,0.3116360265682069,0,832d821e147a649e,390,8.168961355456249,8,12,1,355,11,4,3,0.5075406291257607,207,0,nan,19,17
56,553811.199999094,-3811469.2729791864,3566808.5359099815,3652664.848355844,0,0,0,0,0,1,1,1.68016192808792,4.655438327260199,5.235284514033264,19,1,0.25623423622778385,6.372082856127787,5.155964946618883,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6425362950609907,0,5.155920685237383,0.3320207409871455,0.004307430803773038,2,1.6802114580683185,4.655399003252097,6.372082856127787,2.036041422985263,nan,nan,0,0.3319712845329635,0,832d821e147a649e,390,7.2347526751224756,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
57,553811.4000000954,-3811469.3265806404,3566808.588842787,3652664.9009892987,0,0,0,0,0,1,1,1.6798191053021392,4.656048273761537,5.331168126328143,19,2,0.25623423622778385,6.430540122500017,5.226060012767172,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6784945465068591,0,5.22601972627501,0.33355908023917136,0.004128715968709864,2,1.6798648736437194,4.656011746974124,6.430540122500017,2.042114738166459,nan,nan,0,0.3335130697596869,0,832d821e147a649e,390,7.171417408862193,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
58,553811.599998951,-3811469.383561751,3566808.6461469145,3652664.9577724473,0,0,0,0,0,1,1,1.6797325619725856,4.656153772673688,5.429669591884242,19,3,0.25623423622778385,6.494106070676691,5.3002661259366,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.61275875377092,0,5.300226543586293,0.333715995648592,0.0041078074585033245,2,1.6797779378129898,4.6561175132160315,6.494106070676691,2.0490599946754635,nan,nan,0,0.3336703224805375,0,832d821e147a649e,390,7.165002629864823,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
59,553811.7999999523,-3811469.4447181495,3566808.7062500827,3652665.0216358565,0,0,0,0,0,1,1,1.6797062539166916,4.656220819715682,5.535782839134796,19,4,0.25623423622778385,6.561561787920344,5.379196676146145,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5555349550899714,0,5.379157470210434,0.3337289931455008,0.004105521843127415,2,1.6797515997956436,4.656184565815384,6.561561787920344,2.056246294564471,nan,nan,0,0.33368334407920996,0,832d821e147a649e,390,7.16448237689378,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
60,553812.0,-3811469.1845345027,3566808.40403197,3652665.053313325,0,0,0,0,0,1,1,1.451320080692908,4.739303888893187,5.6052376997611,19,0,0.24999160052313082,6.166848881541285,5.177018147287962,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6880654407298317,0,5.176828324334827,0.2850890744037105,0.00894180838010794,2,1.4514964673214446,4.739193089615675,6.166848881541285,1.9549034460280577,0.24999160052313082,1.3371359063100048,0,0.284939556344584,0,832d821e147a649e,485,10.539118958006512,8,12,1,404,11,4,52,0.5304584029860713,259,0,nan,19,17
61,553812.199999094,-3811469.2331142887,3566808.4537998647,3652665.1059620883,0,0,0,0,0,1,1,1.4494678089275,4.743411438641945,5.7343701358619805,19,1,0.24999160052313082,6.221608856680122,5.255666883056457,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6579692262704224,0,5.2555968490812575,0.2995258153344199,0.005409918875298295,2,1.4495350680488719,4.743368056211457,6.221608856680122,1.9578471472005274,nan,nan,0,0.2994650252667765,0,832d821e147a649e,485,9.566876505636456,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
62,553812.4000000954,-3811469.2980974317,3566808.5156194377,3652665.1719480325,0,0,0,0,0,1,1,1.4491463215117455,4.744386160272825,5.853623862766625,19,2,0.24999160052313082,6.29338323410037,5.341518748657181,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.593332903115901,0,5.341454790452125,0.30051051732057615,0.00517879569831439,2,1.4492084728785026,4.744345908189417,6.29338323410037,1.9641623367477135,nan,nan,0,0.300454027204704,0,832d821e147a649e,485,9.506674271408084,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
63,553812.599998951,-3811469.323044764,3566808.5407642205,3652665.198648223,0,0,0,0,0,1,1,1.4491292664973803,4.744256989279702,5.897989477991351,19,3,0.24999160052313082,6.322016967199731,5.374629542299893,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5733629279170039,0,5.374566723684451,0.30080891375532576,0.005137829827300979,2,1.4491902075145182,4.744217654826179,6.322016967199731,1.971382263637691,nan,nan,0,0.3007534681727044,0,832d821e147a649e,485,9.488962692182874,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
64,553812.7999999523,-3811469.331030157,3566808.5471869325,3652665.210737892,0,0,0,0,0,1,1,1.4491126569951764,4.744342027356055,5.9142620585397925,19,4,0.24999160052313082,6.329239134620994,5.383975175583393,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5698143048548141,0,5.383912541230591,0.30083978527675737,0.0051329149159221,2,1.449173477390928,4.744302775982078,6.329239134620994,1.978850681069604,nan,nan,0,0.3007844452956429,0,832d821e147a649e,485,9.487136590960239,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
65,553813.0,-3811469.0978832426,3566808.2461486016,3652665.22409359,0,0,0,0,0,1,1,1.2355117620372242,4.782206998411663,5.734677466175247,18,0,0.20590055846808142,5.954818255721592,5.1493746661198045,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6540988831750877,0,5.149250361169477,0.22706532142939329,0.01829834263351048,3,1.235599148818117,4.781740727334961,5.954818255721592,1.887203157661293,0.20590055846808142,0.8545983346324524,0,0.22668508027001363,0,832d821e147a649e,512,13.91045636236106,8,12,1,436,11,4,84,0.5203565909490271,297,0,nan,18,17
66,553813.199999094,-3811469.0866705896,3566808.2339572455,3652665.214502371,0,0,0,0,0,1,1,1.2348292532388012,4.789664852507178,5.739384637460836,18,1,0.20590055846808142,5.940850326801397,5.1388910719302805,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6444829418402384,0,5.138843076250042,0.2376692655503473,0.011028764131566246,3,1.2348703015714904,4.7894942897060115,5.940850326801397,1.890252728871852,nan,nan,0,0.23752569624321532,0,832d821e147a649e,512,12.662004495350079,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
67,553813.4000000954,-3811469.0863395133,3566808.2326866523,3652665.2164501403,0,0,0,0,0,1,1,1.2346617211016762,4.791218585036062,5.74575562771126,18,2,0.20590055846808142,5.9392505269522475,5.138590986813723,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6471620976420116,0,5.138547777143751,0.2382579412274821,0.010653513289987348,3,1.234700153505117,4.791059289888179,5.9392505269522475,1.8967930862073663,nan,nan,0,0.23812424717599862,0,832d821e147a649e,512,12.596779895060568,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
68,553813.599998951,-3811469.0871777595,3566808.234115772,3652665.22406919,0,0,0,0,0,1,1,1.2346294950652554,4.791818143729635,5.753886074567227,18,3,0.20590055846808142,5.939136892899335,5.139424467936718,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6548140756122215,0,5.139382158592155,0.23831370788090953,0.01062661473825035,3,1.234667752950567,4.791659592229971,5.939136892899335,1.9042684866028543,nan,nan,0,0.23818094625708025,0,832d821e147a649e,512,12.590573031296305,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
69,553813.7999999523,-3811469.0913300556,3566808.235501047,3652665.228706436,0,0,0,0,0,1,1,1.2346181819845046,4.791932842275977,5.7603227340181204,18,4,0.20590055846808142,5.941714552284891,5.142864446557251,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.660865159873716,0,5.142822446216398,0.23832087645553088,0.010623727020854172,3,1.2346564022287936,4.7917743648044455,5.941714552284891,1.9119990826985265,nan,nan,0,0.2381882217049123,0,832d821e147a649e,512,12.589807455967192,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
70,553814.0,-3811469.037298305,3566808.123900659,3652665.37507361,0,0,0,0,0,1,1,1.080284867001552,4.730752672648853,5.580307989813202,19,0,0.17166137233746512,5.7928469079199845,5.081478778299376,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.556776116283642,0,5.081267215108192,0.18656637790666333,0.009416786336508139,2,1.0804995845706216,4.730575194827181,5.7928469079199845,1.8222119807090562,0.17166137233746512,0.6712067054049101,0,0.1864339837199981,0,832d821e147a649e,512,14.853479420840376,8,12,1,445,11,4,93,0.511681573220638,302,0,nan,19,17
