epoch,tow,position_error_m,n_dd_pr,n_dd_cp,n_float_ambiguities,doppler_rms_mps,dd_pr_nis,dd_cp_nis,ambiguities_reset,covariance_min_eig,lambda_n,lambda_best_ratio,top12_min_error_m,top16_min_error_m,top12_has_sub50cm,top16_has_sub50cm,subset4_top16_min_error_m,subset4_top16_has_sub50cm,subset6_top16_min_error_m,subset6_top16_has_sub50cm,subset8_top16_min_error_m,subset8_top16_has_sub50cm,subset10_top16_min_error_m,subset10_top16_has_sub50cm,subset12_top16_min_error_m,subset12_top16_has_sub50cm,subset16_top16_min_error_m,subset16_top16_has_sub50cm
564,177112.79999899864,1.7967506732838698,0,0,18,0.6703940685931671,nan,nan,0,0.0003197863576060248,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
565,177113.0,2.023184580923417,26,18,19,0.6438162222775227,0.022800430152782027,11.973657499938861,6,9.731459404501614e-05,18,1.0013147067831905,1.6066620072107098,1.6066620072107098,0,0,1.064046320025251,0,0.6434524434834741,0,1.136903529717572,0,1.2906759861712405,0,1.382396832295073,0,1.3550791164139115,0
566,177113.20000004768,2.029889380768679,0,0,19,0.2307871600548413,nan,nan,0,0.00031275192126654553,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
567,177113.39999890327,2.0639264520805516,0,0,19,0.2554677556448863,nan,nan,0,0.00031356046031284833,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
568,177113.59999990463,2.073791798597863,0,0,19,0.2662230288987969,nan,nan,0,0.0003143612496825915,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
569,177113.79999899864,2.0457728327018456,0,0,19,0.28576816521617393,nan,nan,0,0.0003151614953208557,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
570,177114.0,1.9916743566166317,26,19,19,0.31469045785697985,0.031733468534315926,9.183562677033407,5,9.399244343401638e-05,19,1.0027175394320662,0.7919398146691625,0.6208759282953297,0,0,1.1707076892943076,0,1.1278657100447131,0,1.118818897750998,0,0.42525282262457853,1,0.6415283363887363,0,0.6132949609541584,0
571,177114.20000004768,1.9929998991764386,0,0,19,0.41474581979763064,nan,nan,0,0.00030823385790002656,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
572,177114.39999890327,1.9984559545821068,0,0,19,0.28410505418970744,nan,nan,0,0.0003090360709338876,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
573,177114.59999990463,2.025840390602011,0,0,19,0.2486961023619997,nan,nan,0,0.0003098362347475814,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
574,177114.79999899864,2.0328829997462226,0,0,19,0.2126466384539919,nan,nan,0,0.00031063627668502085,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
575,177115.0,2.149403554753153,26,17,20,0.16791701680007165,0.031389842060322456,15.69708403210386,3,0.00010311580320749207,17,1.0012049209460732,1.0587151624696147,0.7759756799673485,0,0,1.2860534824248488,0,0.6539110698891744,0,1.092982605327389,0,1.0762125876129753,0,0.16552935591270873,1,1.0457952381354736,0
576,177115.20000004768,2.2223747592812817,0,0,20,0.37193341852271705,nan,nan,0,0.00030606456720529634,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
577,177115.39999890327,2.276531796107602,0,0,20,0.39511700749983275,nan,nan,0,0.0003069793823948231,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
578,177115.59999990463,2.2683637545744073,0,0,20,0.35726516351551046,nan,nan,0,0.00030779388689964964,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
579,177115.79999899864,2.2988989813822602,0,0,20,0.2001239622575839,nan,nan,0,0.000308598712931402,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
580,177116.0,2.1482177516137226,26,18,20,0.3971057120011414,0.022604971740224376,44.29434442677432,4,9.166271810480978e-05,18,1.018046235286113,2.0714310046302926,2.0513379907240794,0,0,0.6603236672239361,0,0.6816727605771322,0,0.5784873509269076,0,1.9251851550529075,0,1.9475711566913427,0,2.0724354618400027,0
581,177116.20000004768,2.185216833259568,0,0,19,0.4897684047285025,nan,nan,0,0.00030231654099621057,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
582,177116.39999890327,2.20939883401618,0,0,19,0.5245573763922726,nan,nan,0,0.00030312878583908397,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
583,177116.59999990463,2.251970846281715,0,0,19,0.23399350246017894,nan,nan,0,0.0003039299606910066,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
584,177116.79999899864,2.2739444237902893,0,0,19,0.26694002630693353,nan,nan,0,0.0003047303356680443,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
585,177117.0,2.1466881382323684,25,19,20,0.21356189468727577,0.013791314934645355,46.87377646044067,3,9.608040705168017e-05,19,1.0810707686336625,1.3789287366023342,1.3789287366023342,0,0,0.7580009879140804,0,0.4517696264882211,1,0.7173740807632554,0,1.3763364872859498,0,1.1281475712453726,0,1.172693089785904,0
586,177117.20000004768,2.1681399427839056,0,0,20,0.4356090910583227,nan,nan,0,0.00029830279987534653,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
587,177117.39999890327,2.234271047850173,0,0,20,0.5257544552795259,nan,nan,0,0.0002991044104009548,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
588,177117.59999990463,2.2971594236972086,0,0,20,0.5258486033167201,nan,nan,0,0.0002999045303448992,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
589,177117.79999899864,2.36610035579403,0,0,20,0.4936257953380696,nan,nan,0,0.0003007045598302419,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
590,177118.0,2.5083397209622067,25,16,20,0.5456650468365323,0.019781559946779544,59.1738021660812,4,0.00012375259571547522,16,1.0044092155710798,2.0503178677888005,2.0112781499198227,0,0,1.3906562088536776,0,1.1212351912412,0,1.515630889645328,0,1.57658719792985,0,0.8975168227243825,0,nan,0
591,177118.20000004768,2.5981576066535403,0,0,19,0.6095261038044478,nan,nan,0,0.0002949100492878939,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
592,177118.39999890327,2.663443385425776,0,0,19,0.5503889574011546,nan,nan,0,0.00029572088881859454,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
593,177118.59999990463,2.778202095300405,0,0,19,0.574570351600812,nan,nan,0,0.00029652174797674234,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
594,177118.79999899864,2.8923820609882336,0,0,19,0.774227057469539,nan,nan,0,0.00029732201136995845,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
595,177119.0,2.810448934602948,25,16,19,0.6737053347622575,0.04676298550816149,69.57336685326696,4,0.00012234675046524318,16,1.0762449701458259,1.3494035393235209,1.3494035393235209,0,0,1.2601423797395717,0,1.4228778497994272,0,1.3547834071253149,0,1.2695234118775613,0,1.2702202490898928,0,nan,0
596,177119.20000004768,2.932666211894018,0,0,16,0.6591796449749059,nan,nan,0,0.00029694802961328454,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
597,177119.39999890327,3.1257498448834387,0,0,16,0.6471453145541713,nan,nan,0,0.0002977504860178533,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
598,177119.59999990463,3.2923441805266567,0,0,16,0.6568303214154294,nan,nan,0,0.00029855067852389643,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
599,177119.79999899864,3.4983166811627795,0,0,16,0.7722160886686097,nan,nan,0,0.00029935072641858337,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
600,177120.0,3.4926226134527476,25,16,16,0.8340471691599343,0.12551263194696438,23.298383581727226,7,0.00012243770685735673,16,1.0126643142406313,4.615808076580594,4.581478516581557,0,0,2.6034603084492955,0,2.294646661956511,0,2.2689611707145474,0,2.402077535277708,0,3.823317255159147,0,nan,0
601,177120.20000004768,3.7199972257239002,0,0,16,0.8498819856618857,nan,nan,0,0.0003768626168626926,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
602,177120.40000009537,4.015500028555242,0,0,16,0.7416850443404602,nan,nan,0,0.000377668553564246,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
603,177120.59999990463,4.250248646885059,0,0,16,0.7312870414927164,nan,nan,0,0.0003784695398094357,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
604,177120.79999995232,4.503382806195349,0,0,16,0.7268980451819241,nan,nan,0,0.00037927010921582987,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
605,177121.0,4.090641541303259,25,18,18,0.7646995171652969,0.24024892489040892,25.16507983337602,6,0.00010836217366506124,18,1.0127357292651478,4.5783914758660105,4.5783914758660105,0,0,3.3677759985445594,0,3.305821465043636,0,3.2723706275483546,0,3.7839891512049206,0,3.7334266935209497,0,4.451537018031522,0
606,177121.199999094,4.267064899611084,0,0,18,0.711573049459971,nan,nan,0,0.00038179280462232997,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
607,177121.39999890327,4.49879723540256,0,0,18,0.6890396488905383,nan,nan,0,0.00038259776759686046,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
608,177121.59999990463,4.632331783622991,0,0,18,0.7198001420782338,nan,nan,0,0.00038339877686386964,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
609,177121.79999995232,4.774040057142347,0,0,18,0.6051509857362387,nan,nan,0,0.0003841993848977623,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
610,177122.0,4.345746758034632,25,17,18,0.6196894342499258,0.31999237260556607,16.710886408790824,7,0.00010842811988171034,17,1.0411899849815471,4.615020924252563,4.615020924252563,0,0,3.2708127912576743,0,3.119285307413,0,3.112328697303707,0,3.8875122223165364,0,4.604755648425388,0,4.598711390966281,0
611,177122.20000004768,4.4194803336421655,0,0,18,0.6271905881387541,nan,nan,0,0.0003994757545657977,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
612,177122.39999890327,4.529609944428175,0,0,18,0.40540812623725325,nan,nan,0,0.00040028664731495296,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
613,177122.59999990463,4.636604991651515,0,0,18,0.3546201913250747,nan,nan,0,0.0004010875357829279,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
614,177122.79999899864,4.711193674695364,0,0,18,0.2164532362175785,nan,nan,0,0.00040188778428567695,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
615,177123.0,4.466580802130324,24,18,20,0.27802111866204426,0.3729232141258143,18.124721940824365,2,0.00012141637638738955,18,1.1190963543067867,3.933165446790186,3.933165446790186,0,0,3.343741654637593,0,3.2246415845271614,0,3.187261156904068,0,3.1337670707897933,0,3.9319129013606453,0,3.8790628626232944,0
616,177123.20000004768,4.461800472430703,0,0,19,0.2440623471158503,nan,nan,0,0.000392885474092048,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
617,177123.39999890327,4.488987410866505,0,0,19,0.16960734904063401,nan,nan,0,0.00039369774466479666,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
618,177123.59999990463,4.500393615880113,0,0,19,0.18285328028895156,nan,nan,0,0.0003944989896993616,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
619,177123.79999899864,4.4976759733145135,0,0,19,0.16250145557845574,nan,nan,0,0.000395299377226768,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
620,177124.0,4.599203928052412,25,20,20,0.21718169118754813,0.23875219239874745,16.851831061322024,0,0.00010115206086802984,20,1.0021401516585184,3.237369399938924,3.237369399938924,0,0,3.3859735388719945,0,3.2672927817505504,0,3.2144162406392867,0,3.136456270026904,0,3.231796873347454,0,3.2271195865523414,0
621,177124.20000004768,4.611888147908649,0,0,20,0.14025446414697798,nan,nan,0,0.0003865545576652423,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
622,177124.40000009537,4.651588557350996,0,0,20,0.18214176082463476,nan,nan,0,0.0003873630149695689,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
623,177124.59999895096,4.67188140399018,0,0,20,0.15384475536360312,nan,nan,0,0.00038816381284563755,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
624,177124.79999899864,4.696181178328921,0,0,20,0.1720126889213803,nan,nan,0,0.0003889640612646057,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
625,177125.0,4.637517301131042,27,20,20,0.13700257674902155,0.4390501902108748,16.39139264781727,0,0.00010114424658802025,20,1.0653355676838847,3.291995052900861,3.291995052900861,0,0,3.5875758247832,0,3.296077609161824,0,3.244996413822885,0,4.2146078595105765,0,3.2601409606055145,0,3.298300535008155,0
626,177125.20000004768,4.627342431462226,0,0,20,0.1479512629021784,nan,nan,0,0.0003805343689741555,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
627,177125.40000009537,4.616662445530491,0,0,20,0.10599986261541532,nan,nan,0,0.00038134274099350647,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
628,177125.59999895096,4.635818299211737,0,0,20,0.16395157905576835,nan,nan,0,0.00038214354858017645,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
629,177125.79999899864,4.62439412149761,0,0,20,0.1528960623345695,nan,nan,0,0.00038294380257846816,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
630,177126.0,4.667687087507551,25,20,20,0.08926032528623125,0.3097760232601512,16.133144792609777,0,0.00010113732541773156,20,1.0230522608480404,2.8198459400385145,2.8198459400385145,0,0,3.749018725781501,0,3.0657719953837677,0,3.0419494614173916,0,3.630032698499535,0,2.7918465878775716,0,2.80840068639246,0
631,177126.20000004768,4.661271256669272,0,0,20,0.042246236646319726,nan,nan,0,0.0003748094202409953,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
632,177126.40000009537,4.657732495533417,0,0,20,0.03471712344895734,nan,nan,0,0.0003756175290697258,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
633,177126.59999895096,4.655469963223783,0,0,20,0.063963731872858,nan,nan,0,0.0003764183143671869,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
634,177126.79999899864,4.65435678079219,0,0,20,0.06174959964652897,nan,nan,0,0.0003772185613145838,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
635,177127.0,4.733051265033328,26,21,22,0.06711591477845479,0.3664674672709738,11.349303255692934,0,9.222225071572605e-05,21,1.0313635170812747,2.7591258877244096,2.7591258877244096,0,0,3.9193929748725522,0,3.7382098777630453,0,3.027537382563208,0,3.0422821286783712,0,2.774001730754917,0,2.75463448542964,0
636,177127.20000004768,4.738696951438478,0,0,22,0.04735321193080093,nan,nan,0,0.0003693598268791012,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
637,177127.40000009537,4.746731508097852,0,0,22,0.06284168724661784,nan,nan,0,0.0003701672450194607,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
638,177127.59999895096,4.746340506459878,0,0,22,0.07923396170605292,nan,nan,0,0.00037096796511514084,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
639,177127.79999899864,4.74253613744877,0,0,22,0.06575469632143019,nan,nan,0,0.0003717681915554818,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
640,177128.0,4.775699071366171,26,21,22,0.0928442917023069,0.37028413385807074,9.079077914746595,0,9.224118626176036e-05,21,1.0485840335107135,2.7660205196967147,2.7461134392835387,0,0,3.391628371070141,0,3.8208753878848314,0,3.052531432063358,0,2.8108189782522492,0,2.270480516196236,0,2.763424213694218,0
641,177128.199999094,4.76107559660397,0,0,21,0.0904019720315395,nan,nan,0,0.00036417241510195754,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
642,177128.40000009537,4.744232393444121,0,0,21,0.09681608443247226,nan,nan,0,0.00036497962435108394,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
643,177128.59999895096,4.731039862497923,0,0,21,0.09739818578252152,nan,nan,0,0.0003657803286319616,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
644,177128.79999995232,4.704742051927863,0,0,21,0.09332425044797873,nan,nan,0,0.00036658055438152753,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
645,177129.0,4.820025437015834,26,22,22,0.039420109728347634,0.3818715781847632,7.128070866179356,0,8.778821806262774e-05,22,1.0045323769254018,2.764498810790459,2.764498810790459,0,0,3.51048160647411,0,3.854768600670857,0,3.8718086143817363,0,2.8223039657024573,0,2.803755374541082,0,2.773941663224437,0
646,177129.199999094,4.821929006963066,0,0,22,0.05850217221000866,nan,nan,0,0.0003592247429383748,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
647,177129.40000009537,4.825612155137889,0,0,22,0.0677461470047796,nan,nan,0,0.00036003150905451276,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
648,177129.59999895096,4.840561490316545,0,0,22,0.0645508431703784,nan,nan,0,0.00036083215517017153,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
649,177129.79999995232,4.860418690918158,0,0,22,0.08557382306993663,nan,nan,0,0.0003616323618327681,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
650,177130.0,4.855233660557254,27,22,22,0.1386885276466288,0.36481186919301517,6.1501347796838095,0,8.778701183214726e-05,22,1.042056424552382,2.8843983665734876,2.8843983665734876,0,0,3.6109668954135827,0,3.6938750776870886,0,3.7093501215313474,0,2.8276243492831363,0,2.8120650200372492,0,2.778213593165576,0
651,177130.199999094,4.877210543252759,0,0,22,0.07365268909033854,nan,nan,0,0.0003545055122856447,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
652,177130.40000009537,4.894957236463453,0,0,22,0.11537145356242706,nan,nan,0,0.00035531212005958813,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
653,177130.59999895096,4.926292324327858,0,0,22,0.1933328155904117,nan,nan,0,0.0003561127557672214,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
654,177130.79999995232,4.96764957342876,0,0,22,0.2251454459191859,nan,nan,0,0.00035691295959157203,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
655,177131.0,4.886004238726863,27,22,22,0.14943553276130708,0.3525893777528412,5.449635665974229,0,8.778580502725738e-05,22,1.015046377265611,2.6761455241807015,2.6761455241807015,0,0,3.4771628909651917,0,3.7162689538539406,0,3.673425228633693,0,2.8312770182794145,0,2.818351432921926,0,2.78123782199708,0
656,177131.199999094,4.899441117781485,0,0,22,0.06624058339895962,nan,nan,0,0.00035000161328106386,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
657,177131.40000009537,4.914998414673942,0,0,22,0.054498382523144664,nan,nan,0,0.00035080805552238354,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
658,177131.59999895096,4.913286910427618,0,0,22,0.056324405275419924,nan,nan,0,0.0003516086778006184,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
659,177131.79999995232,4.914462684078363,0,0,22,0.04759517770750237,nan,nan,0,0.0003524088775033216,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
660,177132.0,4.918006399052504,26,22,22,0.05860480611130745,0.3299221263570397,4.9453780418085,0,8.7784608049034e-05,22,1.080724466586558,2.6830412454695143,2.6830412454695143,0,0,3.5585040133583123,0,3.7287191689776966,0,3.406291600958617,0,3.009923020224634,0,2.825778670046072,0,2.8089265718884,0
661,177132.199999094,4.919403518822952,0,0,22,0.05643116503851829,nan,nan,0,0.0003457005138543399,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
662,177132.40000009537,4.933855631076905,0,0,22,0.08745353602879703,nan,nan,0,0.00034650680249620307,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
663,177132.59999895096,4.940109440973526,0,0,22,0.05097406140971504,nan,nan,0,0.0003473074124674078,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
664,177132.79999995232,4.947722522543439,0,0,22,0.05677139142271406,nan,nan,0,0.00034810760842544393,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
665,177133.0,4.942319089998425,26,22,22,0.040483039728523504,0.33153887534788207,4.360427998376915,0,8.778339420759713e-05,22,1.135564965262269,2.6840932770736834,2.6840932770736834,0,0,3.6241513866535087,0,3.337219290015439,0,3.4158362163417824,0,3.0116019353737804,0,2.8271003455096757,0,2.81118481693996,0
666,177133.199999094,4.940436754283403,0,0,22,0.027529566892401398,nan,nan,0,0.00034159061930292536,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
667,177133.40000009537,4.939986638494834,0,0,22,0.047266237620623416,nan,nan,0,0.0003423967633599681,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
668,177133.59999895096,4.944972192920893,0,0,22,0.04560312786343878,nan,nan,0,0.00034319736165082685,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
669,177133.79999995232,4.946327105063821,0,0,22,0.04848784074477729,nan,nan,0,0.0003439975540488981,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
670,177134.0,4.9729236050274785,26,22,22,0.0525934781188659,0.3423932402263603,4.141699332498794,0,8.77821710230487e-05,22,1.1731830318041891,2.688123938804198,2.688123938804198,0,0,3.69020544353274,0,3.353370601864478,0,3.429111119645437,0,3.015888043778469,0,2.823769839626884,0,2.81371617047218,0
671,177134.199999094,4.981569614551159,0,0,22,0.051305656363304454,nan,nan,0,0.00033766115522729283,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
672,177134.40000009537,4.979940298848281,0,0,22,0.05933876140715178,nan,nan,0,0.000338467163145463,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
673,177134.59999895096,4.994785913409276,0,0,22,0.0699713644751159,nan,nan,0,0.00033926775037694437,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
674,177134.79999995232,4.998892905703908,0,0,22,0.07499416910791226,nan,nan,0,0.0003400679394024919,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
675,177135.0,4.951846203015765,25,21,22,0.07662628372767515,0.38720885597682764,1.161024627109129,10,8.872574056929265e-05,21,1.050792839569286,4.334825550102715,4.334825550102715,0,0,3.968420203679615,0,3.8445306693144725,0,3.6625150748589825,0,4.4026553406726245,0,3.8777001603947094,0,3.8874110523700507,0
676,177135.199999094,4.9415939330393,0,0,22,0.07597290764509146,nan,nan,0,0.000335514039448463,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
677,177135.40000009537,4.927523092667132,0,0,22,0.0959007261021021,nan,nan,0,0.00033632027620067234,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
678,177135.59999895096,4.917577418878361,0,0,22,0.06402087102930296,nan,nan,0,0.0003371208552147198,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
679,177135.79999995232,4.9109239995120895,0,0,22,0.06025636950721881,nan,nan,0,0.0003379210368967448,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
680,177136.0,4.96420876024744,25,21,22,0.06433623875069523,0.415545294933254,0.9724787802695807,0,8.872402822856643e-05,21,1.0604482621394895,4.33751903718108,4.33751903718108,0,0,3.8810716749071195,0,3.6990125881183045,0,3.658031326057936,0,3.6850362380734216,0,3.8745404666266383,0,3.888062441823985,0
681,177136.199999094,4.968738816479614,0,0,21,0.08134065809425511,nan,nan,0,0.00033189631244390943,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
682,177136.39999890327,4.968456186253488,0,0,21,0.056530243475176024,nan,nan,0,0.00033270271711465654,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
683,177136.59999990463,4.967421591668864,0,0,21,0.052381323222636264,nan,nan,0,0.0003335033555818546,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
684,177136.79999995232,4.970426444783031,0,0,21,0.05855557339715433,nan,nan,0,0.00033430355471495945,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
685,177137.0,4.977467242561548,25,21,21,0.08481422436002505,0.38554281077244956,1.0204747784696893,0,8.872248942909597e-05,21,1.0279828188837494,4.3382023597013575,4.3382023597013575,0,0,3.6746238388386177,0,3.703289931370785,0,3.656190409770573,0,3.6831525788594557,0,3.872284715077145,0,3.8876800710916823,0
686,177137.199999094,4.995483950032708,0,0,21,0.1270715595115813,nan,nan,0,0.0003284102774674017,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
687,177137.39999890327,5.012891455399362,0,0,21,0.09937065900046194,nan,nan,0,0.00032921652828074517,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
688,177137.59999990463,5.018909486338319,0,0,21,0.0861391022549982,nan,nan,0,0.000330017150190322,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
689,177137.79999995232,5.023580591264358,0,0,21,0.07281978989687399,nan,nan,0,0.00033081734358928405,0,nan,nan,nan,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
