run,baseline_fix,baseline_false,trusted_fix,trusted_correct,trusted_false,max_gamma,fix_rms_m,all_rms_m,lt50cm_full_pct,ppc_official_pct
tokyo/run1,14,4,10,10,0,0.9970356459601885,0.21096332057273182,1.4920251186433622,1.6515761234071094,12.804730584637248
tokyo/run2,14,0,14,14,0,0.9959958496266205,0.18062849413410717,6.26245373734388,1.6500928860233854,2.3956352158650085
tokyo/run3,0,0,0,0,0,0.9948807365548555,,4.076882439375382,0.3333115482648193,0.0
