city,run,method,n_particles,n_ref_epochs,n_pf_epochs,coverage_pct,honest_ppc_pct,honest_pass_m,honest_total_m,ms_per_epoch,rbpf_velocity_kf,position_update,dd_carrier_afv,dd_epochs_attempted,dd_epochs_applied,dd_pairs_total,rbpf_kf_gate_active,rbpf_kf_gate_min_dd_pairs,rbpf_kf_gate_min_ess_ratio,rbpf_kf_gate_max_spread_m,rbpf_kf_attempted,rbpf_kf_applied,rbpf_kf_skip_min_dd_pairs,rbpf_kf_skip_min_ess_ratio,rbpf_kf_skip_max_spread,hybrid_pu,hybrid_sigma_m,hybrid_attempted,hybrid_applied,hybrid_lookup_missing,fgo_lambda,fgo_windows_attempted,fgo_windows_solved,fgo_windows_applied,fgo_n_fixed_total,fgo_epochs_replaced
tokyo,run1,RBPF-velKF+DD+gate+hybrid,20000,11951,11861,99.24692494351937,39.462949906407616,4071.7650332535795,10317.943901584624,1.5407324630290335,1,0,1,11861,9405,47704,1,4,0.02,-1.0,11861,7385,4476,0,0,1,1.0,11861,11305,556,0,0,0,0,0,0
tokyo,run1,RBPF-velKF+DD+gate+hybrid+phase4,20000,11951,11861,99.24692494351937,34.14607620606173,3523.1729875337846,10317.943901584624,1.983749579460631,1,0,1,11861,9405,47704,1,4,0.02,-1.0,11861,7385,4476,0,0,1,1.0,11861,11305,556,1,443,443,427,2625,21350
tokyo,run1,RBPF-velKF+DD+gate+phase4,20000,11951,11861,99.24692494351937,0.0,0.0,10317.943901584624,1.7616727263214023,1,0,1,11861,9405,47704,1,4,0.02,-1.0,11861,7385,4476,0,0,0,1.0,0,0,0,1,443,443,0,14,0
tokyo,run2,RBPF-velKF+DD+gate+hybrid,20000,9151,9106,99.50825046443012,71.52269810031815,5117.207799890938,7154.662695629173,1.8141369234407254,1,0,1,9106,7748,47247,1,4,0.02,-1.0,9106,6492,2614,0,0,1,1.0,9106,8842,264,0,0,0,0,0,0
tokyo,run2,RBPF-velKF+DD+gate+hybrid+phase4,20000,9151,9106,99.50825046443012,62.238483468109415,4452.953559018154,7154.662695629173,2.2841361150850825,1,0,1,9106,7748,47247,1,4,0.02,-1.0,9106,6492,2614,0,0,1,1.0,9106,8842,264,1,341,341,331,2406,16550
tokyo,run2,RBPF-velKF+DD+gate+phase4,20000,9151,9106,99.50825046443012,0.0,0.0,7154.662695629173,2.233750994608515,1,0,1,9106,7748,47247,1,4,0.02,-1.0,9106,6492,2614,0,0,0,1.0,0,0,0,1,341,341,242,3045,12100
tokyo,run3,RBPF-velKF+DD+gate+hybrid,20000,15301,15292,99.94118031501209,59.709390445420524,9746.850991817115,16323.81593432371,1.9493844217936023,1,0,1,15292,13449,90202,1,4,0.02,-1.0,15292,12245,3047,0,0,1,1.0,15292,14853,439,0,0,0,0,0,0
tokyo,run3,RBPF-velKF+DD+gate+hybrid+phase4,20000,15301,15292,99.94118031501209,57.87827423121988,9447.942951467445,16323.81593432371,2.4327520414635835,1,0,1,15292,13449,90202,1,4,0.02,-1.0,15292,12245,3047,0,0,1,1.0,15292,14853,439,1,594,594,573,4796,28650
tokyo,run3,RBPF-velKF+DD+gate+phase4,20000,15301,15292,99.94118031501209,0.0,0.0,16323.81593432371,2.346624042886925,1,0,1,15292,13449,90202,1,4,0.02,-1.0,15292,12245,3047,0,0,0,1.0,0,0,0,1,594,594,360,4900,18000
nagoya,run1,RBPF-velKF+DD+gate+hybrid,20000,7651,7541,98.562279440596,53.91901668122852,2405.3850916373776,4461.107118956035,1.7898512827021293,1,0,1,7541,6359,38054,1,4,0.02,-1.0,7541,5942,1599,0,0,1,1.0,7541,7266,275,0,0,0,0,0,0
nagoya,run1,RBPF-velKF+DD+gate+hybrid+phase4,20000,7651,7541,98.562279440596,50.949462758433995,2272.910110186353,4461.107118956035,2.0784278233639206,1,0,1,7541,6359,38054,1,4,0.02,-1.0,7541,5942,1599,0,0,1,1.0,7541,7266,275,1,268,268,259,1791,12950
nagoya,run1,RBPF-velKF+DD+gate+phase4,20000,7651,7541,98.562279440596,0.0,0.0,4461.107118956035,2.423761835307705,1,0,1,7541,6359,38054,1,4,0.02,-1.0,7541,5942,1599,0,0,0,1.0,0,0,0,1,268,268,212,2041,10600
nagoya,run2,RBPF-velKF+DD+gate+hybrid,20000,9451,9431,99.78838218177971,21.535238128963552,1021.0248295192391,4741.181979994103,1.6441078287632367,1,0,1,9431,7318,39234,1,4,0.02,-1.0,9431,5808,3623,0,0,1,1.0,9431,9171,260,0,0,0,0,0,0
nagoya,run2,RBPF-velKF+DD+gate+hybrid+phase4,20000,9451,9431,99.78838218177971,19.134418102881956,907.1975830705687,4741.181979994103,1.9077944683396697,1,0,1,9431,7318,39234,1,4,0.02,-1.0,9431,5808,3623,0,0,1,1.0,9431,9171,260,1,349,349,321,2038,16050
nagoya,run2,RBPF-velKF+DD+gate+phase4,20000,9451,9431,99.78838218177971,0.0,0.0,4741.181979994103,2.411707177399355,1,0,1,9431,7318,39234,1,4,0.02,-1.0,9431,5808,3623,0,0,0,1.0,0,0,0,1,349,349,255,1885,12750
