epoch,gps_tow,satellite_count,gt_x,gt_y,gt_z,error_2d_wls,est_x_wls,est_y_wls,est_z_wls,error_2d_ekf,est_x_ekf,est_y_ekf,est_z_ekf,error_2d_pf_10k,est_x_pf_10k,est_y_pf_10k,est_z_pf_10k,error_2d_pf3d_bvh_10k,est_x_pf3d_bvh_10k,est_y_pf3d_bvh_10k,est_z_pf3d_bvh_10k
17,187793.399999,10,-3961090.520000,3348927.487000,3699109.450000,59.327368,-3961119.254748,3348875.184116,3699113.165000,59.306944,-3961118.849148,3348874.936882,3699113.202221,73.392115,-3961130.799785,3348865.791300,3699110.712282,73.392115,-3961130.799785,3348865.791300,3699110.712282
18,187793.600000,10,-3961088.833000,3348928.871000,3699109.866000,58.697641,-3961116.160570,3348876.036912,3699111.542936,58.896744,-3961116.775360,3348876.320122,3699112.174601,74.685595,-3961129.247403,3348865.692290,3699111.583472,74.685595,-3961129.247403,3348865.692290,3699111.583472
19,187793.799999,10,-3961087.132000,3348930.263000,3699110.288000,58.491734,-3961114.559859,3348877.629928,3699111.132212,58.631002,-3961114.952745,3348877.797706,3699111.555122,75.432189,-3961127.098494,3348865.789499,3699111.786492,75.432189,-3961127.098494,3348865.789499,3699111.786492
20,187794.000000,10,-3961085.418000,3348931.664000,3699110.714000,58.004624,-3961111.870167,3348878.861281,3699111.014931,58.180261,-3961112.479559,3348879.134414,3699111.412709,75.899700,-3961125.664193,3348866.790548,3699111.984433,75.899700,-3961125.664193,3348866.790548,3699111.984433
21,187794.200000,9,-3961083.701000,3348933.067000,3699111.143000,52.398148,-3961093.977926,3348875.751613,3699107.836259,54.112307,-3961100.957465,3348878.668684,3699110.600626,76.745250,-3961123.618978,3348866.756619,3699111.110653,76.745250,-3961123.618978,3348866.756619,3699111.110653
22,187794.399999,9,-3961081.979000,3348934.477000,3699111.579000,52.374502,-3961092.064077,3348876.990072,3699107.949641,52.968252,-3961095.015193,3348878.434536,3699109.394356,77.842902,-3961121.668693,3348866.619098,3699111.567603,77.842902,-3961121.668693,3348866.619098,3699111.567603
23,187794.600000,7,-3961080.252000,3348935.889000,3699112.019000,65.859109,-3961116.834155,3348889.893486,3699147.411923,57.294808,-3961097.172914,3348882.695511,3699127.432997,79.385171,-3961121.579444,3348867.407140,3699112.814301,79.385171,-3961121.579444,3348867.407140,3699112.814301
24,187794.799999,4,-3961078.522000,3348937.306000,3699112.464000,59.043384,-3961083.215606,3348936.034385,3699041.930414,48.181646,-3961110.260745,3348901.048396,3699112.514926,80.606447,-3961122.613353,3348869.388476,3699113.338598,80.606447,-3961122.613353,3348869.388476,3699113.338598
25,187795.000000,5,-3961076.789000,3348938.720000,3699112.908000,108.543220,-3961093.807241,3348819.940908,3699113.898179,75.128261,-3961124.529715,3348881.976194,3699127.616234,83.074069,-3961122.063751,3348868.617237,3699114.053322,83.074069,-3961122.063751,3348868.617237,3699114.053322
26,187795.200000,8,-3961075.057000,3348940.141000,3699113.355000,66.846779,-3961115.647618,3348895.125858,3699149.524494,66.831410,-3961115.516048,3348892.498537,3699142.577508,84.442176,-3961121.348384,3348869.066410,3699114.232429,84.442176,-3961121.348384,3348869.066410,3699114.232429
27,187795.399999,8,-3961073.325000,3348941.562000,3699113.796000,66.928491,-3961113.604062,3348896.326318,3699150.015462,66.661152,-3961113.126967,3348895.628292,3699148.042761,85.572966,-3961121.027566,3348870.208813,3699115.479233,85.572966,-3961121.027566,3348870.208813,3699115.479233
28,187795.600000,8,-3961071.597000,3348942.984000,3699114.237000,66.834319,-3961111.892307,3348897.819772,3699150.341394,66.910610,-3961111.947476,3348897.736516,3699150.293778,86.570207,-3961120.912167,3348871.725165,3699117.313345,86.570207,-3961120.912167,3348871.725165,3699117.313345
29,187795.799999,8,-3961069.874000,3348944.408000,3699114.680000,66.920324,-3961109.827051,3348898.944038,3699150.685696,67.181038,-3961110.517249,3348899.262074,3699151.434479,87.913407,-3961119.957129,3348872.105603,3699118.469431,87.913407,-3961119.957129,3348872.105603,3699118.469431
30,187796.000000,9,-3961068.159000,3348945.828000,3699115.118000,52.148947,-3961078.097721,3348888.229164,3699110.345591,55.581779,-3961090.598589,3348894.222604,3699120.223478,88.134471,-3961119.080808,3348873.816121,3699118.079215,88.134471,-3961119.080808,3348873.816121,3699118.079215
31,187796.200000,9,-3961066.463000,3348947.243000,3699115.556000,51.985786,-3961075.822237,3348889.456061,3699110.660988,53.162506,-3961081.248212,3348892.195174,3699113.980491,88.467568,-3961116.970251,3348874.429971,3699117.757711,88.467568,-3961116.970251,3348874.429971,3699117.757711
32,187796.399999,9,-3961064.772000,3348948.662000,3699115.990000,51.984562,-3961073.925306,3348890.737764,3699111.039778,52.377870,-3961076.055332,3348891.857172,3699112.206196,89.248014,-3961116.118767,3348875.463432,3699117.543208,89.248014,-3961116.118767,3348875.463432,3699117.543208
33,187796.600000,9,-3961063.086000,3348950.059000,3699116.406000,51.906481,-3961071.813752,3348891.926417,3699111.281094,52.028248,-3961072.594668,3348892.355179,3699111.681348,90.422863,-3961114.004561,3348874.994771,3699117.385346,90.422863,-3961114.004561,3348874.994771,3699117.385346
34,187796.799999,9,-3961061.393000,3348951.464000,3699116.830000,51.551736,-3961069.945518,3348893.653747,3699111.719188,51.592683,-3961070.008108,3348893.644433,3699111.726901,90.936022,-3961112.412008,3348875.767395,3699116.964736,90.936022,-3961112.412008,3348875.767395,3699116.964736
35,187797.000000,8,-3961059.692000,3348952.836000,3699117.221000,41.387065,-3961067.287498,3348905.432353,3699105.366357,43.385827,-3961067.100551,3348903.003307,3699106.646715,91.792418,-3961111.945306,3348877.013279,3699117.268906,91.792418,-3961111.945306,3348877.013279,3699117.268906
36,187797.200000,9,-3961057.992000,3348954.213000,3699117.602000,50.562419,-3961066.909127,3348897.813781,3699112.519222,49.216169,-3961066.223351,3348898.718799,3699111.351255,92.899841,-3961111.114482,3348877.629179,3699117.018975,92.899841,-3961111.114482,3348877.629179,3699117.018975
37,187797.399999,9,-3961056.301000,3348955.597000,3699117.986000,48.951303,-3961065.762999,3348901.344988,3699112.400371,48.841692,-3961064.932363,3348900.852310,3699111.950484,93.577927,-3961110.266433,3348878.787017,3699116.741279,93.577927,-3961110.266433,3348878.787017,3699116.741279
38,187797.600000,9,-3961054.616000,3348956.983000,3699118.365000,50.228451,-3961064.827638,3348902.112146,3699114.634058,49.798448,-3961063.851791,3348901.832570,3699113.837901,94.650905,-3961109.440932,3348879.457555,3699116.350573,94.650905,-3961109.440932,3348879.457555,3699116.350573
39,187797.799999,9,-3961052.942000,3348958.366000,3699118.741000,68.323511,-3961096.964707,3348914.540641,3699158.193586,60.073243,-3961079.356178,3348907.037398,3699135.388589,94.895299,-3961107.831716,3348880.572110,3699116.551411,94.895299,-3961107.831716,3348880.572110,3699116.551411
40,187798.000000,10,-3961051.272000,3348959.749000,3699119.124000,54.496525,-3961076.356550,3348910.726498,3699122.060496,55.693632,-3961077.610248,3348910.694079,3699125.144459,95.784826,-3961107.320773,3348881.738679,3699116.414994,95.784826,-3961107.320773,3348881.738679,3699116.414994
41,187798.200000,10,-3961049.606000,3348961.125000,3699119.501000,53.491914,-3961077.180480,3348915.187961,3699123.235873,53.951256,-3961076.860652,3348914.463902,3699123.645015,96.949379,-3961106.050595,3348881.937818,3699116.985449,96.949379,-3961106.050595,3348881.937818,3699116.985449
42,187798.399999,10,-3961047.951000,3348962.496000,3699119.869000,53.871772,-3961076.812960,3348917.182047,3699124.830154,53.853330,-3961076.281686,3348916.780316,3699124.491414,98.510217,-3961104.978274,3348881.786141,3699117.872272,98.510217,-3961104.978274,3348881.786141,3699117.872272
43,187798.600000,10,-3961046.307000,3348963.873000,3699120.239000,54.116829,-3961076.521499,3348919.284098,3699125.687923,54.046348,-3961075.946795,3348918.912296,3699125.334537,99.058516,-3961103.673784,3348882.734005,3699118.291007,99.058516,-3961103.673784,3348882.734005,3699118.291007
44,187798.799999,10,-3961044.675000,3348965.245000,3699120.595000,54.997093,-3961076.628368,3348921.060552,3699127.815463,54.754655,-3961075.850781,3348920.703885,3699127.097641,99.554985,-3961102.949838,3348884.195924,3699118.358801,99.554985,-3961102.949838,3348884.195924,3699118.358801
45,187799.000000,10,-3961043.067000,3348966.616000,3699120.951000,55.307780,-3961076.648864,3348923.446397,3699129.837708,55.133632,-3961075.771661,3348922.920418,3699129.021556,100.830656,-3961103.090252,3348885.364790,3699119.244779,100.830656,-3961103.090252,3348885.364790,3699119.244779
46,187799.200000,9,-3961041.475000,3348968.008000,3699121.315000,65.815244,-3961092.000890,3348930.835174,3699162.180495,60.777061,-3961081.589072,3348926.110831,3699146.658493,101.682089,-3961102.321718,3348886.346790,3699120.202456,101.682089,-3961102.321718,3348886.346790,3699120.202456
47,187799.399999,9,-3961039.898000,3348969.368000,3699121.657000,66.735482,-3961090.041555,3348930.874267,3699162.401450,64.663058,-3961085.348640,3348928.639454,3699155.970008,102.302772,-3961101.414123,3348887.456438,3699120.680483,102.302772,-3961101.414123,3348887.456438,3699120.680483
48,187799.600000,9,-3961038.348000,3348970.737000,3699121.996000,66.621546,-3961088.638494,3348932.479678,3699162.817816,66.007067,-3961086.720026,3348931.375592,3699160.439910,103.288835,-3961099.505766,3348887.287500,3699121.765945,103.288835,-3961099.505766,3348887.287500,3699121.765945
49,187799.799999,8,-3961036.814000,3348972.096000,3699122.336000,55.304931,-3961098.120499,3348953.559237,3699163.449437,58.711531,-3961091.668328,3348944.943561,3699160.936119,103.382174,-3961097.351550,3348888.042820,3699122.438744,103.382174,-3961097.351550,3348888.042820,3699122.438744
50,187800.000000,8,-3961035.309000,3348973.419000,3699122.660000,55.524920,-3961097.203684,3348955.136680,3699164.420329,56.475189,-3961094.260760,3348951.788719,3699162.816045,104.065807,-3961095.657922,3348888.385760,3699123.589652,104.065807,-3961095.657922,3348888.385760,3699123.589652
51,187800.200000,7,-3961033.838000,3348974.732000,3699123.004000,56.470680,-3961099.076047,3348959.156900,3699171.832065,56.131699,-3961095.921184,3348956.577221,3699167.715626,104.505278,-3961093.251913,3348888.389536,3699123.717893,104.505278,-3961093.251913,3348888.389536,3699123.717893
52,187800.400000,8,-3961032.391000,3348976.031000,3699123.365000,55.769371,-3961095.172336,3348958.395880,3699166.761321,55.944589,-3961095.745741,3348958.803374,3699167.837956,105.258135,-3961092.441666,3348889.270457,3699124.689356,105.258135,-3961092.441666,3348889.270457,3699124.689356
53,187800.600000,7,-3961030.965000,3348977.293000,3699123.730000,56.450938,-3961096.689715,3348961.987536,3699172.421979,56.134725,-3961095.911386,3348961.536298,3699171.061993,105.231662,-3961090.720768,3348890.309236,3699124.666625,105.231662,-3961090.720768,3348890.309236,3699124.666625
54,187800.800000,8,-3961029.561000,3348978.519000,3699124.099000,55.461862,-3961092.757334,3348961.446589,3699167.226365,55.760470,-3961094.594241,3348962.828454,3699169.735020,104.928116,-3961087.706056,3348890.666761,3699125.010797,104.928116,-3961087.706056,3348890.666761,3699125.010797
55,187801.000000,7,-3961028.184000,3348979.712000,3699124.478000,55.956222,-3961093.939393,3348964.819129,3699172.445373,55.751542,-3961094.010588,3348965.020418,3699172.118078,105.313359,-3961086.013748,3348891.168767,3699125.863806,105.313359,-3961086.013748,3348891.168767,3699125.863806
56,187801.199999,8,-3961026.830000,3348980.873000,3699124.881000,55.212758,-3961090.340738,3348964.276233,3699167.915861,55.449760,-3961092.368413,3348965.877475,3699170.557449,105.573760,-3961084.728412,3348892.085574,3699126.635329,105.573760,-3961084.728412,3348892.085574,3699126.635329
57,187801.399999,8,-3961025.496000,3348981.995000,3699125.300000,55.418352,-3961089.128509,3348965.269836,3699168.519521,55.428549,-3961090.731217,3348966.671640,3699170.280616,105.850956,-3961083.139180,3348892.686007,3699127.295198,105.850956,-3961083.139180,3348892.686007,3699127.295198
58,187801.600000,8,-3961024.181000,3348983.068000,3699125.732000,55.333362,-3961087.714186,3348966.338637,3699168.760010,55.331199,-3961089.128116,3348967.576477,3699170.262273,106.462121,-3961080.967772,3348892.452591,3699128.763980,106.462121,-3961080.967772,3348892.452591,3699128.763980
59,187801.800000,8,-3961022.887000,3348984.112000,3699126.186000,55.230857,-3961086.467709,3348967.494097,3699169.029178,55.222899,-3961087.685409,3348968.569820,3699170.335353,106.810597,-3961079.809399,3348893.143310,3699129.048498,106.810597,-3961079.809399,3348893.143310,3699129.048498
60,187802.000000,8,-3961021.604000,3348985.110000,3699126.655000,55.211250,-3961085.218530,3348968.495435,3699169.312102,55.172765,-3961086.326363,3348969.507397,3699170.482825,107.345203,-3961078.450197,3348893.479720,3699130.092415,107.345203,-3961078.450197,3348893.479720,3699130.092415
61,187802.200000,8,-3961020.331000,3348986.073000,3699127.134000,55.327588,-3961083.905938,3348969.294990,3699169.799838,55.230256,-3961084.953573,3348970.306983,3699170.824512,107.582361,-3961076.878808,3348893.949902,3699130.771312,107.582361,-3961076.878808,3348893.949902,3699130.771312
62,187802.399999,9,-3961019.072000,3348986.991000,3699127.620000,65.259190,-3961071.731678,3348951.843835,3699169.261712,63.756775,-3961077.047454,3348957.600950,3699172.750377,107.884159,-3961076.167653,3348894.877120,3699131.101386,107.884159,-3961076.167653,3348894.877120,3699131.101386
63,187802.600000,9,-3961017.827000,3348987.880000,3699128.130000,65.441127,-3961070.394356,3348952.455891,3699169.729930,65.404235,-3961073.056597,3348954.761886,3699172.266343,107.892981,-3961075.226966,3348896.006679,3699131.847102,107.892981,-3961075.226966,3348896.006679,3699131.847102
64,187802.799999,9,-3961016.601000,3348988.737000,3699128.656000,65.480589,-3961069.237848,3348953.305771,3699170.265462,65.656865,-3961070.663155,3348954.402576,3699171.891417,107.918117,-3961073.689821,3348896.597962,3699132.332148,107.918117,-3961073.689821,3348896.597962,3699132.332148
65,187803.000000,10,-3961015.380000,3348989.560000,3699129.192000,57.528142,-3961049.004334,3348943.516370,3699136.964980,59.342095,-3961057.856831,3348949.115829,3699147.300178,108.122394,-3961072.985815,3348897.509449,3699132.523526,108.122394,-3961072.985815,3348897.509449,3699132.523526
66,187803.200000,10,-3961014.164000,3348990.365000,3699129.747000,59.102247,-3961047.949410,3348942.795408,3699139.299579,59.334927,-3961051.431610,3348945.443908,3699142.508874,108.150955,-3961071.851966,3348898.294527,3699132.660476,108.150955,-3961071.851966,3348898.294527,3699132.660476
67,187803.399999,9,-3961012.945000,3348991.151000,3699130.316000,68.083661,-3961063.227555,3348951.302462,3699171.505766,64.364002,-3961055.099044,3348947.146242,3699158.957653,108.252042,-3961069.765499,3348898.306889,3699133.200664,108.252042,-3961069.765499,3348898.306889,3699133.200664
68,187803.600000,9,-3961011.710000,3348991.933000,3699130.909000,67.826752,-3961062.084650,3348952.435813,3699172.106274,66.379357,-3961057.862215,3348950.016045,3699166.584052,108.293138,-3961069.893048,3348899.959964,3699132.887149,108.293138,-3961069.893048,3348899.959964,3699132.887149
69,187803.799999,9,-3961010.457000,3348992.705000,3699131.521000,65.933643,-3961062.479470,3348956.236840,3699172.600721,65.694924,-3961059.784767,3348954.190372,3699169.924254,108.557892,-3961068.437148,3348900.271937,3699133.749917,108.557892,-3961068.437148,3348900.271937,3699133.749917
70,187804.000000,9,-3961009.188000,3348993.470000,3699132.153000,66.930879,-3961059.925309,3348955.007415,3699172.784432,66.591696,-3961059.374318,3348954.855350,3699172.024390,108.085501,-3961067.747870,3348902.029351,3699133.989089,108.085501,-3961067.747870,3348902.029351,3699133.989089
71,187804.200000,9,-3961007.894000,3348994.246000,3699132.814000,67.737823,-3961057.793589,3348954.312881,3699173.182132,67.538881,-3961058.039902,3348954.709607,3699173.286846,107.973748,-3961067.075219,3348903.288412,3699133.082461,107.973748,-3961067.075219,3348903.288412,3699133.082461
72,187804.400000,9,-3961006.588000,3348995.020000,3699133.484000,68.298999,-3961055.862118,3348954.024529,3699173.613862,68.232590,-3961056.366836,3348954.523795,3699174.072950,108.308220,-3961066.304961,3348903.995935,3699132.954821,108.308220,-3961066.304961,3348903.995935,3699132.954821
73,187804.599999,9,-3961005.266000,3348995.795000,3699134.166000,68.962301,-3961053.909444,3348953.724098,3699174.349783,68.919685,-3961054.481302,3348954.245497,3699174.854487,108.366455,-3961064.861816,3348904.560440,3699133.017646,108.366455,-3961064.861816,3348904.560440,3699133.017646
74,187804.799999,9,-3961003.931000,3348996.576000,3699134.870000,68.438445,-3961052.599825,3348955.118740,3699175.012527,68.585045,-3961052.888868,3348955.230051,3699175.390438,108.316818,-3961064.075004,3348905.841428,3699133.819928,108.316818,-3961064.075004,3348905.841428,3699133.819928
75,187805.000000,8,-3961002.580000,3348997.356000,3699135.590000,54.976516,-3961066.097921,3348980.695153,3699177.003999,58.563531,-3961058.708377,3348971.137842,3699174.229215,108.152923,-3961063.028462,3348907.055098,3699134.280691,108.152923,-3961063.028462,3348907.055098,3699134.280691
76,187805.200000,9,-3961001.219000,3348998.138000,3699136.331000,65.627070,-3961053.083910,3348961.860411,3699177.153878,64.264049,-3961054.954018,3348964.566679,3699177.483884,108.360230,-3961062.382840,3348908.131892,3699134.874749,108.360230,-3961062.382840,3348908.131892,3699134.874749
77,187805.400000,9,-3960999.845000,3348998.921000,3699137.092000,66.261060,-3961051.695571,3348962.076559,3699178.452820,65.892008,-3961052.613892,3348963.141025,3699178.896361,108.824560,-3961061.854380,3348908.992660,3699135.583990,108.824560,-3961061.854380,3348908.992660,3699135.583990
78,187805.599999,9,-3960998.457000,3348999.704000,3699137.869000,65.949781,-3961051.072122,3348963.739736,3699179.568504,65.952934,-3961051.279788,3348963.914054,3699179.770795,108.901863,-3961060.595999,3348909.756337,3699135.833239,108.901863,-3961060.595999,3348909.756337,3699135.833239
79,187805.799999,8,-3960997.053000,3349000.489000,3699138.665000,59.432234,-3961047.829464,3348968.547958,3699171.669265,62.494948,-3961049.513139,3348967.313298,3699176.681069,109.155531,-3961058.958529,3348910.008859,3699136.195329,109.155531,-3961058.958529,3348910.008859,3699136.195329
80,187806.000000,8,-3960995.636000,3349001.270000,3699139.479000,59.484054,-3961046.592898,3348969.388155,3699172.533762,60.809705,-3961047.683289,3348969.144172,3699175.073262,109.014040,-3961058.143371,3348911.464174,3699137.176156,109.014040,-3961058.143371,3348911.464174,3699137.176156
81,187806.200000,8,-3960994.209000,3349002.052000,3699140.306000,67.231244,-3961045.219860,3348964.299848,3699183.465419,65.852645,-3961045.705125,3348965.584452,3699181.884548,108.968438,-3961057.994824,3348913.327195,3699137.393372,108.968438,-3961057.994824,3348913.327195,3699137.393372
82,187806.400000,8,-3960992.770000,3349002.846000,3699141.154000,58.596763,-3961057.183684,3348983.465947,3699187.104584,60.666187,-3961051.167828,3348976.568254,3699183.785439,109.190764,-3961056.966693,3348914.152955,3699137.325516,109.190764,-3961056.966693,3348914.152955,3699137.325516
83,187806.599999,8,-3960991.317000,3349003.641000,3699142.007000,58.931872,-3961055.448209,3348983.782515,3699188.290950,59.299164,-3961052.934248,3348981.331924,3699186.338460,109.593075,-3961055.099045,3348914.073886,3699137.744181,109.593075,-3961055.099045,3348914.073886,3699137.744181
84,187806.799999,8,-3960989.850000,3349004.439000,3699142.869000,59.280785,-3961054.112312,3348984.339690,3699189.511416,59.185435,-3961053.134191,3348983.604353,3699188.511693,109.456465,-3961054.051200,3348915.393830,3699138.324143,109.456465,-3961054.051200,3348915.393830,3699138.324143
85,187807.000000,8,-3960988.371000,3349005.246000,3699143.743000,60.110782,-3961052.368180,3348984.099984,3699190.729768,59.765615,-3961052.372338,3348984.417702,3699190.389957,109.526920,-3961052.864344,3348916.347410,3699138.425620,109.526920,-3961052.864344,3348916.347410,3699138.425620
86,187807.200000,8,-3960986.878000,3349006.065000,3699144.624000,60.503429,-3961050.683883,3348984.513241,3699192.204259,60.185647,-3961051.042340,3348985.074836,3699192.130632,110.121305,-3961052.114489,3348917.016063,3699138.656964,110.121305,-3961052.114489,3348917.016063,3699138.656964
87,187807.400000,7,-3960985.370000,3349006.892000,3699145.509000,40.785919,-3961045.358274,3349010.172826,3699156.850028,49.301406,-3961048.840545,3348996.171307,3699179.824984,110.330358,-3961051.061540,3348917.956848,3699139.337969,110.330358,-3961051.061540,3348917.956848,3699139.337969
88,187807.599999,7,-3960983.843000,3349007.726000,3699146.396000,40.557270,-3961044.181784,3349011.941555,3699157.827344,43.473440,-3961046.476593,3349004.489623,3699170.653013,110.474560,-3961049.642070,3348918.694657,3699140.030867,110.474560,-3961049.642070,3348918.694657,3699140.030867
89,187807.799999,7,-3960982.302000,3349008.566000,3699147.291000,40.631327,-3961042.563498,3349012.820351,3699158.325640,41.409737,-3961044.227411,3349009.668823,3699165.108132,110.262046,-3961048.364081,3348920.043620,3699140.609316,110.262046,-3961048.364081,3348920.043620,3699140.609316
90,187808.000000,7,-3960980.747000,3349009.411000,3699148.189000,40.085562,-3961040.834418,3349014.137005,3699159.683384,40.345761,-3961041.894532,3349013.109271,3699162.677358,110.179834,-3961047.200154,3348921.327767,3699141.869440,110.179834,-3961047.200154,3348921.327767,3699141.869440
91,187808.199999,7,-3960979.181000,3349010.267000,3699149.092000,40.589852,-3961039.281080,3349015.228936,3699159.068176,40.547363,-3961040.141174,3349015.248492,3699160.827813,109.940396,-3961046.139035,3348922.933168,3699142.875360,109.940396,-3961046.139035,3348922.933168,3699142.875360
92,187808.400000,7,-3960977.603000,3349011.131000,3699150.005000,40.729915,-3961037.722245,3349016.130111,3699159.636606,40.716366,-3961038.368923,3349016.791529,3699160.149946,109.913559,-3961045.222072,3348924.399533,3699144.030122,109.913559,-3961045.222072,3348924.399533,3699144.030122
93,187808.599999,8,-3960976.016000,3349011.995000,3699150.924000,45.773275,-3961030.720438,3349024.607867,3699140.124411,44.564731,-3961032.868303,3349023.409011,3699144.695091,109.312332,-3961045.368547,3348927.567997,3699145.221728,109.312332,-3961045.368547,3348927.567997,3699145.221728
94,187808.800000,7,-3960974.422000,3349012.864000,3699151.854000,40.117902,-3961035.008741,3349020.860646,3699160.714325,42.139536,-3961032.227216,3349024.319266,3699150.728897,109.256788,-3961045.693535,3348930.199142,3699146.449094,109.256788,-3961045.693535,3348930.199142,3699146.449094
95,187809.000000,6,-3960972.819000,3349013.741000,3699152.793000,59.549026,-3961037.575982,3349062.085238,3699137.647147,42.955588,-3961032.776220,3349035.882838,3699150.367072,110.256440,-3961045.027169,3348930.553031,3699147.755016,110.256440,-3961045.027169,3348930.553031,3699147.755016
96,187809.199999,6,-3960971.208000,3349014.616000,3699153.741000,59.587101,-3961036.179727,3349063.156073,3699138.755543,46.963147,-3961033.256510,3349045.915375,3699147.985628,110.571412,-3961044.055673,3348931.568154,3699148.864677,110.571412,-3961044.055673,3348931.568154,3699148.864677
