method,n_runs,mean_rms_2d,mean_rms_3d,mean_p50,mean_p95,mean_outlier_rate_pct,mean_catastrophic_rate_pct,mean_longest_outlier_segment_s,mean_time_ms_per_epoch,wins_vs_wls_rms
PF+RobustClear-10K,1,84.062783,98.219446,64.698927,140.388701,12.112523,0.000000,64.300001,1.192849,nan
