model,windows,actual_fix_rate_pct,pred_fix_rate_pct,aggregate_error_pp,window_mae_pp,window_weighted_mae_pp,window_rmse_pp,epoch_weighted_rmse_pp,run_mae_pp,run_max_abs_pp,r2_window,corr_window,under_20pp_count,over_20pp_count,residual_model,alpha,residual_clip_pp,selection_max_run_mae_pp,selection_max_abs_aggregate_error_pp
base,197,17.899032007348264,16.240535208462898,-1.6584967988853672,17.800650818973324,18.046394941974526,26.527112626306064,26.860834643903324,4.435719198894998,9.43566591422122,0.1510883524806308,0.40135730810657727,30,23,base,0.0,0.0,4.5,2.0
ridge_alpha0.75_clip50pp,197,17.899032007348264,19.24154879566793,1.3425167883196671,18.271686364254748,18.53892054539534,25.560476509890748,25.86639991222779,5.8627414184559115,10.462629547539207,0.21182905409358654,0.4681385198155932,28,37,ridge,0.75,50.0,,
extra_trees_alpha0.75_clip50pp,197,17.899032007348264,16.912646650825764,-0.9863853565225011,18.591530249155934,18.865885282542088,27.067700638595237,27.3922098966155,5.709151801655721,10.990008899307934,0.11613637895386042,0.36534864059887906,33,29,extra_trees,0.75,50.0,,
