method,n_runs,mean_rms_2d,mean_rms_3d,mean_p50,mean_p95,mean_outlier_rate_pct,mean_catastrophic_rate_pct,mean_longest_outlier_segment_s,mean_time_ms_per_epoch,wins_vs_wls_rms
PF-10K,1,73.264691,87.962076,60.471257,98.813957,4.489049,0.000000,47.699999,4.775465,nan
