epoch,gps_tow,satellite_count,gt_x,gt_y,gt_z,error_2d_wls,est_x_wls,est_y_wls,est_z_wls,error_2d_ekf,est_x_ekf,est_y_ekf,est_z_ekf,error_2d_pf_10k,est_x_pf_10k,est_y_pf_10k,est_z_pf_10k,error_2d_pf3d_bvh_10k,est_x_pf3d_bvh_10k,est_y_pf3d_bvh_10k,est_z_pf3d_bvh_10k
38,553854.600000,8,-3811575.229000,3566690.483000,3652665.373000,67.538812,-3811621.583877,3566641.936924,3652675.040926,67.529806,-3811621.855948,3566642.196981,3652675.250468,33.645083,-3811602.887794,3566671.435981,3652679.566896,35.278530,-3811607.486932,3566672.366472,3652672.233178
39,553854.799999,8,-3811576.851000,3566688.754000,3652665.410000,67.257166,-3811623.145146,3566640.513175,3652674.984136,67.287872,-3811623.238298,3566640.565353,3652675.116498,33.728867,-3811604.518055,3566670.231487,3652682.071358,34.770667,-3811608.857920,3566671.116623,3652671.829892
40,553855.000000,8,-3811578.475000,3566687.018000,3652665.438000,67.013506,-3811625.094732,3566639.455022,3652675.804441,67.040911,-3811624.888248,3566639.216624,3652675.525217,33.586559,-3811605.244921,3566668.294034,3652682.815766,34.239352,-3811610.233392,3566669.936604,3652670.919744
41,553855.200000,8,-3811580.102000,3566685.282000,3652665.460000,66.933951,-3811627.398416,3566638.358489,3652675.633474,66.955308,-3811627.045201,3566638.021130,3652675.481953,33.222855,-3811606.235962,3566666.614778,3652682.883031,33.743695,-3811611.727794,3566668.782889,3652670.810309
42,553855.399999,8,-3811581.739000,3566683.552000,3652665.496000,67.061812,-3811629.193751,3566636.570433,3652675.457983,67.038400,-3811629.025291,3566636.457235,3652675.425129,33.918027,-3811607.668630,3566664.688284,3652685.167403,33.350585,-3811612.843482,3566667.135361,3652670.266319
43,553855.600000,8,-3811583.382000,3566681.821000,3652665.543000,67.197213,-3811630.657230,3566634.511552,3652675.488241,67.149635,-3811630.677553,3566634.592150,3652675.503345,34.381168,-3811609.266477,3566662.734460,3652686.176648,32.568786,-3811614.394700,3566666.539479,3652669.507997
44,553855.799999,8,-3811585.021000,3566680.079000,3652665.578000,67.222173,-3811632.121183,3566632.684182,3652676.321244,67.173306,-3811632.121994,3566632.722157,3652676.101228,34.967379,-3811610.754382,3566661.114540,3652688.432986,31.979774,-3811615.785982,3566665.416871,3652669.430956
45,553856.000000,8,-3811586.663000,3566678.331000,3652665.615000,67.298914,-3811633.878854,3566630.933984,3652676.380175,67.258884,-3811633.829744,3566630.937289,3652676.309907,34.945531,-3811611.564103,3566659.241246,3652689.076603,31.085883,-3811617.033198,3566664.550888,3652669.573194
46,553856.200000,8,-3811588.305000,3566676.582000,3652665.649000,67.457668,-3811636.044438,3566629.372938,3652676.093271,67.427008,-3811635.895138,3566629.293941,3652676.134319,35.201676,-3811612.925153,3566657.710863,3652690.512473,31.026838,-3811618.915474,3566663.183513,3652669.435406
47,553856.399999,8,-3811589.949000,3566674.829000,3652665.685000,67.280650,-3811637.541480,3566627.682869,3652675.707946,67.299487,-3811637.565964,3566627.695872,3652675.867909,34.815679,-3811613.030285,3566655.775086,3652690.641999,29.930221,-3811620.056320,3566662.459202,3652669.820473
48,553856.600000,8,-3811591.596000,3566673.075000,3652665.719000,67.113960,-3811639.036253,3566626.096836,3652676.432770,67.116896,-3811639.022155,3566626.063010,3652676.272661,34.120091,-3811614.542395,3566655.058304,3652691.164954,29.012051,-3811621.091327,3566661.441653,3652669.681756
49,553856.799999,8,-3811593.249000,3566671.318000,3652665.760000,67.078420,-3811639.815097,3566623.702482,3652676.733671,67.034086,-3811640.077930,3566623.971875,3652676.718664,33.335224,-3811615.332318,3566653.626712,3652690.719318,27.923113,-3811621.712885,3566660.217618,3652669.518611
50,553857.000000,8,-3811594.905000,3566669.560000,3652665.806000,66.792620,-3811641.753390,3566622.568305,3652676.969251,66.816810,-3811641.682012,3566622.468890,3652676.890223,32.661258,-3811616.661450,3566652.874370,3652691.358376,26.573924,-3811622.469895,3566659.344172,3652670.355981
51,553857.200000,8,-3811596.562000,3566667.798000,3652665.852000,67.061190,-3811643.458979,3566620.413523,3652676.327228,67.014448,-3811643.502864,3566620.537085,3652676.551769,31.926984,-3811617.376872,3566651.558301,3652691.269715,25.362550,-3811623.137312,3566658.325491,3652670.299010
52,553857.399999,8,-3811598.225000,3566666.027000,3652665.900000,67.200837,-3811644.933036,3566618.290904,3652676.248228,67.150613,-3811645.070114,3566618.489585,3652676.423636,31.273268,-3811617.907880,3566650.272231,3652691.501390,24.819272,-3811624.198227,3566656.853589,3652669.589422
53,553857.600000,7,-3811599.897000,3566664.240000,3652665.950000,56.288661,-3811659.367902,3566646.161693,3652707.948750,61.318248,-3811648.644065,3566627.390861,3652687.463424,31.406298,-3811619.014182,3566649.062416,3652693.046358,23.157446,-3811624.736214,3566656.084158,3652670.812885
54,553857.799999,8,-3811601.572000,3566662.428000,3652665.981000,67.279991,-3811647.575056,3566613.990228,3652676.141637,66.463307,-3811650.313177,3566617.831698,3652680.462247,30.787304,-3811619.874979,3566647.698879,3652692.977653,21.814026,-3811625.325569,3566655.163018,3652670.444552
55,553858.000000,8,-3811603.254000,3566660.608000,3652666.000000,67.502046,-3811648.668364,3566611.309297,3652675.415194,67.358759,-3811650.535598,3566613.304619,3652677.705743,30.432449,-3811620.891483,3566646.302409,3652693.256240,20.183671,-3811625.891721,3566654.479148,3652670.889226
56,553858.200000,8,-3811604.943000,3566658.803000,3652666.040000,67.421040,-3811650.437372,3566609.627858,3652675.072525,67.426555,-3811651.364422,3566610.523320,3652676.256329,29.772529,-3811621.886885,3566645.564894,3652693.899658,18.764609,-3811626.627518,3566653.828924,3652670.601414
57,553858.399999,8,-3811606.638000,3566656.991000,3652666.086000,67.160805,-3811651.562610,3566607.620684,3652674.567639,67.212185,-3811652.232408,3566608.196761,3652675.348799,29.934206,-3811622.567260,3566643.981742,3652694.833865,17.280798,-3811627.031632,3566652.928206,3652670.210966
58,553858.600000,8,-3811608.334000,3566655.160000,3652666.116000,67.281604,-3811653.781985,3566606.085667,3652674.788426,67.259359,-3811653.867008,3566606.208129,3652674.990965,29.675522,-3811624.257083,3566642.452362,3652694.828959,16.010788,-3811627.591652,3566651.891147,3652669.757371
59,553858.799999,8,-3811610.038000,3566653.325000,3652666.148000,67.109530,-3811655.903790,3566604.861081,3652675.184095,67.116052,-3811655.701019,3566604.668237,3652675.035710,29.680460,-3811625.102038,3566641.306790,3652695.934052,14.802165,-3811627.997713,3566650.623559,3652669.158762
60,553859.000000,8,-3811611.750000,3566651.482000,3652666.180000,66.784197,-3811658.072901,3566603.852979,3652675.507382,66.822120,-3811657.699008,3566603.459580,3652675.200184,30.103755,-3811626.601323,3566639.784641,3652697.057290,14.874478,-3811629.763556,3566648.953463,3652668.635136
61,553859.200000,7,-3811613.469000,3566649.635000,3652666.202000,59.303755,-3811661.929369,3566614.392416,3652665.152598,61.615757,-3811660.584057,3566609.373721,3652668.860871,28.997874,-3811627.618979,3566639.018335,3652696.727194,13.742999,-3811630.892910,3566648.358048,3652668.548294
62,553859.399999,8,-3811615.203000,3566647.787000,3652666.247000,66.744913,-3811662.304309,3566600.732938,3652674.217424,65.717013,-3811662.561099,3566602.225544,3652672.913303,29.251019,-3811628.610467,3566637.428613,3652697.512920,13.828067,-3811632.585038,3566646.855409,3652667.654564
63,553859.600000,8,-3811616.939000,3566645.926000,3652666.290000,66.224934,-3811663.375903,3566599.005962,3652674.434403,66.029608,-3811663.625241,3566599.442865,3652674.053264,28.685770,-3811629.321607,3566635.710140,3652696.931426,13.139671,-3811633.651334,3566645.784016,3652667.092962
64,553859.799999,8,-3811618.674000,3566644.053000,3652666.309000,65.626979,-3811665.580713,3566598.340620,3652674.688871,65.664000,-3811665.363905,3566598.081379,3652674.389226,28.743417,-3811629.959997,3566634.214565,3652697.449000,12.966746,-3811635.203221,3566644.498713,3652666.565628
65,553860.000000,8,-3811620.418000,3566642.186000,3652666.338000,65.418441,-3811667.332360,3566596.662697,3652673.478803,65.458656,-3811667.286197,3566596.586665,3652673.732558,28.559112,-3811631.704660,3566632.606886,3652697.479268,13.167697,-3811637.213016,3566643.562480,3652665.871818
66,553860.200000,8,-3811622.175000,3566640.311000,3652666.385000,64.138082,-3811669.608342,3566596.866103,3652670.985021,64.455579,-3811669.427087,3566596.289911,3652671.786653,28.047151,-3811633.336801,3566631.322409,3652697.393056,12.554585,-3811638.009194,3566641.911660,3652665.476629
67,553860.400000,8,-3811623.935000,3566638.413000,3652666.410000,64.421218,-3811670.995163,3566594.257908,3652671.602099,64.374078,-3811671.070188,3566594.390756,3652671.642877,27.333558,-3811634.589133,3566629.813472,3652696.782403,12.296082,-3811639.308545,3566640.422626,3652665.085085
68,553860.600000,8,-3811625.699000,3566636.511000,3652666.428000,65.031146,-3811671.691928,3566590.559456,3652671.190517,64.823026,-3811672.236864,3566591.338688,3652671.474390,26.379638,-3811635.944922,3566628.775977,3652696.292031,12.158359,-3811640.536719,3566639.124490,3652664.370507
69,553860.800000,8,-3811627.472000,3566634.618000,3652666.472000,65.290451,-3811673.312977,3566588.154346,3652670.571043,65.160598,-3811673.690910,3566588.682652,3652670.937454,25.774905,-3811636.889959,3566627.590496,3652696.109485,11.224247,-3811640.905808,3566637.693523,3652664.064912
70,553861.000000,7,-3811629.241000,3566632.715000,3652666.503000,61.164643,-3811676.050140,3566593.183420,3652663.946731,62.343973,-3811675.737670,3566590.953071,3652666.428175,24.944482,-3811637.866725,3566626.080691,3652695.287335,11.406688,-3811642.542086,3566636.717033,3652663.532248
71,553861.199999,7,-3811631.007000,3566630.817000,3652666.524000,61.119550,-3811678.003987,3566591.640887,3652663.270236,61.467547,-3811677.842680,3566590.842690,3652664.226463,24.166509,-3811638.830362,3566624.824983,3652694.728074,11.808308,-3811643.953797,3566636.732939,3652662.690102
72,553861.399999,7,-3811632.771000,3566628.936000,3652666.555000,60.967289,-3811679.532464,3566589.654931,3652663.893330,61.010889,-3811679.483234,3566589.544142,3652663.854538,23.007160,-3811639.704309,3566623.554661,3652693.600849,12.204225,-3811645.257650,3566636.848118,3652662.242820
73,553861.600000,7,-3811634.526000,3566627.074000,3652666.578000,60.897542,-3811680.838258,3566587.422844,3652663.905530,60.825461,-3811680.945412,3566587.657269,3652663.767955,22.495017,-3811640.673008,3566621.699768,3652692.812204,12.853697,-3811646.900871,3566635.759129,3652661.614804
74,553861.800000,7,-3811636.274000,3566625.226000,3652666.604000,60.954730,-3811682.137004,3566585.016318,3652663.983944,60.818772,-3811682.328023,3566585.432846,3652663.809080,21.731740,-3811642.105379,3566620.666533,3652692.440959,13.720812,-3811648.337923,3566634.575644,3652660.615637
75,553862.000000,8,-3811638.011000,3566623.383000,3652666.625000,66.218016,-3811683.511868,3566575.381485,3652670.895895,64.928507,-3811683.890866,3566577.398137,3652668.934332,21.079984,-3811643.307030,3566619.242878,3652691.828504,13.721236,-3811649.254934,3566633.680248,3652660.582045
76,553862.200000,8,-3811639.735000,3566621.549000,3652666.612000,66.097967,-3811685.058019,3566573.569330,3652671.210610,65.766407,-3811685.187020,3566574.090355,3652670.519514,20.832869,-3811643.736875,3566617.986029,3652691.588531,13.797203,-3811650.086200,3566632.219597,3652660.218361
77,553862.399999,8,-3811641.461000,3566619.743000,3652666.632000,65.969842,-3811686.540532,3566571.685171,3652670.616248,65.916576,-3811686.656032,3566571.857900,3652670.602124,20.295840,-3811645.212797,3566617.075132,3652691.482767,13.353626,-3811650.989985,3566630.625104,3652660.531512
78,553862.600000,8,-3811643.174000,3566617.937000,3652666.630000,66.334865,-3811687.657626,3566568.838876,3652670.122391,66.259124,-3811687.983393,3566569.240356,3652670.358406,20.512730,-3811646.386976,3566615.426416,3652691.677096,12.396370,-3811652.060293,3566628.496318,3652661.252940
79,553862.799999,8,-3811644.878000,3566616.134000,3652666.611000,66.161768,-3811689.068889,3566566.980041,3652669.583741,66.199759,-3811689.309030,3566567.157453,3652669.880540,20.160978,-3811648.404517,3566613.984364,3652691.566365,11.712880,-3811653.738372,3566626.992272,3652662.252186
80,553863.000000,8,-3811646.571000,3566614.359000,3652666.571000,65.840237,-3811690.830223,3566565.679312,3652669.197023,65.939642,-3811690.854085,3566565.576273,3652669.389732,19.911816,-3811650.031124,3566612.300133,3652691.252377,12.293089,-3811654.745005,3566625.642612,3652661.524119
81,553863.200000,8,-3811648.270000,3566612.629000,3652666.581000,65.545915,-3811692.611611,3566564.408334,3652668.964117,65.649888,-3811692.513097,3566564.182795,3652669.030537,19.527565,-3811651.827387,3566611.406152,3652691.360128,12.820224,-3811655.583675,3566623.473667,3652660.293456
82,553863.399999,8,-3811649.954000,3566610.906000,3652666.588000,65.282055,-3811694.393064,3566563.166838,3652669.910930,65.336132,-3811694.123621,3566562.835263,3652669.500570,19.184180,-3811653.656630,3566610.451031,3652691.477274,13.291091,-3811655.751765,3566621.797940,3652659.305441
83,553863.600000,8,-3811651.622000,3566609.173000,3652666.556000,65.073300,-3811696.459281,3566562.117952,3652670.901272,65.114020,-3811695.999523,3566561.623258,3652670.266896,18.176161,-3811655.448585,3566610.193417,3652691.130841,14.253159,-3811656.911923,3566621.256393,3652658.864213
84,553863.799999,7,-3811653.284000,3566607.462000,3652666.542000,60.576270,-3811698.817051,3566567.184667,3652667.393066,61.885709,-3811697.772635,3566564.337847,3652668.443204,17.514882,-3811656.820906,3566609.273200,3652690.615630,14.997627,-3811657.750766,3566620.662485,3652658.711946
85,553864.000000,6,-3811654.926000,3566605.755000,3652666.512000,13.312575,-3811742.972907,3566680.438873,3652732.988249,44.477778,-3811704.477033,3566591.313633,3652681.842292,16.564515,-3811658.274374,3566608.823637,3652689.973128,15.584927,-3811659.203856,3566620.938746,3652659.781922
86,553864.200000,7,-3811656.550000,3566604.042000,3652666.447000,58.384523,-3811704.347366,3566568.898379,3652670.730465,55.561902,-3811707.625067,3566575.895994,3652674.835720,16.430844,-3811658.829152,3566608.184952,3652689.631425,16.652641,-3811660.457742,3566620.818860,3652659.870756
87,553864.400000,7,-3811658.182000,3566602.341000,3652666.394000,58.321992,-3811706.894782,3566568.174739,3652671.013977,57.542762,-3811708.642053,3566570.908631,3652672.780650,16.083639,-3811660.210984,3566606.687489,3652689.081497,17.927257,-3811661.228444,3566620.154276,3652659.148871
88,553864.599999,7,-3811659.805000,3566600.651000,3652666.350000,58.597644,-3811708.410687,3566565.989018,3652670.965534,58.219490,-3811709.548597,3566567.600919,3652671.865443,15.676449,-3811661.894119,3566605.652683,3652688.813482,18.556172,-3811662.693558,3566619.356061,3652659.205808
89,553864.799999,7,-3811661.406000,3566598.970000,3652666.290000,59.005564,-3811711.070769,3566564.808295,3652670.645173,58.809653,-3811711.414729,3566565.395449,3652671.153266,15.033226,-3811663.617548,3566604.885805,3652688.339947,19.260808,-3811664.270910,3566618.901705,3652659.533861
90,553865.000000,7,-3811663.001000,3566597.298000,3652666.233000,59.266634,-3811713.735957,3566563.945855,3652669.640617,59.222222,-3811713.717116,3566563.935525,3652670.170564,13.775088,-3811665.513741,3566604.652496,3652687.311732,20.502030,-3811665.426705,3566618.558577,3652659.241872
91,553865.200000,7,-3811664.593000,3566595.632000,3652666.183000,60.618567,-3811711.992121,3566557.098356,3652667.834885,60.134631,-3811713.835617,3566559.556090,3652668.997467,13.365687,-3811666.876135,3566603.617444,3652686.692759,20.908773,-3811666.796987,3566617.619468,3652659.530991
92,553865.400000,7,-3811666.179000,3566593.968000,3652666.136000,60.949952,-3811713.152151,3566554.574731,3652667.259440,60.642275,-3811714.366402,3566556.169231,3652668.099785,13.079092,-3811668.672623,3566602.362749,3652686.513739,21.773130,-3811668.344183,3566617.049106,3652659.499940
93,553865.599999,7,-3811667.755000,3566592.315000,3652666.089000,59.320965,-3811717.147040,3566557.648420,3652668.011063,59.706096,-3811716.477434,3566556.413920,3652667.866083,12.650419,-3811670.453807,3566601.208634,3652686.148588,22.865989,-3811670.375656,3566617.443247,3652660.241528
94,553865.799999,7,-3811669.317000,3566590.674000,3652666.042000,59.516712,-3811718.589358,3566555.617737,3652667.795737,59.584158,-3811718.392768,3566555.322959,3652667.729376,12.223181,-3811671.676394,3566600.426559,3652685.296357,23.712107,-3811671.721888,3566616.221031,3652659.368470
95,553866.000000,6,-3811670.873000,3566589.044000,3652666.009000,31.057641,-3811635.927735,3566516.494314,3652626.392299,51.195674,-3811697.030568,3566543.708884,3652663.448229,13.160520,-3811671.729800,3566599.064249,3652685.105599,23.897708,-3811671.178646,3566614.017651,3652658.995556
96,553866.200000,8,-3811672.420000,3566587.415000,3652665.982000,64.590765,-3811722.107152,3566545.562583,3652667.413540,62.820508,-3811716.086725,3566542.267501,3652664.812601,12.847725,-3811673.168932,3566598.363693,3652684.411706,23.772325,-3811672.565513,3566612.579393,3652659.572143
