run,method,rms,mean,p95,gt100_pct,gt500_pct,longest_gt100_epochs,longest_gt500_epochs,mean_sat_when_gt100,mean_sat_when_gt500
Odaiba,EKF,83.14800296426355,76.31240911641848,165.89753225,13.024560046412686,0.0,668,0,5.334075723830735,nan
Odaiba,PF-10K,110.52006740289613,87.47271890901179,173.05973125,19.619029201315026,0.5994971959002127,931,62,5.253819615574175,4.451612903225806
Odaiba,PF+RobustClear-10K,109.3186574062396,86.50911494778573,164.60756064999998,20.121833301102303,0.5994971959002127,933,62,5.241710716001922,4.451612903225806
Odaiba,PF-10K worse than EKF by >100m,,245.78638288258315,486.29326349999997,4.941017211371109,0.09669309611293754,349,6,5.052837573385519,4.9
Shinjuku,EKF,76.19176185770787,62.963373186628665,143.2620923999998,9.449160418861144,0.0,236,0,4.188852459016394,nan
Shinjuku,PF-10K,90.52618898244275,67.80430195216556,185.1943259999996,13.049135634178077,0.0,550,0,4.765432098765432,nan
Shinjuku,PF+RobustClear-10K,89.7508677567988,67.6475484210298,193.39022419999975,12.194064068405726,0.0,584,0,4.804369918699187,nan
Shinjuku,PF-10K worse than EKF by >100m,,208.81416628253967,340.6784988,5.855381374310676,0.0,519,0,5.032804232804232,nan
