epoch,gps_tow,satellite_count,gt_x,gt_y,gt_z,error_2d_wls,est_x_wls,est_y_wls,est_z_wls,error_2d_ekf,est_x_ekf,est_y_ekf,est_z_ekf,error_2d_pf_10k,est_x_pf_10k,est_y_pf_10k,est_z_pf_10k,error_2d_pf3d_bvh_10k,est_x_pf3d_bvh_10k,est_y_pf3d_bvh_10k,est_z_pf3d_bvh_10k
18,177165.200000,10,-3961615.280000,3349328.651000,3698189.641000,71.551432,-3961664.305949,3349289.170444,3698242.598821,72.263772,-3961664.463543,3349288.984672,3698243.816037,75.274981,-3961665.768227,3349283.524475,3698238.497404,71.708932,-3961663.577530,3349283.377636,3698230.346075
19,177165.399999,10,-3961614.962000,3349329.933000,3698188.731000,71.600713,-3961664.412509,3349290.480818,3698241.519434,72.254798,-3961664.446193,3349290.271093,3698242.655581,76.957636,-3961665.038525,3349283.580860,3698239.679179,74.020040,-3961664.570965,3349283.502642,3698231.834857
20,177165.600000,10,-3961614.640000,3349331.239000,3698187.804000,71.682816,-3961664.626071,3349291.833832,3698240.443688,72.302167,-3961664.597326,3349291.602457,3698241.513362,77.403147,-3961664.517032,3349284.490622,3698239.214085,76.144592,-3961664.196008,3349283.088344,3698232.903863
21,177165.799999,10,-3961614.315000,3349332.570000,3698186.858000,71.703638,-3961664.505628,3349293.013942,3698239.050921,72.320949,-3961664.563680,3349292.849055,3698240.194883,78.501464,-3961663.712870,3349284.749463,3698239.164750,77.048524,-3961664.962595,3349284.906546,3698234.488557
22,177166.000000,9,-3961613.985000,3349333.925000,3698185.894000,69.803667,-3961670.595911,3349296.659018,3698230.950290,71.068564,-3961669.088082,3349295.629295,3698234.214461,79.530328,-3961664.400150,3349285.791744,3698239.236719,78.163499,-3961666.237424,3349286.489345,3698235.458793
23,177166.200000,9,-3961613.648000,3349335.303000,3698184.914000,69.706121,-3961670.381573,3349298.134829,3698229.737345,70.437363,-3961670.088535,3349297.713810,3698231.402299,80.761975,-3961664.276623,3349285.945961,3698238.552299,79.799364,-3961667.229663,3349287.199747,3698236.032691
24,177166.399999,9,-3961613.307000,3349336.702000,3698183.914000,69.895705,-3961670.266384,3349299.442217,3698228.778623,70.338379,-3961670.241916,3349299.262958,3698229.795876,81.045534,-3961664.858057,3349287.463661,3698237.715945,80.039352,-3961667.703014,3349289.367293,3698236.637503
25,177166.600000,9,-3961612.959000,3349338.122000,3698182.897000,70.144724,-3961670.112213,3349300.732109,3698227.942875,70.479084,-3961670.158856,3349300.623914,3698228.695415,82.095110,-3961664.856171,3349288.140427,3698237.451391,81.195976,-3961668.336309,3349290.490494,3698237.074975
26,177166.799999,9,-3961612.613000,3349339.565000,3698181.863000,70.370728,-3961670.042345,3349302.093998,3698227.028771,70.658484,-3961670.072095,3349301.994117,3698227.675153,83.036603,-3961665.331010,3349289.060901,3698236.953621,82.154126,-3961667.696724,3349291.068386,3698236.914668
27,177167.000000,10,-3961612.262000,3349341.024000,3698180.814000,71.816083,-3961664.714200,3349301.663707,3698231.614325,71.483058,-3961665.762292,3349302.141718,3698230.726914,84.551786,-3961665.389524,3349289.661604,3698237.524264,83.013284,-3961667.678646,3349292.195137,3698237.058315
28,177167.200000,10,-3961611.909000,3349342.500000,3698179.752000,71.843062,-3961664.933483,3349303.265503,3698230.334168,72.002211,-3961665.070126,3349303.253181,3698230.600312,85.961407,-3961664.985282,3349289.715571,3698237.005063,84.208785,-3961667.550179,3349292.639291,3698236.611062
29,177167.399999,10,-3961611.553000,3349343.989000,3698178.678000,72.106134,-3961665.139274,3349304.674410,3698229.210360,72.378906,-3961665.094951,3349304.567085,3698229.756904,86.994649,-3961664.965532,3349290.605835,3698236.944428,85.404414,-3961667.786076,3349293.627756,3698236.975364
30,177167.600000,8,-3961611.190000,3349345.481000,3698177.594000,76.014752,-3961667.087628,3349305.461966,3698234.677157,74.641264,-3961665.706618,3349305.365896,3698232.185192,87.884378,-3961666.088832,3349292.247061,3698237.131984,86.555466,-3961667.991696,3349294.481679,3698236.932335
31,177167.799999,8,-3961610.822000,3349346.983000,3698176.502000,77.683533,-3961667.980186,3349306.640598,3698236.005665,76.748212,-3961666.781755,3349306.427029,3698234.234905,88.464409,-3961665.876759,3349293.462246,3698236.736715,88.257156,-3961668.473135,3349295.103838,3698237.501726
32,177168.000000,7,-3961610.451000,3349348.489000,3698175.404000,77.784777,-3961666.801754,3349307.790360,3698235.092299,77.736508,-3961666.622160,3349307.674398,3698234.879531,90.106643,-3961665.836903,3349293.911814,3698237.180739,89.687935,-3961668.647516,3349295.689843,3698237.556670
33,177168.200000,7,-3961610.072000,3349349.998000,3698174.298000,80.246264,-3961668.561076,3349307.564402,3698234.618075,80.106226,-3961668.218139,3349307.787771,3698235.043027,90.968517,-3961665.861147,3349295.042984,3698237.058036,91.180892,-3961668.754429,3349296.494452,3698238.250359
34,177168.399999,6,-3961609.692000,3349351.511000,3698173.187000,70.318708,-3961653.574046,3349306.668490,3698215.943241,80.405143,-3961667.823609,3349308.736680,3698233.490275,91.614286,-3961665.613769,3349295.846451,3698235.948524,91.892382,-3961668.386381,3349297.546899,3698237.908366
35,177168.600000,7,-3961609.307000,3349353.025000,3698172.073000,84.097552,-3961672.854392,3349311.029123,3698238.623353,81.860513,-3961669.377490,3349310.767563,3698235.452220,92.630648,-3961665.736301,3349296.615989,3698235.360587,93.559274,-3961669.282231,3349298.273075,3698238.188564
36,177168.799999,5,-3961608.920000,3349354.543000,3698170.955000,203.731491,-3961828.035434,3349312.591333,3698403.041392,95.127006,-3961680.774998,3349305.130281,3698242.099488,93.584809,-3961666.412483,3349297.636996,3698234.686012,96.271553,-3961670.533164,3349298.150329,3698238.957558
37,177169.000000,6,-3961608.529000,3349356.064000,3698169.834000,97.228494,-3961687.374955,3349312.796371,3698253.377355,93.399431,-3961680.387724,3349310.153071,3698244.197038,94.922408,-3961666.674108,3349298.169421,3698234.250671,97.602423,-3961670.526357,3349298.820708,3698238.999389
38,177169.200000,6,-3961608.139000,3349357.594000,3698168.707000,89.920396,-3961677.572025,3349313.420366,3698240.139035,92.863826,-3961680.626119,3349313.005674,3698244.004528,96.305818,-3961666.760859,3349298.829857,3698234.303130,98.858802,-3961670.218999,3349299.091594,3698238.258101
39,177169.399999,6,-3961607.746000,3349359.128000,3698167.578000,92.403389,-3961680.391271,3349315.149882,3698242.885433,93.448775,-3961681.233866,3349314.876594,3698244.195831,97.324314,-3961666.624851,3349299.516099,3698233.690935,100.138115,-3961670.536098,3349299.996698,3698238.360380
40,177169.600000,6,-3961607.354000,3349360.667000,3698166.445000,92.204846,-3961679.720043,3349316.800759,3698241.733146,93.920081,-3961681.597694,3349316.696742,3698244.188386,98.598445,-3961666.412440,3349300.343612,3698234.017112,101.735478,-3961670.527098,3349300.407199,3698238.453798
41,177169.799999,6,-3961606.961000,3349362.209000,3698165.311000,100.988547,-3961690.242162,3349320.147038,3698256.847146,95.750657,-3961682.662653,3349318.771789,3698247.431127,100.168386,-3961667.308900,3349301.111989,3698234.069630,103.182620,-3961670.481828,3349300.982309,3698238.535708
42,177170.000000,6,-3961606.568000,3349363.757000,3698164.174000,108.072255,-3961698.446256,3349323.297195,3698269.021131,98.670009,-3961684.880095,3349321.145398,3698252.828288,101.833688,-3961667.644888,3349301.475979,3698233.945816,105.232544,-3961671.475515,3349301.512862,3698239.155911
43,177170.200000,6,-3961606.172000,3349365.306000,3698163.033000,109.088020,-3961699.323173,3349325.049002,3698269.696684,101.390795,-3961687.785043,3349323.298991,3698256.763228,103.113660,-3961667.969109,3349302.143327,3698233.519200,106.351429,-3961671.221848,3349302.264750,3698238.943798
44,177170.399999,6,-3961605.773000,3349366.856000,3698161.888000,109.507931,-3961699.367863,3349326.724829,3698269.433768,103.767975,-3961690.542292,3349325.363836,3698259.830772,105.082668,-3961668.071288,3349302.344940,3698233.945764,108.024471,-3961671.431274,3349302.870729,3698239.382334
45,177170.600000,6,-3961605.377000,3349368.412000,3698160.744000,110.717526,-3961700.145548,3349328.308373,3698270.266450,106.076091,-3961693.007956,3349327.243530,3698262.570054,106.580751,-3961667.728161,3349302.881711,3698234.242881,109.304619,-3961671.976577,3349303.741464,3698239.183393
46,177170.799999,6,-3961604.983000,3349369.970000,3698159.599000,111.170651,-3961699.212036,3349329.426110,3698269.637037,108.249451,-3961694.795053,3349328.803974,3698264.835930,108.275437,-3961667.199963,3349303.095610,3698234.474104,110.073187,-3961671.536670,3349305.177158,3698239.590104
47,177171.000000,6,-3961604.593000,3349371.536000,3698158.455000,110.651397,-3961697.499186,3349330.530139,3698267.323946,109.924230,-3961696.168095,3349330.290944,3698266.115696,110.234752,-3961667.565124,3349303.596959,3698235.219885,111.062068,-3961671.474462,3349305.862334,3698238.775799
48,177171.200000,5,-3961604.200000,3349373.108000,3698157.316000,213.812041,-3961833.800718,3349332.355664,3698407.524537,125.674410,-3961712.953286,3349327.185993,3698280.110104,111.614609,-3961667.188510,3349304.082567,3698235.110884,112.616987,-3961671.932412,3349306.702116,3698239.178012
49,177171.399999,4,-3961603.809000,3349374.679000,3698156.177000,76.120470,-3961640.570434,3349307.511518,3698129.375633,132.095789,-3961728.167030,3349322.830799,3698268.587411,113.248768,-3961668.225044,3349304.959113,3698235.374595,114.257003,-3961672.609958,3349307.147738,3698238.872147
50,177171.600000,5,-3961603.422000,3349376.254000,3698155.041000,207.110535,-3961824.570029,3349334.338479,3698393.570370,142.553414,-3961736.753826,3349326.822016,3698292.132094,114.311759,-3961668.735474,3349305.758710,3698234.553076,115.790750,-3961673.131439,3349307.498371,3698238.244617
51,177171.799999,5,-3961603.037000,3349377.830000,3698153.906000,194.236270,-3961808.481398,3349333.814392,3698369.727506,150.755625,-3961747.997548,3349328.945210,3698302.700485,116.096588,-3961669.423604,3349306.474237,3698235.083056,117.214731,-3961672.622538,3349307.853618,3698238.084148
52,177172.000000,5,-3961602.656000,3349379.409000,3698152.777000,194.822787,-3961808.795545,3349335.562701,3698369.802150,158.215408,-3961757.934249,3349331.310013,3698313.035995,118.023826,-3961670.906117,3349307.023288,3698235.078256,118.170461,-3961672.212456,3349308.711087,3698237.754725
53,177172.200000,5,-3961602.279000,3349380.986000,3698151.648000,197.352799,-3961812.034317,3349337.800126,3698373.248982,165.162915,-3961767.244113,3349333.906704,3698323.108066,119.764274,-3961671.957936,3349307.728076,3698235.247138,119.653633,-3961672.266162,3349308.961992,3698237.153342
54,177172.399999,5,-3961601.903000,3349382.566000,3698150.523000,198.860749,-3961814.439087,3349339.850974,3698374.533003,171.668666,-3961776.369489,3349336.513607,3698332.264033,121.281378,-3961672.432590,3349308.748960,3698235.914118,121.383305,-3961672.350387,3349309.290424,3698237.231721
55,177172.600000,6,-3961601.529000,3349384.143000,3698149.400000,65.557352,-3961637.723201,3349340.785639,3698190.118147,134.896444,-3961735.360908,3349349.728443,3698298.072793,122.466197,-3961672.241079,3349309.812021,3698236.361953,122.270521,-3961672.273480,3349310.073831,3698236.397810
56,177172.799999,6,-3961601.155000,3349385.715000,3698148.282000,67.727437,-3961639.075861,3349343.067785,3698194.230611,117.220105,-3961711.366422,3349352.400244,3698274.981867,123.713078,-3961671.769904,3349310.614552,3698236.639892,122.646853,-3961671.801097,3349311.502499,3698235.915602
57,177173.000000,6,-3961600.789000,3349387.291000,3698147.170000,67.877310,-3961637.865058,3349345.159421,3698194.980791,105.165485,-3961693.437883,3349353.161144,3698256.843757,125.125249,-3961671.639425,3349311.367057,3698236.962832,123.031306,-3961671.070393,3349312.332766,3698234.494365
58,177173.200000,7,-3961600.427000,3349388.864000,3698146.063000,77.471127,-3961652.628364,3349348.691106,3698209.097540,84.227534,-3961660.208355,3349350.883344,3698223.070848,124.781621,-3961670.678911,3349313.242475,3698236.034818,123.536895,-3961669.376032,3349313.101178,3698233.856849
59,177173.399999,7,-3961600.066000,3349390.434000,3698144.962000,77.910836,-3961652.566454,3349349.269400,3698206.910109,81.198232,-3961655.982807,3349350.696534,3698214.636983,125.114532,-3961669.357413,3349314.188143,3698235.099697,124.900786,-3961668.594097,3349313.604036,3698234.030576
60,177173.600000,7,-3961599.707000,3349392.003000,3698143.866000,77.910037,-3961651.918550,3349349.737520,3698203.883173,79.951086,-3961654.013248,3349350.789136,3698209.098185,126.115364,-3961668.774370,3349315.215191,3698235.310035,124.858202,-3961666.564343,3349314.635780,3698232.863139
61,177173.799999,6,-3961599.353000,3349393.560000,3698142.777000,89.093410,-3961658.869876,3349338.441942,3698196.801338,86.884462,-3961658.390341,3349343.278934,3698202.503497,126.272359,-3961668.436561,3349316.460411,3698233.985510,126.103676,-3961666.221636,3349315.290092,3698232.806986
62,177174.000000,7,-3961599.004000,3349395.101000,3698141.704000,76.699201,-3961651.564735,3349351.311823,3698195.334890,80.084783,-3961653.743971,3349349.836970,3698198.821016,126.014747,-3961667.441389,3349318.314917,3698233.300891,126.165818,-3961665.429075,3349316.792958,3698232.050790
63,177174.200000,8,-3961598.663000,3349396.622000,3698140.647000,81.141680,-3961656.365352,3349352.880717,3698201.106369,80.580341,-3961655.153974,3349352.047652,3698198.961640,126.168450,-3961666.512888,3349319.340493,3698232.020887,127.035436,-3961664.757119,3349317.928437,3698232.327251
64,177174.399999,8,-3961598.329000,3349398.122000,3698139.606000,82.372877,-3961655.871597,3349355.102872,3698204.647286,81.244945,-3961654.766772,3349354.232516,3698201.056607,126.627736,-3961665.636312,3349320.372388,3698231.425368,127.272771,-3961663.552902,3349318.978202,3698231.462941
65,177174.600000,8,-3961598.003000,3349399.601000,3698138.583000,82.588836,-3961655.524446,3349357.175551,3698205.297916,81.665266,-3961654.504798,3349356.398585,3698202.372009,126.811072,-3961664.730935,3349321.900737,3698231.192016,127.392705,-3961662.662767,3349320.424158,3698230.927947
66,177174.799999,8,-3961597.682000,3349401.054000,3698137.577000,83.307384,-3961655.319452,3349358.710685,3698205.993146,82.319311,-3961654.312156,3349358.151993,3698203.374021,127.027191,-3961663.683442,3349323.295636,3698230.919580,127.525693,-3961661.773421,3349322.047260,3698230.777333
67,177175.000000,8,-3961597.368000,3349402.485000,3698136.589000,84.111767,-3961654.960370,3349359.606779,3698205.819240,83.238270,-3961654.197115,3349359.361193,3698203.906795,127.436353,-3961662.977493,3349324.373715,3698230.368625,127.691572,-3961661.099021,3349323.746844,3698230.760165
68,177175.200000,8,-3961597.062000,3349403.895000,3698135.619000,84.511350,-3961655.160892,3349360.164561,3698203.798366,84.042260,-3961654.652084,3349360.196931,3698203.143702,128.123337,-3961662.165803,3349325.374472,3698230.358575,127.187703,-3961659.635931,3349324.832760,3698228.788087
69,177175.399999,7,-3961596.763000,3349405.281000,3698134.667000,83.607503,-3961653.681704,3349361.207618,3698200.942094,83.779726,-3961653.880360,3349361.370027,3698201.510200,128.907525,-3961661.817530,3349325.983685,3698229.705521,126.948891,-3961658.744497,3349326.845202,3698228.686480
70,177175.600000,8,-3961596.471000,3349406.645000,3698133.736000,84.584445,-3961655.557785,3349362.839022,3698201.248486,84.279052,-3961654.986831,3349362.691114,3698200.661374,129.722284,-3961661.528243,3349327.194463,3698230.162413,126.617328,-3961658.078411,3349328.049525,3698227.002276
71,177175.799999,8,-3961596.184000,3349407.987000,3698132.820000,83.884400,-3961654.716398,3349363.725927,3698198.202797,84.049713,-3961654.754649,3349363.851778,3698198.814096,130.008788,-3961660.693851,3349328.439103,3698229.917875,126.717376,-3961657.591455,3349329.706164,3698226.900603
72,177176.000000,9,-3961595.905000,3349409.309000,3698131.916000,61.208472,-3961635.898518,3349363.608296,3698123.163157,61.323381,-3961643.312003,3349369.388979,3698145.944666,129.549351,-3961659.895101,3349328.968780,3698227.011948,124.978881,-3961654.228329,3349329.764178,3698221.865021
73,177176.200000,9,-3961595.625000,3349410.614000,3698131.022000,61.909133,-3961635.578650,3349363.987380,3698121.577361,60.839389,-3961638.811430,3349367.625821,3698129.898374,127.306900,-3961657.023917,3349329.509691,3698221.550440,122.485049,-3961649.858773,3349330.060875,3698216.223580
74,177176.399999,9,-3961595.345000,3349411.899000,3698130.137000,61.084426,-3961634.822292,3349366.066756,3698120.050552,60.674276,-3961635.975913,3349367.415323,3698122.498109,126.268458,-3961655.503154,3349330.342360,3698218.394711,121.619888,-3961647.562132,3349330.039413,3698212.374545
75,177176.600000,9,-3961595.070000,3349413.177000,3698129.267000,59.784153,-3961632.696050,3349367.614046,3698117.568183,59.783628,-3961633.247841,3349368.082427,3698118.080521,124.992513,-3961652.174506,3349330.166259,3698213.971785,120.896638,-3961644.562553,3349329.266499,3698207.909403
76,177176.799999,9,-3961594.796000,3349414.443000,3698128.411000,58.658202,-3961632.124692,3349369.528172,3698121.286943,58.878141,-3961631.526488,3349368.953666,3698118.762137,124.312327,-3961649.919050,3349329.610958,3698209.589405,120.105819,-3961642.959972,3349329.961879,3698205.136810
77,177177.000000,8,-3961594.522000,3349415.691000,3698127.566000,84.664204,-3961655.304094,3349372.833984,3698195.903110,67.739045,-3961638.964043,3349366.997900,3698148.771555,124.657268,-3961649.740488,3349331.009325,3698209.672993,120.852195,-3961643.961704,3349331.427133,3698205.544565
78,177177.200000,9,-3961594.245000,3349416.924000,3698126.734000,58.380253,-3961633.402007,3349373.585708,3698128.952793,59.705751,-3961635.116453,3349373.484974,3698134.135674,123.864633,-3961647.795437,3349331.067706,3698206.034309,120.674347,-3961643.031549,3349331.808833,3698203.224450
79,177177.399999,8,-3961593.973000,3349418.138000,3698125.921000,86.120621,-3961656.272596,3349375.487753,3698196.948148,71.605721,-3961643.249207,3349371.171418,3698159.945266,124.852074,-3961648.190835,3349332.441052,3698207.197384,121.658442,-3961644.455341,3349333.359039,3698204.139934
80,177177.600000,8,-3961593.707000,3349419.321000,3698125.131000,86.449051,-3961656.847248,3349376.140890,3698195.263944,79.207978,-3961649.600735,3349372.702739,3698175.627987,126.271468,-3961648.811461,3349332.904913,3698207.631577,122.748382,-3961646.271442,3349335.084157,3698205.451258
81,177177.799999,8,-3961593.449000,3349420.476000,3698124.369000,85.090315,-3961657.294407,3349376.472406,3698188.841914,82.421873,-3961653.999348,3349374.698105,3698180.886798,127.134999,-3961648.770458,3349333.607949,3698207.758429,123.649066,-3961646.513418,3349335.602992,3698205.188690
82,177178.000000,8,-3961593.200000,3349421.603000,3698123.631000,85.388425,-3961657.533193,3349377.941572,3698189.175531,83.851296,-3961655.743414,3349376.805186,3698184.299946,128.025953,-3961649.832312,3349335.195215,3698208.970004,124.352205,-3961647.846611,3349337.093440,3698205.705590
83,177178.200000,8,-3961592.961000,3349422.703000,3698122.912000,85.979905,-3961657.114167,3349378.674462,3698189.325899,84.956204,-3961656.238949,3349378.201561,3698186.463986,128.818992,-3961650.620154,3349336.671980,3698209.999313,125.024902,-3961648.822465,3349338.993329,3698207.120771
84,177178.399999,8,-3961592.729000,3349423.772000,3698122.209000,86.878198,-3961656.803179,3349380.435826,3698192.334304,85.815165,-3961656.004797,3349379.890841,3698189.272070,129.457874,-3961651.735136,3349338.565956,3698211.330859,125.975593,-3961649.969401,3349339.928210,3698207.431492
85,177178.600000,8,-3961592.504000,3349424.808000,3698121.525000,88.453358,-3961657.042928,3349381.791900,3698195.621306,87.189125,-3961656.106844,3349381.311128,3698192.422063,129.941316,-3961651.863493,3349339.938964,3698212.025394,126.602302,-3961650.241113,3349340.900100,3698207.669806
86,177178.799999,7,-3961592.286000,3349425.817000,3698120.855000,97.557768,-3961659.599010,3349375.042612,3698198.826604,94.203509,-3961658.397845,3349376.959367,3698195.686167,130.562919,-3961652.154954,3349340.650137,3698211.860753,127.144599,-3961650.926188,3349342.248434,3698208.232887
87,177179.000000,7,-3961592.074000,3349426.801000,3698120.200000,97.824716,-3961659.367593,3349375.852832,3698198.458941,96.693994,-3961658.928495,3349376.353645,3698197.146844,131.195640,-3961652.161168,3349341.242080,3698211.716927,128.206018,-3961651.808232,3349342.911750,3698208.645097
88,177179.200000,7,-3961591.868000,3349427.757000,3698119.559000,98.179688,-3961659.241550,3349376.734658,3698198.427611,97.759919,-3961659.054951,3349376.862237,3698197.846810,131.619569,-3961653.152727,3349343.039252,3698212.768765,128.978740,-3961652.464068,3349343.100685,3698207.824037
89,177179.399999,7,-3961591.668000,3349428.689000,3698118.935000,98.352741,-3961658.772255,3349377.399510,3698197.866768,98.293864,-3961658.855350,3349377.541029,3698197.947966,131.499296,-3961653.551444,3349345.530802,3698214.227719,128.766303,-3961653.206307,3349344.593265,3698207.232425
90,177179.600000,6,-3961591.474000,3349429.595000,3698118.325000,104.485445,-3961669.878019,3349380.416278,3698207.503334,101.335754,-3961664.498845,3349378.809523,3698200.926497,132.073417,-3961653.779339,3349347.017147,3698215.522973,128.964708,-3961653.189088,3349345.611802,3698207.137350
91,177179.799999,8,-3961591.288000,3349430.471000,3698117.730000,91.912137,-3961657.153093,3349386.616547,3698197.103878,94.498708,-3961658.832408,3349385.304454,3698199.301815,132.205149,-3961654.366501,3349348.487261,3698215.816794,128.735306,-3961652.581154,3349346.215280,3698205.815059
92,177180.000000,8,-3961591.107000,3349431.322000,3698117.157000,91.410085,-3961656.987552,3349388.307831,3698196.971532,92.407063,-3961657.593443,3349388.018478,3698198.238895,132.257301,-3961654.965826,3349350.696675,3698217.220352,129.164490,-3961652.674505,3349346.752881,3698205.441040
93,177180.200000,8,-3961590.935000,3349432.143000,3698116.603000,91.416164,-3961656.643153,3349389.092739,3698196.469529,91.839254,-3961657.067017,3349389.264938,3698197.444267,132.607446,-3961655.375440,3349351.499180,3698217.068775,129.536974,-3961652.677364,3349347.201807,3698204.918368
94,177180.400000,7,-3961590.770000,3349432.930000,3698116.071000,101.339413,-3961660.534320,3349380.693785,3698198.145989,98.599517,-3961659.930033,3349383.522510,3698197.763592,133.505532,-3961655.412241,3349351.616213,3698217.117988,130.454115,-3961653.399465,3349347.415411,3698204.814453
95,177180.600000,7,-3961590.612000,3349433.687000,3698115.565000,101.156374,-3961660.962662,3349381.260951,3698196.452832,100.624963,-3961660.977350,3349382.233993,3698197.111653,133.574123,-3961655.461922,3349352.499599,3698216.861433,130.747458,-3961653.779774,3349347.882605,3698204.114054
96,177180.800000,8,-3961590.461000,3349434.413000,3698115.082000,90.886340,-3961656.898203,3349390.762794,3698192.187129,93.686760,-3961658.031151,3349389.154929,3698194.672296,133.284092,-3961655.391439,3349353.782427,3698216.680528,130.849711,-3961653.971469,3349348.847001,3698204.078055
