method,rms_2d,mean_2d,p50,p95,max_2d,outlier_rate_pct,catastrophic_rate_pct,longest_outlier_segment_epochs,longest_outlier_segment_s,time_ms,backend,building_source,n_epochs
WLS,72.884473,70.877100,83.113991,85.526781,86.207634,0.000000,0.000000,0.000000,0.000000,0.010477,-,PLATEAU:/tmp/plateau_segment_cache/938b44fb6b226b9f,100
EKF,72.966625,71.214668,82.831506,85.593544,85.925638,0.000000,0.000000,0.000000,0.000000,0.031752,-,PLATEAU:/tmp/plateau_segment_cache/938b44fb6b226b9f,100
PF-10K,73.438528,73.223681,74.517762,80.171565,82.695616,0.000000,0.000000,0.000000,0.000000,1.343311,GPU,PLATEAU:/tmp/plateau_segment_cache/938b44fb6b226b9f,100
PF3D-BVH-10K,71.610532,71.317674,70.671002,81.794869,82.455858,0.000000,0.000000,0.000000,0.000000,216.008389,GPU-3D-BVH,PLATEAU:/tmp/plateau_segment_cache/938b44fb6b226b9f,100
