config,n_segments,aggregate_ppc_score_pct,mean_ppc_score_pct,median_ppc_score_pct,min_ppc_score_pct,aggregate_epoch_pass_pct,mean_rms_2d,mean_p95,total_pass_distance_m,total_distance_m,total_pass_epochs,total_epochs,rsp_correction_epochs,height_hold_release_min_dd_shift_m,height_hold_release_on_dd_shift,dd_anchor_blend_alpha,dd_anchor_high_blend_alpha,dd_anchor_high_min_shift_m,dd_anchor_high_max_robust_rms_m,dd_anchor_high_blend_epochs,last_velocity_max_age_s
dd0.3_ddhi1_hishift3_hirms0.7_height_release_0.4m_height_anydd_age15s,6,13.475725766746374,10.125153307381654,3.0077258944106577,0.0,15.083333333333334,3.2680070727305726,6.095921380455111,186.2298656691939,1381.9653864487766,181,1200,0,0.4,True,0.3,1.0,3.0,0.7,220,15.0
