config,n_segments,aggregate_ppc_score_pct,mean_ppc_score_pct,median_ppc_score_pct,min_ppc_score_pct,aggregate_epoch_pass_pct,mean_rms_2d,mean_p95,total_pass_distance_m,total_distance_m,total_pass_epochs,total_epochs,rsp_correction_epochs,height_hold_release_min_dd_shift_m,height_hold_release_on_dd_shift,height_hold_reference_max_dd_rms_m,height_hold_reference_untrusted_segments,dd_anchor_blend_alpha,dd_anchor_high_blend_alpha,dd_anchor_high_requires_untrusted_height,dd_anchor_high_min_shift_m,dd_anchor_high_max_robust_rms_m,dd_anchor_high_blend_epochs,last_velocity_max_age_s
dd0.3_ddhi1_ddhiuntrusted_hishift3_hirms0.7_height_release_0.4m_hrefmax0.7_age15s,6,3.9189879062984003,3.340238242718545,2.7892634432072194,0.0,9.583333333333334,3.9798942149252077,7.500678785859622,54.1590563641575,1381.9653864487766,115,1200,6,0.4,False,0.7,1,0.3,1.0,True,3.0,0.7,17,15.0
