method,n_runs,mean_rms_2d,mean_rms_3d,mean_p50,mean_p95,mean_outlier_rate_pct,mean_catastrophic_rate_pct,mean_longest_outlier_segment_s,mean_time_ms_per_epoch,wins_vs_wls_rms
PF+RobustClear-10K,1,238.100147,242.322765,72.578395,694.024340,29.312305,8.350225,390.100000,23.672339,nan
