city,run,n_windows,route_actual_pct,route_pred_pct,route_abs_error_pp,window_mae_pp,window_pearson_r
nagoya,run1,26,11.511770308885563,18.431052899244584,6.919282590359021,22.029647191400166,-0.07745600655523771
nagoya,run2,32,16.172947070355043,17.540319962286528,1.3673728919314847,18.77249024494287,0.2936597821666081
nagoya,run3,18,7.8656049718391925,18.20448780703439,10.338882835195196,14.350974567081005,-0.19527588738260374
tokyo,run1,39,10.918385977725032,19.276166574629663,8.35778059690463,17.644470662927624,-0.07431369145443854
tokyo,run2,31,29.018058690744923,14.95785844680862,14.060200243936302,28.1962425324185,0.13708207439874953
tokyo,run3,51,24.011112581029238,15.059498973361038,8.9516136076682,23.87815374507582,0.23205578196646637
_AGGREGATE_,,197,17.899032007348264,16.985571845989778,,21.413202492078685,-0.10037509978635861
