blocked_threshold,disagreement_threshold_m,mean_blocked_epoch_frac,mean_catastrophic_rate_pct,mean_outlier_rate_pct,mean_p95,mean_rms_2d,method,n_segments,pf_rms_wins,positive_threshold,robust_rms_wins
0.000000,80.000000,0.625000,0.000000,28.333333,124.404354,90.910390,"PF-RichGate(b=0,p=0,d=80)",6,3,0.000000,2
