model,windows,actual_fix_rate_pct,pred_fix_rate_pct,aggregate_error_pp,window_mae_pp,window_weighted_mae_pp,window_rmse_pp,epoch_weighted_rmse_pp,run_mae_pp,run_max_abs_pp,r2_window,corr_window,under_20pp_count,over_20pp_count,residual_model,alpha,residual_clip_pp,selection_max_run_mae_pp,selection_max_abs_aggregate_error_pp
ridge_alpha0.75_clip50pp,197,17.899032007348264,16.588819151063007,-1.3102128562852589,16.86178314614493,17.181922420962266,24.917454332266107,25.294652840452308,5.0230153641249276,10.445298384626328,0.25098610953256406,0.507994630609992,26,27,ridge,0.75,50.0,,
base,197,17.899032007348264,16.240535208462898,-1.6584967988853672,17.800650818973324,18.046394941974526,26.527112626306064,26.860834643903324,4.435719198894998,9.43566591422122,0.1510883524806308,0.40135730810657727,30,23,base,0.0,0.0,4.5,2.0
extra_trees_alpha0.75_clip50pp,197,17.899032007348264,16.39038946843127,-1.5086425389169933,18.04778366848617,18.336263477909256,26.89031746028812,27.27320902048266,5.080008250408619,11.760745338326497,0.12768289468267235,0.3832172443560501,31,24,extra_trees,0.75,50.0,,
