label,group,value,n_epochs,ppc_pass_epochs,ppc_epoch_pass_pct,mean_error_3d_m,median_error_3d_m,p95_error_3d_m,median_dd_shift_m,median_dd_robust_rms_m
tokyo_run2_shift3_height,last_velocity_used,false,58,0,0.0,31.349755404438273,30.520147772121746,42.87020189791711,24.609416968460337,0.726523701073447
tokyo_run2_shift3_height,dd_pr_anchor_used,true,97,1,1.0309278350515463,12.342156419794453,7.900377975342662,30.39470798038199,2.3776389342340702,0.6169067837277019
tokyo_run2_shift3_height,dd_pr_anchor_used,false,103,0,0.0,22.01190799778602,24.617346051484148,31.857284820691035,15.564867674249617,0.7559289460184544
tokyo_run2_shift3_height,high_dd_blend,true,29,0,0.0,16.43015501618814,16.649960444106966,30.506907381156704,26.604332958840832,0.6020310008688736
tokyo_run2_shift3_height,high_dd_blend,false,171,1,0.5847953216374269,17.473340356857115,15.106667511556,31.845960979048854,8.518590994409731,0.7240638560586335
tokyo_run2_shift3_height,widelane_anchor_used,true,14,0,0.0,10.61625650322145,1.4325737880414,28.00986253144939,2.0172881545098984,0.6038543635737583
tokyo_run2_shift3_height,widelane_anchor_used,false,186,1,0.5376344086021505,17.826817771220014,15.569350349768808,31.83973330783536,10.638910891643178,0.7095458367103425
tokyo_run2_shift3_height,rsp_correction_used,true,1,0,0.0,27.197216413173475,27.197216413173475,27.197216413173475,1.0350915126572455,0.5298430917548484
tokyo_run2_shift3_height,rsp_correction_used,false,199,1,0.5025125628140703,17.27245467376306,15.106667511556,31.83309506140834,10.578483508954074,0.7071067811865476
tokyo_run2_shift3_height,height_released,true,139,1,0.7194244604316546,11.209180271528437,8.65228771716686,30.319065719663325,6.2180674792307205,0.6941785180947775
tokyo_run2_shift3_height,height_released,false,61,0,0.0,31.25146948769787,30.444216084700123,42.76246085378857,23.756416902867286,0.7152852501215661
tokyo_run2_shift3_anydd,tdcp_used,true,35,0,0.0,15.207197766538394,10.895002551574324,30.294854590335387,8.841148094457228,0.7099897919704102
tokyo_run2_shift3_anydd,tdcp_used,false,165,3,1.8181818181818181,9.810968535486154,6.198305771563602,30.17644723057937,5.220015485240542,0.6941785181467859
tokyo_run2_shift3_anydd,last_velocity_used,true,142,3,2.112676056338028,8.81271731644727,6.246719174140544,29.954476543639224,3.2599065204734483,0.6908986562547952
tokyo_run2_shift3_anydd,last_velocity_used,false,58,0,0.0,15.51130812497495,10.646320439989728,38.91188906152915,9.625998762323462,0.7134027840979251
tokyo_run2_shift3_anydd,dd_pr_anchor_used,true,106,3,2.830188679245283,6.441545449589361,3.462020334753931,28.552653651314536,1.7714812950044347,0.6266605776968134
tokyo_run2_shift3_anydd,dd_pr_anchor_used,false,94,0,0.0,15.619765026889223,11.447787246092687,37.501301224437555,12.059464104658545,0.7559289460184544
tokyo_run2_shift3_anydd,high_dd_blend,true,21,0,0.0,5.448627620341942,3.5231741599644795,12.30531703938283,8.46268686291051,0.6344522291880577
tokyo_run2_shift3_anydd,high_dd_blend,false,179,3,1.675977653631285,11.377880168474181,7.982529316091507,30.295781654770426,5.295269585263841,0.7084682356445147
tokyo_run2_shift3_anydd,widelane_anchor_used,true,18,0,0.0,1.8811692150188095,1.398917447872341,3.5320344311461773,1.6806855317335585,0.6320406954740907
tokyo_run2_shift3_anydd,widelane_anchor_used,false,182,3,1.6483516483516483,11.63297079293253,8.01823255531132,30.295261604577778,7.163776180074465,0.7071614020682361
tokyo_run2_shift3_anydd,rsp_correction_used,true,0,0,0.0,nan,nan,nan,nan,nan
tokyo_run2_shift3_anydd,rsp_correction_used,false,200,3,1.5,10.755308650920297,7.844111692614765,30.294698046396007,5.657694360597592,0.6987527961718498
tokyo_run2_shift3_anydd,height_released,true,194,3,1.5463917525773196,10.03887886862323,6.96517751525225,30.160004434793198,6.052417443285975,0.7071067811865476
tokyo_run2_shift3_anydd,height_released,false,6,0,0.0,33.91987161185877,30.297736620389518,46.75733886459271,0.2977838140843424,0.6243576810700241
