method,rms_2d,mean_2d,p50,p95,max_2d,outlier_rate_pct,catastrophic_rate_pct,longest_outlier_segment_epochs,longest_outlier_segment_s,time_ms,backend,building_source,n_epochs
WLS,65.230378,64.846767,67.093975,68.637017,70.428449,0.000000,0.000000,0.000000,0.000000,0.010861,-,PLATEAU:/tmp/plateau_segment_cache/166238c5838382f5,100
EKF,65.548889,65.429459,67.024267,68.597772,69.621328,0.000000,0.000000,0.000000,0.000000,0.031900,-,PLATEAU:/tmp/plateau_segment_cache/166238c5838382f5,100
PF-10K,36.295520,33.402995,32.942056,60.777583,66.650052,0.000000,0.000000,0.000000,0.000000,1.419902,GPU,PLATEAU:/tmp/plateau_segment_cache/166238c5838382f5,100
PF3D-BVH-10K,36.490579,32.076375,27.248518,62.962146,67.091082,0.000000,0.000000,0.000000,0.000000,138.052392,GPU-3D-BVH,PLATEAU:/tmp/plateau_segment_cache/166238c5838382f5,100
