run,method,backend,time_ms_per_epoch,mean_2d,rms_2d,rms_3d,p50,p67,p95,max_2d,outlier_rate_pct,catastrophic_rate_pct,longest_outlier_segment_epochs,longest_outlier_segment_s,n_epochs
Shinjuku,PF+RobustClear-10K,GPU-3D,1.192849,72.201939,84.062783,98.219446,64.698927,74.940021,140.388701,351.375636,12.112523,0.000000,640.000000,64.300001,20227
