run,method,backend,time_ms_per_epoch,mean_2d,rms_2d,rms_3d,p50,p67,p95,max_2d,outlier_rate_pct,catastrophic_rate_pct,longest_outlier_segment_epochs,longest_outlier_segment_s,n_epochs
Shinjuku,PF-10K,GPU,0.276184,70.247131,78.457224,92.647957,65.225953,74.310011,124.972909,266.820423,10.485984,0.000000,522.000000,52.500000,20227
