target,positive_windows,windows,positive_rate,prob_mean,roc_auc,average_precision,brier
ratio_mean_ge3,40,197,0.20304568527918782,0.27635238340904045,0.756314981825096,0.41321508436221505,0.15204980406551266
ratio_mean_ge5,30,197,0.15228426395939088,0.20696464529204225,0.5812634024235692,0.2756475487022834,0.15452471567682416
ratio_p90_ge10,28,197,0.14213197969543148,0.19528036076335847,0.5827811424799456,0.25246052832001176,0.1481076521502888
ratio_p95_ge15,26,197,0.1319796954314721,0.18071656759686447,0.5645950210453227,0.1806354704925604,0.13950137888794775
ratio_rise_mean_ge2,21,197,0.1065989847715736,0.14576519731043822,0.6445197516219291,0.18321395941018864,0.11577413462147977
lock_p90p50_ge100,56,197,0.28426395939086296,0.30942750599627267,0.6037335482104622,0.34470378938802243,0.22161340574152094
lock_rise_p90p50_ge50,37,197,0.18781725888324874,0.23680854996792494,0.7646261829093712,0.3572333428866976,0.15551767897620986
lock_carry_or_rise,58,197,0.29441624365482233,0.32806224303575043,0.6127724645798328,0.3749311928068176,0.22670191232296566
ratio_or_lock_carry,68,197,0.34517766497461927,0.4004703815140897,0.5835117072682727,0.41740141646311324,0.25046780125337786
