epoch,tow,dt,tdcp_used,n_prev_carrier,n_cur_carrier,tdcp_postfit_rms_m,tdcp_velocity_error_mps,wls_error_2d_m,tdcp_reset_error_2d_m
156,187761.199999094,0.19999909400939941,True,13,13,0.002352824477057881,0.06905002482504695,55.28844667307799,65.43530333884262
157,187761.39999890327,0.19999980926513672,True,13,13,0.003854323367145548,0.07289171480160136,54.64035259308971,65.44721786114931
158,187761.59999990463,0.20000100135803223,True,13,13,0.0038278198442894275,0.0831535105547172,51.66904650999955,65.44464054935361
159,187761.79999995232,0.20000004768371582,True,13,13,0.0018917408096070392,0.1033781782874559,51.63870871408749,65.44819594685922
160,187762.0,0.20000004768371582,True,13,13,0.004155110637760071,0.044814015232037895,51.12641932550648,65.44587202328876
161,187762.199999094,0.19999909400939941,True,13,13,0.002294332017364535,0.03167192642414196,51.66201612758675,65.44695071629585
162,187762.39999890327,0.19999980926513672,True,13,13,0.003706634065659476,0.058001745670715796,51.22757725865495,65.44431294477714
163,187762.59999990463,0.20000100135803223,True,13,13,0.0054773372854847,0.05494668307574342,56.81225713387827,65.44745088449919
164,187762.79999995232,0.20000004768371582,True,13,13,0.005973364697933416,0.05800649291002738,57.75545870013536,65.44940394819832
165,187763.0,0.20000004768371582,True,13,13,0.0033970029495804933,0.04789285440688007,66.95283053868884,65.44474333441119
166,187763.199999094,0.19999909400939941,True,13,13,0.002599776728190369,0.017088483948195204,66.80683787547098,65.44773562070735
167,187763.39999890327,0.19999980926513672,True,13,13,0.0030433075960665753,0.0922182990662218,54.069882283224345,65.44721380705366
168,187763.59999990463,0.20000100135803223,True,13,13,0.0028568778040824042,0.09517919382061589,61.787252684753874,65.45131512741676
169,187763.79999995232,0.20000004768371582,True,13,13,0.0014613444045036433,0.06272529417110223,62.37032023455927,65.45438931096557
170,187764.0,0.20000004768371582,True,13,14,0.003182447800610857,0.1071826904100268,63.479834322928994,65.44122922589199
171,187764.199999094,0.19999909400939941,True,14,14,0.003273825328549622,0.13316501492751895,61.492471375615004,65.460889438213
172,187764.39999890327,0.19999980926513672,True,14,14,0.003116160050403826,0.05666378472867785,68.86779146014318,65.45071955018885
173,187764.59999990463,0.20000100135803223,True,14,14,0.0025561125636927797,0.052948532873884874,68.48910154532916,65.45922627640954
174,187764.79999995232,0.20000004768371582,True,14,14,0.0033109061929756066,0.059189258881252996,69.05750299676306,65.45966151174738
175,187765.0,0.20000004768371582,True,14,14,0.002502596400496977,0.0391139429744863,69.30623870061957,65.45421365570404
176,187765.199999094,0.19999909400939941,True,14,14,0.0030724705844798576,0.06127236280429168,69.63374574686729,65.45990173264677
177,187765.39999890327,0.19999980926513672,True,14,14,0.0028308650263855466,0.026600192788989903,71.44139417990313,65.4580252289142
178,187765.59999990463,0.20000100135803223,True,14,14,0.024296321761649878,0.7845022971836703,74.37165300473644,65.36422905644591
179,187765.79999995232,0.20000004768371582,True,14,14,0.054787628829579285,1.6415537157314954,82.15078993853683,65.1713004590387
180,187766.0,0.20000004768371582,True,14,15,0.003354482730976,0.03280659661624809,82.40156067945334,65.17281453119686
181,187766.199999094,0.19999909400939941,True,15,14,0.005299831733614365,0.045619802855068003,82.10597217439657,65.17824182293285
182,187766.39999890327,0.19999980926513672,True,14,14,0.0040971459803293125,0.04337105640360088,80.7052936657761,65.17098818039024
183,187766.59999990463,0.20000100135803223,True,14,14,0.004088284547848184,0.023190622188031206,67.86345018336965,65.17029473071581
184,187766.79999995232,0.20000004768371582,True,14,14,0.0028561445305600184,0.03246684116482393,80.37233192904958,65.1746351410668
185,187767.0,0.20000004768371582,True,14,14,0.0038901962116493333,0.03428252354880448,70.04077269919104,65.17698777360165
186,187767.199999094,0.19999909400939941,True,14,15,0.004881922290171519,0.05537634042649275,70.32067641304667,65.17384906163103
187,187767.39999890327,0.19999980926513672,True,15,15,0.0040079137084452375,0.04628679062134746,70.96883338381679,65.1716185223756
188,187767.59999990463,0.20000100135803223,True,15,15,0.020176135887470074,0.6104504300283099,76.06050628425403,65.10110657104292
189,187767.79999995232,0.20000004768371582,True,15,14,0.0037891728982977785,0.027447223179861934,71.95579558251715,65.09842808430496
190,187768.0,0.20000004768371582,True,14,15,0.005873893238436802,0.022988482680584343,86.50872141822948,65.09429550422864
191,187768.199999094,0.19999909400939941,True,15,14,0.006100523938114804,0.09964160354353596,71.51614057937613,65.10378120654678
192,187768.39999890327,0.19999980926513672,True,14,14,0.008474961224788826,0.09353886687750002,62.974842753980035,65.10200763858788
193,187768.59999990463,0.20000100135803223,True,14,14,0.0029861726014882317,0.03599807095098138,62.75932121140611,65.09942614345692
194,187768.79999995232,0.20000004768371582,True,14,14,0.006123694120671628,0.06078602618384573,62.771208917693606,65.10608371423014
195,187769.0,0.20000004768371582,True,14,14,0.003913920161174489,0.020282017312100782,70.38163575639828,65.1023733043562
196,187769.199999094,0.19999909400939941,True,14,14,0.005547062465746913,0.039959994448294636,70.16787464905649,65.09888028361985
197,187769.39999890327,0.19999980926513672,True,14,14,0.005388635197540838,0.059721678484685244,72.18786278255732,65.10721634493062
198,187769.59999990463,0.20000100135803223,True,14,14,0.005401470269365239,0.09250120184622354,72.17579273956017,65.09621086987256
199,187769.79999995232,0.20000004768371582,True,14,14,0.005900454628443192,0.08439400090296904,59.653410570936956,65.10765227163148
