method,n_runs,mean_rms_2d,mean_rms_3d,mean_p50,mean_p95,mean_outlier_rate_pct,mean_catastrophic_rate_pct,mean_longest_outlier_segment_s,mean_time_ms_per_epoch,wins_vs_wls_rms
PF-10K,1,71.295871,85.332351,61.244992,98.746812,4.493993,0.000000,47.200001,0.630688,nan
