method,n_runs,mean_rms_2d,mean_rms_3d,mean_p50,mean_p95,mean_outlier_rate_pct,mean_catastrophic_rate_pct,mean_longest_outlier_segment_s,mean_time_ms_per_epoch,wins_vs_wls_rms
PF-10K,1,60.649775,76.672074,60.466988,84.837290,1.998532,0.000000,26.000000,2.251151,nan
