label,n_epochs,ppc_pass_epochs,ppc_epoch_pass_pct,ppc_pass_distance_m,ppc_total_distance_m,ppc_score_pct,horizontal_pass_epochs,horizontal_pass_pct,vertical_limited_epochs,near_3d_fail_epochs,mid_3d_fail_epochs,far_3d_fail_epochs,median_error_2d_m,p95_error_2d_m,median_error_3d_m,p95_error_3d_m,median_vertical_abs_m,p95_vertical_abs_m,tdcp_used_epochs,last_velocity_epochs,dd_pr_anchor_epochs,high_dd_blend_epochs,widelane_anchor_epochs,rsp_correction_epochs,height_released_epochs,fused_improves_wls_3d_epochs,median_dd_shift_m,median_dd_robust_rms_m
dd1_age15_height,200,0,0.0,0.0,284.14402457882227,0.0,8,4.0,8,6,29,165,3.3069998781613146,9.69156727847034,19.202571984169783,31.716201181872375,18.39609077874811,30.351480864775606,35,142,101,101,15,0,136,199,11.39100490367883,0.713577842211842
dd1_age15_noheight,200,4,2.0,7.129802299057463,284.14402457882227,2.509221268906057,12,6.0,8,17,66,113,1.6470863464835723,9.691392491198972,3.4856836438476737,14.033202955410964,2.6390847814847618,12.49109383651728,35,142,135,135,34,0,0,199,1.9030129206591742,0.6965003930455443
shift3_age15_height,200,1,0.5,1.9398786046010652,284.14402457882227,0.6827096249785601,16,8.0,15,9,24,166,2.481107847132881,12.632417387907303,15.19510143438708,31.8325844270678,14.140849080490815,30.35035736150095,35,142,97,29,14,1,139,199,10.523532661418734,0.7071067811865476
shift3_age15_noheight,200,9,4.5,16.20538361247261,284.14402457882227,5.703228718778562,26,13.0,17,20,61,110,1.5319375469039742,10.348848555986963,3.4161120722189846,16.273889769601013,3.0316469864663325,14.36269963490995,35,142,129,17,31,0,0,199,2.368185149981796,0.7071067811865476
