city,run,config,systems,weight_scale,segment_id,start_index,end_index,start_time,end_time,n_epochs,duration_s,mean_error_2d,max_error_2d
tokyo,run3,"G,E","G,E",-,11,3135,3135,180087.600000,180087.600000,1,0.000000,20246.164253,20246.164253
tokyo,run3,"G,E","G,E",-,12,6019,6021,180664.400000,180664.799999,3,0.399999,104.041328,104.329330
tokyo,run3,"G,E","G,E",-,13,6163,6163,180693.200000,180693.200000,1,0.000000,107.276339,107.276339
tokyo,run3,"G,E","G,E",-,14,6166,6169,180693.799999,180694.399999,4,0.600000,102.778656,102.950236
tokyo,run3,"G,E","G,E",-,15,6183,6185,180697.200000,180697.600000,3,0.400000,112.087717,112.171988
tokyo,run3,"G,E","G,E",-,16,6188,6189,180698.200000,180698.399999,2,0.199999,100.159495,100.165564
tokyo,run3,"G,E","G,E",-,17,6320,6320,180724.599999,180724.599999,1,0.000000,103.779998,103.779998
tokyo,run3,"G,E","G,E",-,18,6328,6343,180726.200000,180729.199999,16,2.999999,104.851712,107.231714
tokyo,run3,"G,E","G,E",-,19,6345,6345,180729.599999,180729.599999,1,0.000000,100.461012,100.461012
tokyo,run3,"G,E","G,E",-,20,6501,6504,180760.799999,180761.399999,4,0.600000,105.647489,106.355523
tokyo,run3,"G,E","G,E",-,21,6532,6532,180767.000000,180767.000000,1,0.000000,104.355925,104.355925
tokyo,run3,"G,E","G,E",-,22,6534,6534,180767.399999,180767.399999,1,0.000000,104.302619,104.302619
tokyo,run3,"G,E","G,E",-,23,6538,6538,180768.200000,180768.200000,1,0.000000,100.331215,100.331215
tokyo,run3,"G,E","G,E",-,24,6549,6549,180770.399999,180770.399999,1,0.000000,105.142064,105.142064
tokyo,run3,"G,E","G,E",-,25,6554,6554,180771.399999,180771.399999,1,0.000000,20239.565937,20239.565937
tokyo,run3,"G,E","G,E",-,26,6556,6559,180771.799999,180772.399999,4,0.600000,20239.558195,20239.561556
tokyo,run3,"G,E","G,E",-,27,6560,6563,180773.000000,180773.799999,4,0.799999,10270.732120,20239.547892
tokyo,run3,"G,E","G,E",-,28,6573,6573,180776.200000,180776.200000,1,0.000000,134.271711,134.271711
tokyo,run3,"G,E","G,E",-,29,6591,6591,180779.799999,180779.799999,1,0.000000,107.221331,107.221331
tokyo,run3,"G,E","G,E",-,30,6596,6596,180780.800000,180780.800000,1,0.000000,104.493237,104.493237
tokyo,run3,"G,E","G,E",-,31,6601,6601,180781.800000,180781.800000,1,0.000000,103.474357,103.474357
tokyo,run3,"G,E","G,E",-,32,6608,6608,180783.200000,180783.200000,1,0.000000,101.676849,101.676849
tokyo,run3,"G,E","G,E",-,33,6625,6660,180786.599999,180793.599999,36,7.000000,117.041133,127.361843
tokyo,run3,"G,E","G,E",-,34,6664,6699,180794.400000,180801.399999,36,6.999999,144.624402,216.297859
tokyo,run3,"G,E","G,E",-,35,6796,6817,180820.799999,180825.000000,22,4.200001,105.755429,110.821244
tokyo,run3,"G,E","G,E",-,36,6819,6820,180825.399999,180825.600000,2,0.200001,101.217052,101.527159
tokyo,run3,"G,E","G,E",-,37,6848,6848,180831.200000,180831.200000,1,0.000000,107.411174,107.411174
tokyo,run3,"G,E","G,E",-,38,6851,6857,180831.799999,180833.000000,7,1.200001,209.239602,238.130476
tokyo,run3,"G,E","G,E",-,39,7744,7744,181010.399999,181010.399999,1,0.000000,100.858949,100.858949
tokyo,run3,"G,E","G,E",-,40,9558,9558,181373.200000,181373.200000,1,0.000000,122.874842,122.874842
tokyo,run3,"G,E","G,E",-,41,9681,9681,181397.800000,181397.800000,1,0.000000,457.934627,457.934627
tokyo,run3,"G,E","G,E",-,42,9684,9684,181398.399999,181398.399999,1,0.000000,458.280990,458.280990
tokyo,run3,"G,E","G,E",-,43,12703,12704,182002.399999,182002.600000,2,0.200001,10177.485772,20246.386636
tokyo,run3,"G,E","G,E",-,44,12711,12711,182004.000000,182004.000000,1,0.000000,20246.415289,20246.415289
tokyo,run3,"G,E","G,E",-,45,12747,12747,182011.199999,182011.199999,1,0.000000,116.981517,116.981517
tokyo,run3,"G,E","G,E",-,46,12750,12751,182011.800000,182012.000000,2,0.200000,120.460181,120.577660
tokyo,run3,"G,E","G,E",-,47,12825,12825,182026.799999,182026.799999,1,0.000000,109.788342,109.788342
tokyo,run3,"G,E","G,E",-,48,13006,13006,182063.000000,182063.000000,1,0.000000,109.047329,109.047329
tokyo,run3,"G,E","G,E",-,49,13014,13014,182065.000000,182065.000000,1,0.000000,101.748553,101.748553
tokyo,run3,"G,E","G,E",-,50,13039,13040,182070.000000,182070.199999,2,0.199999,10373.899546,20247.058657
tokyo,run3,"G,E","G,E",-,51,13051,13051,182072.399999,182072.399999,1,0.000000,103.219633,103.219633
tokyo,run3,"G,E","G,E",-,52,13353,13353,182132.799999,182132.799999,1,0.000000,100.438060,100.438060
tokyo,run3,"G,E","G,E",-,53,13450,13451,182152.200000,182152.399999,2,0.199999,364.715044,591.888617
tokyo,run3,"G,E","G,E",-,54,13473,13473,182156.799999,182156.799999,1,0.000000,105.944998,105.944998
tokyo,run3,"G,E","G,E",-,55,13636,13637,182189.399999,182189.600000,2,0.200001,100.410189,100.550544
tokyo,run3,"G,E","G,E",-,56,13639,13641,182190.000000,182190.399999,3,0.399999,100.252555,100.347809
tokyo,run3,"G,E","G,E",-,57,14241,14244,182310.399999,182311.000000,4,0.600001,107.612164,108.639995
tokyo,run3,"G,E","G,E",-,58,14247,14247,182311.600000,182311.600000,1,0.000000,114.129092,114.129092
tokyo,run3,"G,E","G,E",-,59,14294,14300,182321.000000,182322.200000,7,1.200000,100.567840,100.959296
tokyo,run3,"G,E","G,E",-,60,14349,14392,182332.000000,182340.600000,44,8.600000,119.829677,127.055110
tokyo,run3,"G,E","G,E",-,61,14397,14402,182341.600000,182342.600000,6,1.000000,100.387019,100.582676
tokyo,run3,"G,E","G,E",-,62,14406,14415,182343.399999,182345.200000,10,1.800001,100.711603,101.171017
tokyo,run3,"G,E","G,E",-,63,14421,14439,182346.400000,182350.000000,19,3.600000,112.344409,114.451160
tokyo,run3,"G,E","G,E",-,64,14505,14505,182363.199999,182363.199999,1,0.000000,105.103642,105.103642
tokyo,run3,"G,E","G,E",-,65,14506,14507,182364.800000,182365.000000,2,0.200000,20248.349151,20248.350427
