backend,blocked_epoch_frac,blocked_threshold,catastrophic_rate_pct,city,disagreement_threshold_m,longest_outlier_segment_epochs,longest_outlier_segment_s,max_2d,mean_2d,mean_blocked_score,mean_disagreement_m,mean_positive_score,method,n_epochs,nlos_fraction,outlier_rate_pct,p50,p67,p95,positive_threshold,rms_2d,rms_3d,run,segment_label,start_epoch,subset_key,time_ms_per_epoch
GPU-hybrid,0.120000,0.000000,0.000000,tokyo,10.000000,59.000000,11.600000,119.972764,97.980248,0.003294,93.853194,0.152106,"PF-RichGate(b=0,p=0.75,d=10)",100,0.013605,59.000000,106.783655,114.843469,119.473371,0.750000,100.467282,108.354416,run3,tokyo_run3_seg774,774,436910dd3dca5c2a,nan
GPU-hybrid,0.040000,0.000000,0.000000,nagoya,10.000000,0.000000,0.000000,96.843405,74.779057,0.003486,60.163765,0.082728,"PF-RichGate(b=0,p=0.75,d=10)",100,0.066667,0.000000,75.103069,76.695460,82.280011,0.750000,75.020855,78.601089,run2,nagoya_run2_seg983,983,63e337fab2e5f33f,nan
GPU-hybrid,0.240000,0.000000,0.000000,tokyo,20.000000,57.000000,11.199999,128.683579,91.650758,0.006858,86.143252,0.258099,"PF-RichGate(b=0,p=0.75,d=20)",100,0.064935,57.000000,108.453505,120.243701,127.096363,0.750000,99.025701,108.666143,run2,tokyo_run2_seg808,808,5dc816ee3fc0ae64,nan
GPU-hybrid,0.110000,0.000000,0.000000,tokyo,20.000000,59.000000,11.600000,119.972764,98.045812,0.003294,93.853194,0.152106,"PF-RichGate(b=0,p=0.75,d=20)",100,0.013605,59.000000,106.783655,114.843469,119.473371,0.750000,100.511776,108.373374,run3,tokyo_run3_seg774,774,436910dd3dca5c2a,nan
GPU-hybrid,0.040000,0.000000,0.000000,nagoya,20.000000,0.000000,0.000000,96.843405,74.779057,0.003486,60.163765,0.082728,"PF-RichGate(b=0,p=0.75,d=20)",100,0.066667,0.000000,75.103069,76.695460,82.280011,0.750000,75.020855,78.601089,run2,nagoya_run2_seg983,983,63e337fab2e5f33f,nan
GPU-hybrid,0.240000,0.000000,0.000000,tokyo,40.000000,57.000000,11.199999,128.683579,91.650758,0.006858,86.143252,0.258099,"PF-RichGate(b=0,p=0.75,d=40)",100,0.064935,57.000000,108.453505,120.243701,127.096363,0.750000,99.025701,108.666143,run2,tokyo_run2_seg808,808,5dc816ee3fc0ae64,nan
GPU-hybrid,0.110000,0.000000,0.000000,tokyo,40.000000,59.000000,11.600000,119.972764,98.045812,0.003294,93.853194,0.152106,"PF-RichGate(b=0,p=0.75,d=40)",100,0.013605,59.000000,106.783655,114.843469,119.473371,0.750000,100.511776,108.373374,run3,tokyo_run3_seg774,774,436910dd3dca5c2a,nan
GPU-hybrid,0.040000,0.000000,0.000000,nagoya,40.000000,0.000000,0.000000,96.843405,74.779057,0.003486,60.163765,0.082728,"PF-RichGate(b=0,p=0.75,d=40)",100,0.066667,0.000000,75.103069,76.695460,82.280011,0.750000,75.020855,78.601089,run2,nagoya_run2_seg983,983,63e337fab2e5f33f,nan
GPU-hybrid,0.230000,0.000000,0.000000,tokyo,80.000000,57.000000,11.199999,128.683579,91.924224,0.006858,86.143252,0.258099,"PF-RichGate(b=0,p=0.75,d=80)",100,0.064935,57.000000,108.453505,120.243701,127.096363,0.750000,99.134812,108.793930,run2,tokyo_run2_seg808,808,5dc816ee3fc0ae64,nan
GPU-hybrid,0.110000,0.000000,0.000000,tokyo,80.000000,59.000000,11.600000,119.972764,98.045812,0.003294,93.853194,0.152106,"PF-RichGate(b=0,p=0.75,d=80)",100,0.013605,59.000000,106.783655,114.843469,119.473371,0.750000,100.511776,108.373374,run3,tokyo_run3_seg774,774,436910dd3dca5c2a,nan
GPU-hybrid,0.000000,0.000000,0.000000,nagoya,80.000000,0.000000,0.000000,83.852531,73.947469,0.003486,60.163765,0.082728,"PF-RichGate(b=0,p=0.75,d=80)",100,0.066667,0.000000,75.074592,76.288202,80.392926,0.750000,74.062776,77.412613,run2,nagoya_run2_seg983,983,63e337fab2e5f33f,nan
GPU-hybrid,0.300000,0.001000,0.000000,tokyo,0.000000,57.000000,11.199999,128.683579,89.594697,0.006858,86.143252,0.258099,"PF-RichGate(b=0.001,p=0,d=0)",100,0.064935,57.000000,106.813982,119.609515,126.502114,0.000000,97.713668,107.026540,run2,tokyo_run2_seg808,808,5dc816ee3fc0ae64,nan
GPU-hybrid,0.350000,0.001000,0.000000,tokyo,0.000000,55.000000,10.800001,119.972764,85.417652,0.003294,93.853194,0.152106,"PF-RichGate(b=0.001,p=0,d=0)",100,0.013605,57.000000,106.783655,114.843469,119.473371,0.000000,92.807542,102.049709,run3,tokyo_run3_seg774,774,436910dd3dca5c2a,nan
GPU-hybrid,0.190000,0.001000,0.000000,nagoya,0.000000,0.000000,0.000000,96.843405,77.022721,0.003486,60.163765,0.082728,"PF-RichGate(b=0.001,p=0,d=0)",100,0.066667,0.000000,75.248460,78.328105,95.464543,0.000000,77.467152,81.177838,run2,nagoya_run2_seg983,983,63e337fab2e5f33f,nan
GPU-hybrid,0.300000,0.001000,0.000000,tokyo,5.000000,57.000000,11.199999,128.683579,89.594697,0.006858,86.143252,0.258099,"PF-RichGate(b=0.001,p=0,d=5)",100,0.064935,57.000000,106.813982,119.609515,126.502114,0.000000,97.713668,107.026540,run2,tokyo_run2_seg808,808,5dc816ee3fc0ae64,nan
GPU-hybrid,0.350000,0.001000,0.000000,tokyo,5.000000,55.000000,10.800001,119.972764,85.417652,0.003294,93.853194,0.152106,"PF-RichGate(b=0.001,p=0,d=5)",100,0.013605,57.000000,106.783655,114.843469,119.473371,0.000000,92.807542,102.049709,run3,tokyo_run3_seg774,774,436910dd3dca5c2a,nan
