method,rms_2d,mean_2d,p50,p95,max_2d,outlier_rate_pct,catastrophic_rate_pct,longest_outlier_segment_epochs,longest_outlier_segment_s,time_ms,backend,building_source,n_epochs
WLS,94.547812,88.128138,80.693972,194.949288,213.812041,17.000000,0.000000,8.000000,1.400001,0.011559,-,PLATEAU:/tmp/plateau_segment_cache/5dc816ee3fc0ae64,100
EKF,88.796941,85.621212,81.455105,135.279292,171.668666,17.000000,0.000000,15.000000,2.800000,0.032788,-,PLATEAU:/tmp/plateau_segment_cache/5dc816ee3fc0ae64,100
PF-10K,107.482215,104.084980,113.780264,133.042358,133.713000,59.000000,0.000000,59.000000,11.600000,1.479440,GPU,PLATEAU:/tmp/plateau_segment_cache/5dc816ee3fc0ae64,100
PF3D-BVH-10K,106.421090,103.214340,115.023876,130.468782,131.170208,61.000000,0.000000,61.000000,12.000000,329.180749,GPU-3D-BVH,PLATEAU:/tmp/plateau_segment_cache/5dc816ee3fc0ae64,100
