epoch,error_2d,posterior_std_2d,posterior_std_x,posterior_std_y,posterior_std_z,kurtosis_2d,ess,n_sat
3171,20100.1406,4.8274,9.8269,8.3001,8.7169,78.0886,10000.0,14
3172,20100.0141,4.9139,10.2754,8.0171,8.3123,77.3953,10000.0,14
3173,20099.2559,5.5504,10.2198,8.5819,8.6194,58.1653,10000.0,14
3174,20100.5021,5.9808,10.1961,9.8094,9.6254,53.9205,10000.0,13
3175,20101.9983,6.4672,10.4829,10.6076,10.3577,48.6591,10000.0,13
3176,20103.0727,6.5823,10.4255,11.2715,10.4285,49.4413,10000.0,13
3177,20102.3156,6.9522,9.9505,11.2797,11.0342,39.3512,10000.0,13
3178,20102.4792,7.3611,9.5401,10.8290,11.6041,29.8518,10000.0,13
3179,20101.8218,7.4594,8.5596,9.5438,12.1814,23.5935,10000.0,13
3180,20100.1037,6.8792,7.6499,8.3590,12.0250,24.6243,10000.0,13
3181,20100.4344,6.8412,7.7354,8.3593,11.7736,26.3252,10000.0,13
3182,20101.9661,6.9027,8.2144,8.8531,12.5437,28.4504,10000.0,13
3183,20102.6464,7.0303,8.1983,9.4702,13.1257,28.3054,10000.0,13
3184,20102.4382,7.0924,9.1447,9.5441,13.2813,32.2019,10000.0,14
3185,20101.8916,7.4451,10.1272,9.5128,13.6214,31.2885,10000.0,14
3186,20099.7398,7.9600,9.9208,8.8172,14.0976,24.0185,10000.0,15
3187,20100.1701,7.6427,9.6847,7.9201,14.3489,24.8320,10000.0,15
3188,20101.1575,7.0938,9.2299,7.6688,15.3091,30.2639,10000.0,14
3189,20102.3968,6.7160,8.7786,7.0083,15.4863,31.1211,10000.0,14
3190,20101.6693,6.1714,8.1265,5.9727,14.5857,33.3599,10000.0,14
3191,20102.6436,5.8563,7.5183,5.8528,15.0270,32.5653,10000.0,14
3192,20103.5850,5.0160,6.7132,5.8456,16.0035,39.7086,10000.0,13
3193,20104.0705,4.4092,6.0612,6.5698,15.8583,39.9134,10000.0,13
3194,20104.7761,4.3819,6.0114,6.8773,15.7196,39.7861,10000.0,13
3195,20104.8906,4.6562,6.3304,7.4988,15.4209,40.2023,10000.0,13
3196,20105.3240,5.0353,6.8958,7.7936,16.2963,40.4724,10000.0,13
3197,20104.6694,5.6371,7.7651,8.4563,16.3785,39.5907,10000.0,13
3198,20105.1095,5.7357,8.2898,8.4663,16.1305,40.8797,10000.0,13
3199,20106.4613,5.6175,8.7583,8.8098,15.9251,45.5464,10000.0,13
3200,20109.5448,5.5879,9.7378,9.3862,15.6763,55.1470,10000.0,14
3201,20110.5997,5.5643,10.5459,9.8528,15.4487,67.4971,10000.0,14
3202,20112.0394,5.7926,10.6285,9.5187,15.0259,57.8272,10000.0,14
3203,20112.1742,5.9235,10.9640,9.6036,15.2739,58.3864,10000.0,14
3204,20113.3622,5.8452,11.0819,10.0931,14.7649,67.3056,10000.0,14
3205,20115.4061,5.0765,10.8670,10.0731,13.6676,105.4099,10000.0,14
3206,20117.4829,5.1346,11.2386,9.9258,12.3848,106.9415,10000.0,13
3207,20119.8594,5.8289,10.9148,8.8832,11.2353,57.4737,10000.0,13
3208,20121.1452,6.6540,9.8212,6.9401,10.5789,25.9347,10000.0,13
3209,20122.1333,6.4685,8.7996,5.9169,9.1133,21.7159,10000.0,13
3210,20123.1542,5.9649,7.9758,5.2779,7.8156,24.0411,10000.0,12
3211,20123.7920,4.9305,6.3734,4.9857,6.2167,32.8742,10000.0,12
3212,20123.9450,4.2709,5.4507,5.1141,5.1011,41.2001,10000.0,12
3213,20123.7387,4.3562,5.5561,5.7850,5.1416,43.1347,10000.0,12
3214,20123.3893,4.1765,5.2574,6.3269,5.6287,42.8717,10000.0,12
3215,20123.6154,4.0630,5.2270,6.8150,5.7062,47.8310,10000.0,12
3216,20123.4718,3.8944,5.5348,6.5825,6.0755,50.8851,10000.0,13
3217,20123.1700,3.9499,5.6914,6.8251,6.8089,49.8190,10000.0,13
3218,20122.9546,4.2941,6.1527,6.6826,7.1101,41.4011,10000.0,13
3219,20123.0882,4.7678,6.6860,7.1440,7.1447,37.1454,10000.0,13
3220,20123.5835,5.2629,7.2782,8.1995,6.9680,36.3844,10000.0,13
3221,20123.8141,5.5968,7.4786,9.5287,7.4630,40.6123,10000.0,13
3222,20125.1460,6.0161,6.6386,10.3064,8.7861,35.3708,10000.0,13
3223,20124.9470,6.4210,6.4866,10.1995,9.7130,29.2911,10000.0,13
3224,20124.5463,6.7268,6.9846,10.2694,10.0252,28.5467,10000.0,13
3225,20123.0392,6.9121,7.0737,10.9426,10.0653,30.9861,10000.0,13
3226,20122.5885,7.2084,6.9083,10.6282,11.1151,26.8236,10000.0,13
3227,20121.8455,7.0760,6.4312,10.6727,12.0039,27.2607,10000.0,13
3228,20122.1287,6.7724,6.0694,11.0470,12.5236,29.5973,10000.0,13
3229,20122.6968,6.5843,5.7537,10.9575,12.1637,31.3508,10000.0,13
3230,20123.6313,7.0781,4.7979,10.3396,11.1976,24.4066,10000.0,13
3231,20123.5150,7.0011,4.6508,9.7004,10.3504,25.1714,10000.0,13
3232,20123.3764,6.6081,4.8396,8.8669,9.9962,27.8169,10000.0,13
3233,20124.0576,5.7400,5.0275,8.2323,9.9029,32.8407,10000.0,13
3234,20123.3471,5.6767,5.0291,10.0027,8.8854,38.9816,10000.0,14
3235,20122.7533,6.1583,5.3722,11.4316,8.3162,50.4277,10000.0,14
3236,20121.9444,6.5772,5.9756,12.0450,7.6323,48.4998,10000.0,14
3237,20122.0329,6.1334,6.3225,11.4742,7.6163,52.4543,10000.0,14
3238,20121.7720,5.7345,7.2071,10.9738,7.5014,57.5359,10000.0,13
3239,20121.4994,5.5017,8.3480,10.2686,6.9082,56.4007,10000.0,13
3240,20121.2729,6.1474,7.9290,9.3910,6.3191,33.2788,10000.0,13
3241,20120.1124,5.6729,5.8888,6.6539,4.9912,26.1059,10000.0,13
3242,20119.9447,4.3274,5.0714,5.3453,4.5739,39.4321,10000.0,13
3243,20120.4696,4.6390,5.6598,5.9572,4.9741,37.8006,10000.0,13
3244,20121.0434,4.1419,5.9548,5.3189,5.2920,41.3567,10000.0,13
3245,20121.1345,3.8752,6.5352,5.1009,5.7033,46.4243,10000.0,13
3246,20121.5847,4.3804,7.2100,5.5310,5.9333,40.4440,10000.0,13
3247,20121.8680,4.6357,7.9917,5.9363,6.0214,42.7362,10000.0,13
3248,20122.4687,4.8020,8.5634,6.2037,5.8668,45.7357,10000.0,14
3249,20123.4929,5.0568,9.0299,7.0821,5.8416,49.7580,10000.0,14
3250,20124.1100,5.1307,9.2737,7.6629,6.5279,54.5395,10000.0,14
3251,20124.3391,5.0197,9.1361,8.3212,6.9086,61.1052,10000.0,14
3252,20124.0115,5.1023,9.2952,9.2009,7.1916,68.2232,10000.0,14
3253,20123.2148,5.5815,9.3731,9.6129,8.0032,54.3095,10000.0,14
3254,20122.7305,6.1279,9.8597,9.9586,8.2912,46.4141,10000.0,14
3255,20123.4443,6.1710,10.9114,10.3252,8.4388,55.1839,10000.0,14
3256,20123.1454,5.9687,11.7658,10.4652,8.3952,72.3576,10000.0,14
3257,20122.0003,6.2973,12.5314,10.5057,7.6598,69.1588,10000.0,14
3258,20121.5974,6.5071,13.5805,10.3600,6.2895,72.3668,10000.0,14
3259,20122.1608,6.8938,14.2603,10.4500,6.0832,69.6582,10000.0,14
3260,20122.3552,7.1453,13.6810,10.4759,6.1597,56.7788,10000.0,14
3261,20122.8951,6.6138,13.1814,11.0365,6.1885,75.8726,10000.0,14
3262,20122.8580,6.4289,13.0020,11.1494,6.6488,82.5851,10000.0,14
3263,20122.7800,7.3444,12.3834,11.8832,7.4072,52.7053,10000.0,14
3264,20122.0636,8.4410,10.4618,11.6527,7.0999,28.8572,10000.0,15
3265,20121.6303,8.5603,8.2297,11.4718,6.5347,24.4083,10000.0,15
3266,20121.2958,8.5696,7.3732,12.2343,5.8621,25.0509,10000.0,15
3267,20121.0075,8.9089,6.6919,12.6287,6.0103,24.0317,10000.0,15
3268,20121.0625,8.9212,6.7965,12.3743,6.0541,24.2123,10000.0,15
3269,20120.6655,8.2262,5.8438,10.8837,5.8131,24.6917,10000.0,15
3270,20120.2706,8.4191,5.6203,11.6167,5.6172,24.8385,10000.0,15
3271,20120.5240,8.3635,5.6941,11.4449,5.6852,23.9696,10000.0,15
3272,20120.4634,8.2670,5.9530,11.3777,5.9664,24.3842,10000.0,15
3273,20120.5057,7.8989,5.6753,11.0143,5.5369,25.8270,10000.0,15
3274,20120.7435,7.7427,6.0619,10.8048,5.8968,25.9733,10000.0,14
3275,20120.2458,7.8026,6.2649,11.1024,5.7678,27.1816,10000.0,14
3276,20120.9129,8.0616,6.4198,12.5342,6.3287,26.8987,10000.0,14
3277,20121.3712,7.9975,6.8718,13.0255,6.3405,27.4368,10000.0,14
3278,20121.0148,7.8689,7.2700,13.0035,6.8052,30.5278,10000.0,14
3279,20120.2885,7.5788,7.6576,12.4468,7.3307,33.4841,10000.0,14
3280,20119.8138,7.3530,7.8330,11.9631,7.6466,33.9140,10000.0,14
3281,20119.5228,7.4758,7.7900,11.3170,7.0932,29.6188,10000.0,14
3282,20119.4148,7.0452,7.6541,10.2031,6.6313,30.8114,10000.0,14
3283,20118.4645,6.3995,7.1572,9.3381,6.4988,33.9966,10000.0,14
3284,20117.8636,5.6681,6.8899,8.9840,6.0734,43.4667,10000.0,14
3285,20117.3900,4.7624,6.7046,8.2515,6.2101,55.6490,10000.0,14
3286,20118.1333,4.2984,6.5101,7.8506,6.6234,63.6700,10000.0,14
3287,20119.5344,4.4047,6.4866,7.2908,7.2778,56.6464,10000.0,14
3288,20119.5931,4.3173,6.9075,6.7344,7.6475,49.1687,10000.0,14
3289,20120.4354,4.4118,6.9962,7.0159,7.9835,46.6629,10000.0,14
3290,20120.7676,4.5749,6.9906,7.4279,8.2115,46.1650,10000.0,14
3291,20120.5075,4.8773,7.3295,7.5128,8.6728,42.5565,10000.0,14
3292,20120.6052,4.9270,7.3241,7.5890,8.2296,42.5566,10000.0,14
3293,20120.6541,5.3097,6.2792,8.2453,6.9083,34.1311,10000.0,14
3294,20119.6744,5.1481,5.2112,7.6444,5.4908,27.5190,10000.0,13
3295,20119.1000,4.8316,4.8722,7.3447,4.3622,29.0937,10000.0,13
3296,20118.9106,4.8464,4.7125,7.5256,4.6580,29.4315,10000.0,13
3297,20118.8715,4.9885,4.5261,7.8380,5.3296,29.7954,10000.0,13
3298,20117.9979,4.9204,4.6177,8.4001,5.6591,34.9835,10000.0,13
3299,20116.7572,4.5929,4.6980,8.1590,5.4621,40.8372,10000.0,13
3300,20116.4291,4.5287,4.9735,8.1775,5.8322,43.6977,10000.0,13
3301,20116.2469,4.4340,4.9746,8.0499,5.9370,42.4696,10000.0,13
3302,20116.2361,4.3639,4.7503,7.8568,5.9106,39.6457,10000.0,13
3303,20115.9165,4.3115,4.7052,7.5197,6.2961,37.0643,10000.0,13
3304,20115.1343,4.2685,5.1429,7.2630,6.7683,38.6924,10000.0,13
3305,20114.2379,4.2331,5.6264,7.3248,7.0334,44.2922,10000.0,13
3306,20113.0832,4.3908,6.0108,7.2356,6.9164,41.3644,10000.0,13
3307,20113.0638,4.5905,6.5339,7.5321,7.3744,43.8036,10000.0,13
3308,20113.3348,4.7745,6.4496,8.0176,7.3266,44.8742,10000.0,12
3309,20113.3956,5.3702,7.0857,8.9820,6.9858,41.0843,10000.0,12
3310,20112.9660,5.3339,7.0255,9.8166,7.0969,48.5982,10000.0,12
3311,20112.7843,5.8762,6.8492,10.6008,7.3048,41.0762,10000.0,12
3312,20113.8339,6.4687,6.8122,11.1003,7.5512,37.2326,10000.0,12
3313,20114.9529,6.6144,6.6361,10.7248,8.0894,34.1295,10000.0,12
3314,20114.9427,6.9023,6.8250,11.0538,7.6562,32.8920,10000.0,11
3315,20113.9634,6.7021,6.9729,11.3024,7.1427,38.3171,10000.0,11
3316,20113.4950,7.0145,6.5367,10.8917,6.5932,32.3590,10000.0,12
3317,20113.7014,6.4933,5.3528,8.4883,6.5413,28.4516,10000.0,12
3318,20114.5373,4.4554,4.3083,5.6529,5.5222,43.5147,10000.0,12
3319,20115.5941,3.7983,4.1732,5.2412,4.9969,50.1309,10000.0,12
3320,20116.0730,3.4509,4.6027,4.7757,5.1489,44.9278,10000.0,11
3321,20115.9920,3.1180,4.3006,4.4036,4.7584,36.1494,10000.0,11
3322,20115.7738,2.8593,3.9204,4.0392,4.2986,36.7460,10000.0,11
3323,20116.0373,2.8102,3.7731,4.1000,4.4861,36.3351,10000.0,11
3324,20116.2447,2.7507,3.9623,4.1754,5.0454,39.1656,10000.0,10
3325,20115.9750,2.9209,4.2796,4.5050,5.5778,42.5132,10000.0,10
3326,20115.5491,3.0542,4.9868,4.4387,6.4795,47.9091,10000.0,12
3327,20115.5168,3.2539,5.1983,4.4967,6.5982,42.4087,10000.0,12
3328,20115.9122,3.5289,5.6631,4.4519,6.3391,37.5557,10000.0,11
3329,20116.2403,3.7259,6.1209,4.6086,6.2077,38.5828,10000.0,11
3330,20116.4637,4.0962,6.5413,4.6300,6.3312,35.0591,10000.0,11
3331,20116.4571,4.1215,6.7867,4.6103,5.8901,35.1625,10000.0,11
3332,20116.3488,4.0927,7.2004,4.7312,5.6056,40.3322,10000.0,9
3333,20116.7553,4.1236,7.8358,5.0443,5.6272,47.4183,10000.0,9
3334,20116.4478,4.2872,8.2211,4.9536,6.0263,45.1583,10000.0,8
3335,20116.5434,4.4990,7.9993,5.5497,6.7539,41.9391,10000.0,8
3336,20116.4717,4.5768,8.0842,5.9519,7.4964,44.5768,10000.0,4
3337,20117.0882,5.0814,8.6655,6.4823,7.7458,40.5614,10000.0,4
3338,20119.2851,5.0560,8.0566,6.6541,7.2123,38.6065,10000.0,4
3339,20120.1814,5.0734,8.3540,6.8830,7.2233,41.5784,10000.0,4
3340,20120.9576,5.0283,8.1943,7.2900,7.0036,45.3951,10000.0,6
3341,20121.5874,5.0174,8.2144,6.9880,6.7154,43.2715,10000.0,6
3342,20121.7796,4.7945,7.7548,7.2272,6.7699,46.6390,10000.0,6
3343,20121.7958,4.4466,7.5245,6.9514,7.2643,52.5157,10000.0,6
3344,20120.8933,4.9813,8.1915,7.3414,8.2045,46.5889,10000.0,9
3345,20120.8240,5.6306,8.3802,8.2089,8.7539,37.9775,10000.0,9
3346,20121.0518,5.5876,8.6727,7.7062,8.2381,37.2311,10000.0,11
3347,20118.3549,6.0739,9.2809,7.3307,9.0319,34.9284,10000.0,11
3348,20116.4333,6.3506,9.7446,6.8338,10.4851,32.9703,10000.0,11
3349,20114.8600,6.1248,9.9304,6.2096,11.1146,32.8802,10000.0,11
3350,20113.8029,5.8813,9.9942,5.9556,12.0265,35.1689,10000.0,12
3351,20112.3379,6.0566,9.9916,6.7771,12.9266,39.2747,10000.0,12
3352,20112.5220,6.1935,10.5637,7.1932,13.1422,42.1540,10000.0,12
3353,20111.6708,6.2656,10.4333,7.3653,12.1991,44.1160,10000.0,12
3354,20112.4504,6.0126,10.2046,7.8063,11.4267,49.2671,10000.0,13
3355,20113.4850,6.0653,10.4208,7.9004,10.8536,46.4802,10000.0,13
3356,20115.0049,6.4625,9.8282,7.4143,9.8505,33.2778,10000.0,13
3357,20116.3930,6.8829,9.5424,6.4864,8.9813,23.9610,10000.0,13
3358,20118.1128,6.2473,8.1303,5.5254,8.0735,24.8550,10000.0,12
3359,20118.7952,6.1050,8.0202,5.1845,7.2924,26.9282,10000.0,12
3360,20119.2772,6.4458,8.3215,6.0196,7.6939,30.4075,10000.0,12
3361,20119.5971,5.7854,7.5400,5.8742,7.4852,35.4500,10000.0,12
3362,20119.6932,5.5626,7.3052,5.9386,6.6247,37.9205,10000.0,13
3363,20119.7389,4.4814,6.0338,5.0235,5.6366,43.3663,10000.0,13
3364,20119.8532,3.4660,5.1929,4.3162,5.0501,45.4680,10000.0,13
3365,20119.7880,2.9735,4.5234,4.3305,4.6988,44.2079,10000.0,13
3366,20119.7322,2.8951,4.6467,4.3915,4.6090,45.7952,10000.0,13
3367,20120.0765,3.0106,4.6223,4.5794,4.5273,43.0758,10000.0,13
3368,20120.4545,3.1040,4.8617,4.5774,4.8222,42.7449,10000.0,13
3369,20120.4456,3.1709,5.2113,4.5789,5.2607,44.4861,10000.0,13
3370,20121.4926,3.1483,5.4500,4.8839,5.5311,53.1884,10000.0,13
3371,20122.3519,3.3065,5.6141,5.0651,6.1540,50.6374,10000.0,13
3372,20123.5315,3.7526,6.2284,5.3767,7.2066,45.1250,10000.0,13
3373,20127.6441,4.1257,7.0255,4.9639,9.3431,41.2955,10000.0,13
3374,20133.6375,4.4087,5.7331,4.2846,8.2026,28.7348,10000.0,13
3375,20135.6828,3.4006,4.5555,3.8513,5.9895,39.8099,10000.0,13
3376,20135.7690,3.0336,4.7753,3.8145,4.9950,48.9218,10000.0,13
3377,20135.6130,3.0579,4.9997,4.0363,5.0138,43.6679,10000.0,13
3378,20135.6903,2.9531,5.2400,4.4616,5.0749,56.2142,10000.0,14
3379,20136.0443,3.0261,5.7398,4.6534,5.3789,61.8038,10000.0,14
3380,20136.4959,3.3947,6.3683,5.1006,6.0017,56.6727,10000.0,13
3381,20136.7245,3.7046,7.0747,5.2722,5.9896,55.5589,10000.0,13
3382,20137.1512,3.8577,7.2994,5.3200,6.4194,51.6999,10000.0,13
3383,20137.4806,3.8236,7.2515,5.6873,6.6535,58.2337,10000.0,13
3384,20137.9282,3.8167,6.9064,5.9666,6.1521,56.5193,10000.0,13
3385,20138.9311,3.8276,6.6079,6.0656,5.9629,53.4644,10000.0,13
3386,20139.9326,4.0832,6.4949,5.9649,6.0378,42.8885,10000.0,12
3387,20141.8935,4.0044,6.7571,6.0566,6.7691,49.8506,10000.0,12
3388,20143.5097,3.9618,6.8979,6.0519,6.8749,54.6178,10000.0,12
3389,20144.5300,4.0536,6.9870,6.1991,6.7136,51.5510,10000.0,12
3390,20144.4274,4.5029,7.2858,6.7283,6.5909,46.7833,10000.0,12
3391,20143.7474,4.9877,7.5405,7.0921,6.7076,37.8056,10000.0,12
3392,20145.9619,4.8692,6.4631,6.7460,7.3259,32.3771,10000.0,13
3393,20147.7307,5.3238,6.3161,7.2152,7.1584,30.0317,10000.0,13
3394,20148.3453,5.3364,6.1172,7.9989,7.5923,34.4493,10000.0,13
3395,20148.9527,5.7292,5.8457,8.3858,8.2474,30.9615,10000.0,13
3396,20150.4143,5.4842,5.3983,8.0114,8.5020,30.8691,10000.0,13
3397,20151.7154,4.9299,5.4261,7.5119,8.7394,34.4642,10000.0,13
3398,20152.6219,4.5253,5.3811,7.2111,8.8446,37.3438,10000.0,13
3399,20153.3618,4.5728,5.4377,6.9725,8.8502,35.1121,10000.0,13
3400,20153.8613,4.4465,5.3494,6.9289,9.3071,35.9606,10000.0,13
3401,20154.0879,4.3829,5.3647,7.2148,10.0989,40.2352,10000.0,13
3402,20152.3763,4.6192,5.1700,8.1321,11.5202,41.2289,10000.0,13
3403,20147.8162,4.0435,4.2345,8.5195,13.6498,57.3656,10000.0,13
3404,20143.6817,3.9174,3.9676,7.9527,14.8886,52.2687,10000.0,14
3405,20141.6384,3.9854,4.3020,7.7817,15.5595,48.4138,10000.0,14
3406,20142.7587,3.8873,4.8408,7.7830,15.6672,54.7595,10000.0,14
3407,20142.9678,4.1563,5.4056,7.6659,15.5299,48.1544,10000.0,14
3408,20143.7348,4.6055,5.7243,8.1277,15.8945,42.7686,10000.0,14
3409,20144.6406,4.4903,5.6260,8.2440,15.9610,47.3431,10000.0,14
3410,20145.5119,4.4940,5.1414,8.2514,15.4085,43.0970,10000.0,14
3411,20146.7704,4.5064,4.9554,8.5165,14.2627,46.2174,10000.0,14
3412,20150.0811,4.3885,4.7488,8.2574,11.9938,48.8334,10000.0,14
3413,20152.7063,4.0402,4.7620,7.2735,10.9310,51.5530,10000.0,14
3414,20152.0035,3.6723,4.4579,6.6574,11.0653,50.3615,10000.0,14
3415,20148.4388,3.2658,4.2770,5.9194,9.3072,52.2952,10000.0,14
3416,20144.2748,3.0391,4.4698,5.0922,8.0059,49.8638,10000.0,14
3417,20141.5687,3.0467,4.2722,4.3390,5.5553,39.6711,10000.0,14
3418,20140.9287,2.9895,4.5589,4.3881,4.8482,43.8760,10000.0,14
3419,20141.2274,3.0051,4.9849,4.3593,5.3995,45.8629,10000.0,14
3420,20141.6895,3.1168,5.1240,4.6954,5.9977,46.8964,10000.0,14
3421,20142.4071,3.3456,5.2286,5.0508,6.1967,43.0051,10000.0,14
3422,20142.2953,3.7057,5.6425,5.4158,6.4592,39.0932,10000.0,14
3423,20141.9897,4.0900,6.2006,5.4348,6.6589,36.3262,10000.0,14
3424,20143.3221,4.4481,6.5897,5.5458,7.2097,33.5232,10000.0,14
3425,20145.2725,4.6298,6.9323,5.5747,7.1330,31.9356,10000.0,14
3426,20146.8462,4.7049,7.4850,5.8256,6.8106,35.5552,10000.0,14
3427,20148.0779,4.6261,7.8672,6.4313,6.3965,45.1062,10000.0,14
3428,20148.7349,4.7153,8.7938,7.3795,6.6493,60.3387,10000.0,14
3429,20149.5629,4.5336,8.7768,7.8589,6.8731,74.2598,10000.0,14
3430,20149.6900,4.5017,8.8472,7.2060,6.6208,68.6261,10000.0,14
3431,20149.5554,4.5711,8.8970,6.8303,6.9924,64.7148,10000.0,14
3432,20149.4660,4.6530,9.3686,6.3237,7.0615,60.3417,10000.0,14
3433,20150.0618,4.5715,9.9023,5.9843,6.7827,67.5812,10000.0,14
3434,20150.4401,4.5220,10.3387,5.6427,6.9570,73.0274,10000.0,14
3435,20150.9930,4.6041,10.3234,5.6054,7.4465,67.2778,10000.0,14
3436,20150.9323,4.6587,10.1108,5.6462,7.4294,65.0772,10000.0,14
3437,20150.0976,4.8521,9.3250,6.1584,7.3219,55.1286,10000.0,14
3438,20149.3823,5.4371,9.1952,7.1077,7.5206,45.8392,10000.0,14
3439,20148.3258,5.6906,8.6171,8.0467,7.5820,42.6026,10000.0,14
3440,20147.7509,5.4992,8.0917,8.4086,7.4788,46.0284,10000.0,14
3441,20147.8993,5.4374,7.7153,8.9952,7.4300,46.5275,10000.0,14
3442,20149.2536,5.6218,7.9485,8.2738,7.1512,39.5804,10000.0,14
3443,20150.6912,5.9994,7.4659,8.8282,6.7578,33.6804,10000.0,14
3444,20150.4571,6.5788,9.2245,9.0792,7.0372,33.2386,10000.0,14
3445,20150.4946,6.9199,9.3629,8.3148,7.0225,27.9436,10000.0,14
3446,20150.2189,7.2836,10.9590,7.8849,7.7465,29.2489,10000.0,14
3447,20149.2988,7.0613,12.2880,7.3327,8.8776,35.0141,10000.0,14
3448,20148.3913,6.9904,13.0154,7.1691,9.4507,40.4926,10000.0,13
3449,20148.4155,7.1868,12.2502,7.0658,9.0671,33.5735,10000.0,13
3450,20148.6343,7.1455,11.8626,7.2447,9.1772,35.6607,10000.0,13
3451,20149.0361,7.2602,11.9866,7.4571,9.5601,36.7304,10000.0,13
3452,20149.1336,7.2104,12.2031,7.3925,9.7279,35.8246,10000.0,13
3453,20147.9355,7.5479,12.7488,6.9264,9.9862,30.8865,10000.0,13
3454,20148.2430,7.2834,11.8376,6.6327,9.5854,27.5492,10000.0,13
3455,20148.8813,6.9780,12.1290,7.6320,9.1472,35.2531,10000.0,13
3456,20147.7463,5.7001,12.5824,8.5239,9.1468,76.7273,10000.0,13
3457,20146.8419,4.8114,13.1549,8.4911,9.6082,152.8469,10000.0,13
3458,20146.5554,5.0987,12.8905,8.3742,10.1987,121.9397,10000.0,13
3459,20146.7967,6.7950,11.0471,6.9616,9.0593,33.4102,10000.0,13
3460,20146.7433,6.9713,9.4479,6.1017,8.4515,24.4589,10000.0,13
3461,20147.4363,6.3550,8.0744,5.6266,7.1797,25.5398,10000.0,13
3462,20148.3162,5.1739,6.9840,4.7671,6.1538,33.3182,10000.0,13
3463,20148.8790,4.2875,5.9697,4.6207,5.6550,46.6145,10000.0,13
3464,20149.2453,3.9860,5.5808,4.6670,5.7602,56.8403,10000.0,13
3465,20149.5231,3.8941,5.3718,4.5467,6.2395,59.2037,10000.0,13
3466,20149.3469,3.6987,5.3648,5.0129,6.1712,57.7713,10000.0,13
3467,20149.9420,3.5770,5.1740,5.3449,6.0775,53.1462,10000.0,13
3468,20150.2266,3.3889,4.7905,5.1395,5.8732,42.3318,10000.0,12
3469,20150.4988,3.3696,4.7476,5.2896,5.9227,40.4508,10000.0,12
3470,20151.3974,3.4369,4.5370,5.0564,6.4936,35.7031,10000.0,12
3471,20152.0899,3.2778,4.3633,4.5292,7.0020,34.2530,10000.0,12
3472,20152.4691,3.1076,4.1899,4.6803,7.0802,36.9998,10000.0,12
3473,20154.1141,3.0806,3.9771,4.6122,7.5019,35.7692,10000.0,12
3474,20156.4768,2.6179,3.6409,3.9291,5.7570,40.7533,10000.0,12
3475,20157.6728,2.6351,3.8333,4.1381,4.6140,44.3283,10000.0,12
3476,20157.9360,2.8205,4.5146,4.5796,5.1127,50.4445,10000.0,12
3477,20158.0793,3.0122,4.7763,5.1584,5.3528,53.2338,10000.0,12
3478,20157.6207,3.2786,4.8761,5.4318,5.9249,47.4257,10000.0,12
3479,20157.7205,3.5842,4.7867,5.6712,6.3875,39.3520,10000.0,12
3480,20157.4628,3.3320,4.7797,5.9540,6.0822,52.1149,10000.0,12
3481,20157.3569,3.5652,5.3201,6.6530,6.6950,55.8084,10000.0,12
3482,20156.9808,3.9826,6.0322,7.5936,7.1789,60.6705,10000.0,13
3483,20156.9218,4.4444,6.8348,8.0714,6.8097,57.5155,10000.0,13
3484,20156.8978,4.3947,6.6764,7.7479,6.6331,55.1278,10000.0,13
3485,20156.9227,3.9424,6.6481,7.5222,6.6820,70.3494,10000.0,13
3486,20158.4385,3.8284,7.1159,6.3549,6.2415,66.6084,10000.0,13
3487,20159.4533,4.3074,7.5544,5.9709,5.2981,47.2295,10000.0,13
3488,20160.0419,4.7593,8.2245,5.7912,4.6930,39.6725,10000.0,13
3489,20161.1330,5.4211,8.7850,5.7124,4.6020,33.6304,10000.0,13
3490,20161.9902,5.7805,7.9335,5.5744,4.5657,27.4174,10000.0,13
3491,20161.9253,5.2001,6.9671,5.1527,5.0760,30.6498,10000.0,13
3492,20160.9125,4.8079,6.0738,5.2621,5.7333,35.4411,10000.0,13
3493,20159.7827,4.6191,6.0603,5.1802,6.3639,39.2025,10000.0,13
3494,20159.3347,5.1766,6.5900,5.7558,6.8094,35.7657,10000.0,13
3495,20159.3001,5.0396,6.4956,6.2537,6.6985,30.3257,10000.0,13
3496,20158.0189,5.5079,7.2037,5.8342,6.8652,25.9608,10000.0,13
3497,20156.9005,5.5802,7.5570,5.5850,6.8788,25.3895,10000.0,13
3498,20156.5630,5.2605,7.3321,4.9373,6.7907,27.7295,10000.0,13
3499,20155.8497,5.1634,7.1163,4.8998,6.2225,30.1685,10000.0,13
3500,20154.9778,4.2309,5.8795,4.2480,5.7870,40.5288,10000.0,13
3501,20154.4438,3.7896,5.1446,4.4062,5.5006,43.7826,10000.0,13
3502,20153.8691,3.6481,5.0425,4.7159,4.9522,48.3872,10000.0,13
3503,20154.1667,3.3752,5.3919,4.8170,5.3210,49.5997,10000.0,13
3504,20154.6585,3.3495,5.6648,4.7793,6.7499,49.6466,10000.0,13
3505,20155.9095,3.5216,6.5502,4.8898,7.2342,55.5731,10000.0,13
3506,20156.6181,3.7300,6.7718,4.9624,7.9851,49.7428,10000.0,13
3507,20156.1094,3.7413,7.1828,5.3491,8.3797,58.0318,10000.0,13
3508,20154.7525,4.3788,8.3061,5.7597,8.1902,53.6405,10000.0,13
3509,20154.3378,4.9264,8.9644,6.5009,8.2708,48.8150,10000.0,13
3510,20154.9352,5.0722,8.7353,6.4328,8.5550,42.2530,10000.0,13
