method,n_runs,mean_rms_2d,mean_rms_3d,mean_p50,mean_p95,mean_outlier_rate_pct,mean_catastrophic_rate_pct,mean_longest_outlier_segment_s,mean_time_ms_per_epoch,wins_vs_wls_rms
PF+RobustClear-10K,1,135.884851,155.925415,92.352624,264.187464,46.007015,0.000000,152.800000,1.034929,nan
