config,n_segments,aggregate_ppc_score_pct,mean_ppc_score_pct,median_ppc_score_pct,min_ppc_score_pct,aggregate_epoch_pass_pct,mean_rms_2d,mean_p95,total_pass_distance_m,total_distance_m,total_pass_epochs,total_epochs,rsp_correction_epochs,height_hold_release_min_dd_shift_m,height_hold_release_on_dd_shift,height_hold_reference_max_dd_rms_m,height_hold_reference_untrusted_segments,dd_anchor_blend_alpha,dd_anchor_high_blend_alpha,dd_anchor_high_min_shift_m,dd_anchor_high_max_robust_rms_m,dd_anchor_high_blend_epochs,last_velocity_max_age_s
dd0.3_ddhi1_hishift3_hirms0.7_height_release_0.4m_hrefmax0.7_age15s,6,4.576790216914249,4.21322672440585,5.408228888269132,0.0,9.833333333333334,3.2994964979526933,6.138473624953924,63.2496566081288,1381.9653864487766,118,1200,7,0.4,False,0.7,1,0.3,1.0,3.0,0.7,212,15.0
