run,method,backend,time_ms_per_epoch,mean_2d,rms_2d,rms_3d,p50,p67,p95,max_2d,outlier_rate_pct,catastrophic_rate_pct,longest_outlier_segment_epochs,longest_outlier_segment_s,n_epochs
Odaiba,PF+RobustClear-10K,CPU(50000)-fallback,29.797505,143.273265,187.584048,198.515851,82.255484,159.554329,388.774914,518.899990,42.980667,0.987030,2325.000000,237.199999,12259
