target,positive_windows,windows,positive_rate,prob_mean,roc_auc,average_precision,brier
ratio_mean_ge3,40,197,0.20304568527918782,0.2728188138489216,0.7512767335958028,0.3940093253365636,0.15463180018200645
ratio_mean_ge5,30,197,0.15228426395939088,0.20629110719742294,0.5426797975067486,0.19388690825147928,0.16493478183078947
ratio_p90_ge10,28,197,0.14213197969543148,0.1991197430438905,0.5960015992235395,0.24190993214688558,0.14975243052263476
ratio_p95_ge15,26,197,0.1319796954314721,0.17797598016425326,0.5813421915453887,0.18757144969487968,0.13761725808271535
ratio_rise_mean_ge2,21,197,0.1065989847715736,0.15390790694793055,0.6291959028264708,0.16708604325930873,0.12019484025027373
lock_p90p50_ge100,56,197,0.28426395939086296,0.31461360595315324,0.5785392432167248,0.32598565696781495,0.23106719589650693
lock_rise_p90p50_ge50,37,197,0.18781725888324874,0.22692053821544506,0.7815734603212112,0.40201361598680396,0.14455926742467853
lock_carry_or_rise,58,197,0.29441624365482233,0.3173642114804481,0.6059325237594728,0.36299019432499524,0.23075545317709872
ratio_or_lock_carry,68,197,0.34517766497461927,0.3844248069926768,0.5886985257292819,0.4257768494875305,0.2466812313483551
