epoch,gps_tow,satellite_count,error_2d_wls,est_x_wls,est_y_wls,est_z_wls,error_2d_ekf,est_x_ekf,est_y_ekf,est_z_ekf,error_2d_pf_10k,est_x_pf_10k,est_y_pf_10k,est_z_pf_10k,error_2d_pf_100k,est_x_pf_100k,est_y_pf_100k,est_z_pf_100k
115,550403.000000,8,63.565561,-3810286.152748,3567826.844987,3652922.362521,63.730003,-3810285.864539,3567826.392038,3652922.131867,60.080671,-3810296.152460,3567841.170708,3652934.026995,60.251027,-3810294.152676,3567838.781503,3652931.248593
116,550403.199999,8,63.452785,-3810286.508153,3567827.336681,3652922.766855,63.687762,-3810285.977665,3567826.585449,3652922.342516,60.470372,-3810296.470626,3567840.878757,3652934.016612,60.454291,-3810293.879422,3567838.262673,3652930.940505
117,550403.399999,8,63.744661,-3810286.568514,3567827.096167,3652922.987366,63.885540,-3810286.101972,3567826.508693,3652922.594723,60.369075,-3810295.965732,3567840.358064,3652933.060074,60.486900,-3810293.570746,3567837.969101,3652930.739694
118,550403.600000,8,63.765534,-3810286.553579,3567827.004973,3652922.827614,63.934300,-3810286.162536,3567826.467363,3652922.544774,61.011813,-3810295.443036,3567839.000037,3652932.312632,60.841225,-3810293.339644,3567837.249207,3652930.314405
119,550403.800000,8,62.963131,-3810287.068391,3567828.455966,3652923.305492,63.398923,-3810286.402591,3567827.355948,3652922.812841,60.788435,-3810294.706194,3567838.593830,3652931.635734,60.779555,-3810293.070845,3567837.029530,3652929.935643
120,550404.000000,8,62.836900,-3810287.302895,3567828.858106,3652923.613756,63.154151,-3810286.698475,3567827.948420,3652923.148460,60.976844,-3810294.200737,3567837.762836,3652930.788907,60.891354,-3810292.749549,3567836.594065,3652929.629040
121,550404.199999,8,62.705869,-3810287.785737,3567829.499763,3652924.164813,63.007668,-3810287.130733,3567828.560354,3652923.647194,61.099677,-3810293.655353,3567837.101200,3652930.257968,60.990912,-3810292.552919,3567836.334917,3652929.566904
122,550404.399999,7,27.715323,-3810304.906876,3567888.381086,3652939.873280,51.333229,-3810290.524499,3567846.274342,3652927.867131,60.904015,-3810293.720234,3567837.393703,3652930.303468,60.608057,-3810292.559364,3567836.794221,3652929.540026
123,550404.600000,7,27.851586,-3810304.953308,3567888.251691,3652939.918137,42.331105,-3810295.258525,3567861.562073,3652932.003931,60.590048,-3810293.443901,3567837.591143,3652930.245418,60.200870,-3810292.373204,3567837.108445,3652929.342869
124,550404.800000,7,27.824759,-3810304.952326,3567888.280481,3652939.893732,36.296692,-3810299.012290,3567872.339568,3652935.068288,60.413359,-3810293.316051,3567837.771249,3652930.358972,59.758693,-3810292.348613,3567837.667375,3652929.443359
125,550405.000000,7,27.685644,-3810304.935452,3567888.426170,3652939.794272,32.408441,-3810301.529073,3567879.406767,3652937.037892,59.846087,-3810293.429680,3567838.506464,3652930.299815,59.103144,-3810292.473377,3567838.557153,3652929.497375
126,550405.199999,7,27.681296,-3810304.917929,3567888.420729,3652939.807536,30.038710,-3810303.130758,3567883.820968,3652938.346905,59.105731,-3810293.530433,3567839.354960,3652929.984752,58.574565,-3810292.212383,3567839.022008,3652929.432091
127,550405.399999,7,27.493220,-3810304.894214,3567888.615943,3652939.662915,28.484412,-3810304.107834,3567886.645681,3652939.036128,58.784889,-3810293.164480,3567839.482078,3652929.857141,58.289576,-3810292.258355,3567839.399961,3652929.444372
128,550405.600000,7,27.736032,-3810304.988071,3567888.420140,3652939.893092,27.747381,-3810304.794031,3567888.223291,3652939.701729,58.491923,-3810292.801247,3567839.629093,3652929.875229,57.941285,-3810292.357503,3567839.945503,3652929.622148
129,550405.800000,7,27.552648,-3810305.057661,3567888.693771,3652939.822886,27.174905,-3810305.216006,3567889.319968,3652939.958199,57.956387,-3810292.835929,3567840.504618,3652930.443880,57.395618,-3810292.341396,3567840.592995,3652929.604556
130,550406.000000,7,27.199357,-3810305.000776,3567889.061525,3652939.598462,26.623471,-3810305.389952,3567890.156076,3652939.938185,57.881447,-3810292.627544,3567840.469804,3652930.433819,57.030732,-3810292.298316,3567840.975002,3652929.503171
131,550406.199999,7,27.344853,-3810304.980098,3567888.860259,3652939.600391,26.441462,-3810305.521819,3567890.507363,3652940.031782,57.320237,-3810291.877811,3567840.634021,3652930.215479,56.766989,-3810292.338732,3567841.366929,3652929.636146
132,550406.399999,7,27.508907,-3810305.037221,3567888.725012,3652939.773083,26.459647,-3810305.635700,3567890.603981,3652940.226272,56.799095,-3810292.329085,3567841.391373,3652929.829995,56.336994,-3810292.252158,3567841.794817,3652929.513444
133,550406.600000,7,27.082949,-3810304.938395,3567889.138822,3652939.460097,26.184709,-3810305.583744,3567890.882426,3652940.010982,56.439503,-3810292.005035,3567841.480626,3652929.392775,56.045893,-3810292.085828,3567842.014568,3652929.413576
134,550406.800000,7,27.023269,-3810304.957592,3567889.231505,3652939.469048,26.070560,-3810305.578468,3567891.018885,3652939.970413,55.962864,-3810291.472034,3567841.848582,3652929.677999,55.959545,-3810292.128867,3567842.145439,3652929.414347
135,550407.000000,7,27.137962,-3810305.006746,3567889.134829,3652939.539976,26.117065,-3810305.621750,3567891.001366,3652940.023861,55.706345,-3810291.411300,3567842.115177,3652929.652196,55.396259,-3810292.155245,3567842.940008,3652929.679191
136,550407.199999,7,26.772223,-3810304.952854,3567889.517104,3652939.266356,25.918667,-3810305.564274,3567891.177268,3652939.790838,55.955061,-3810291.482681,3567842.044800,3652930.170154,54.966935,-3810292.281253,3567843.500980,3652929.576988
137,550407.399999,7,26.700908,-3810304.958695,3567889.610123,3652939.246336,25.828458,-3810305.537276,3567891.261558,3652939.716078,55.739322,-3810291.660552,3567842.483000,3652930.368455,54.552161,-3810292.511038,3567844.210200,3652929.768661
138,550407.600000,7,26.422502,-3810304.919127,3567889.911158,3652939.075881,25.642071,-3810305.475535,3567891.429225,3652939.542686,55.416027,-3810291.722711,3567842.893438,3652930.319543,53.964506,-3810292.668475,3567845.073469,3652929.922743
139,550407.800000,7,26.972591,-3810305.027796,3567889.337799,3652939.385321,25.935411,-3810305.576837,3567891.164914,3652939.784864,55.001516,-3810292.018637,3567843.616225,3652930.448104,53.385997,-3810292.918356,3567845.938259,3652929.952558
140,550408.000000,7,26.764726,-3810305.007643,3567889.565177,3652939.235095,25.926065,-3810305.555058,3567891.145789,3652939.686104,54.652564,-3810292.289068,3567844.135619,3652930.273704,53.045564,-3810292.893294,3567846.288402,3652929.809287
141,550408.199999,7,27.034714,-3810305.124813,3567889.344936,3652939.452603,26.126880,-3810305.627455,3567890.965280,3652939.831309,54.519541,-3810292.123107,3567844.189479,3652930.245837,52.614390,-3810292.977623,3567846.859302,3652929.793065
142,550408.399999,7,26.677035,-3810305.076935,3567889.725654,3652939.187738,25.989947,-3810305.572635,3567891.067928,3652939.616250,54.261754,-3810292.866598,3567845.207406,3652930.987059,52.110878,-3810292.906056,3567847.416254,3652929.754338
143,550408.600000,7,26.499759,-3810305.089773,3567889.947331,3652939.071561,25.859835,-3810305.540234,3567891.188535,3652939.455479,54.032687,-3810293.072093,3567845.521519,3652930.747015,51.910535,-3810293.185506,3567847.835815,3652929.768811
144,550408.800000,7,26.608746,-3810305.131296,3567889.853015,3652939.161937,25.899270,-3810305.560788,3567891.159405,3652939.495520,54.061795,-3810293.426551,3567845.528916,3652930.262800,51.509380,-3810293.441209,3567848.529926,3652929.912281
145,550409.000000,7,26.712045,-3810305.223026,3567889.808182,3652939.265561,26.003066,-3810305.625328,3567891.088004,3652939.575605,52.792924,-3810293.423933,3567847.128663,3652930.425139,51.254297,-3810293.591141,3567848.969766,3652930.021633
146,550409.199999,7,27.247315,-3810305.314245,3567889.240190,3652939.572596,26.373856,-3810305.740577,3567890.742526,3652939.865710,52.173359,-3810294.339129,3567848.521853,3652930.662814,50.961714,-3810293.621558,3567849.309291,3652929.912139
147,550409.399999,7,27.181912,-3810305.242686,3567889.264866,3652939.553636,26.467158,-3810305.692806,3567890.589160,3652939.897692,51.768983,-3810294.002303,3567848.670958,3652930.251000,50.679786,-3810293.535582,3567849.567445,3652929.812324
148,550409.600000,7,27.449019,-3810305.302795,3567889.000482,3652939.738912,26.696534,-3810305.719656,3567890.337950,3652940.043886,51.403863,-3810293.536969,3567848.782341,3652930.106363,50.196614,-3810293.645237,3567850.203915,3652929.746125
149,550409.800000,7,27.142603,-3810305.174742,3567889.248052,3652939.465996,26.590825,-3810305.601569,3567890.348255,3652939.832643,51.134653,-3810293.581646,3567849.241291,3652930.413386,49.656927,-3810293.873250,3567851.073200,3652929.954687
150,550410.000000,7,27.314420,-3810305.193645,3567889.046962,3652939.491010,26.686611,-3810305.584466,3567890.207531,3652939.804736,50.475110,-3810293.250017,3567849.753528,3652930.148256,49.328188,-3810293.909656,3567851.494863,3652929.945666
151,550410.199999,7,27.276259,-3810305.211973,3567889.105068,3652939.459367,26.724680,-3810305.567031,3567890.136600,3652939.749856,49.667444,-3810292.743582,3567850.574306,3652930.569535,48.913218,-3810293.881312,3567852.014583,3652930.038949
152,550410.399999,7,27.549490,-3810305.385438,3567888.933806,3652939.723450,26.953869,-3810305.674460,3567889.954878,3652939.930083,49.262136,-3810292.946501,3567851.362744,3652931.067390,48.549087,-3810293.842967,3567852.451304,3652930.087008
153,550410.600000,7,27.363897,-3810305.301049,3567889.072020,3652939.518372,26.907749,-3810305.628108,3567889.957283,3652939.798707,49.173759,-3810292.886815,3567851.468503,3652931.164282,48.140840,-3810293.790180,3567852.937690,3652930.149779
154,550410.800000,7,26.851859,-3810305.187646,3567889.586393,3652939.170854,26.584916,-3810305.487002,3567890.210054,3652939.458257,49.025045,-3810293.208022,3567851.942771,3652931.453058,47.925485,-3810293.893577,3567853.206829,3652929.965902
155,550411.000000,7,26.731908,-3810305.230899,3567889.760662,3652939.068101,26.426709,-3810305.470185,3567890.376917,3652939.287850,48.359159,-3810293.697239,3567853.081664,3652931.551167,47.572444,-3810293.943247,3567853.676821,3652929.987028
156,550411.199999,7,26.191705,-3810305.159029,3567890.354582,3652938.717292,26.040795,-3810305.375341,3567890.754960,3652938.942506,47.244790,-3810293.815138,3567854.505095,3652931.533577,47.359601,-3810294.156552,3567854.159105,3652930.262441
157,550411.399999,7,26.623283,-3810305.233668,3567889.903795,3652939.074293,26.176528,-3810305.440032,3567890.663032,3652939.190552,47.511106,-3810294.366464,3567854.582142,3652931.726190,47.019009,-3810294.314113,3567854.694994,3652930.324212
158,550411.600000,7,27.047735,-3810305.375104,3567889.509600,3652939.348232,26.498892,-3810305.590634,3567890.406502,3652939.476670,47.944586,-3810295.213076,3567854.621534,3652931.866348,46.769911,-3810294.618895,3567855.238353,3652930.468164
159,550411.800000,8,54.666111,-3810297.404546,3567847.362807,3652930.551505,44.323327,-3810304.602002,3567866.490106,3652936.088198,49.126683,-3810294.757017,3567852.954693,3652932.034747,47.189563,-3810294.929887,3567854.992588,3652930.695041
160,550412.000000,8,53.991721,-3810297.568959,3567848.396641,3652930.882291,49.563018,-3810301.680732,3567857.424149,3652933.910114,49.750909,-3810295.310173,3567852.483728,3652931.889910,47.487998,-3810294.993590,3567854.696295,3652930.787103
161,550412.200000,7,27.372784,-3810305.306272,3567889.060580,3652939.492234,39.259273,-3810300.100954,3567869.369308,3652934.911977,49.103899,-3810295.365839,3567853.158162,3652931.430252,47.359779,-3810295.237761,3567855.098034,3652931.073968
162,550412.399999,7,27.140296,-3810305.247528,3567889.283304,3652939.305124,33.858258,-3810301.346109,3567877.253932,3652936.131620,48.000362,-3810295.736331,3567854.897366,3652931.921293,46.888941,-3810295.253288,3567855.710027,3652931.155365
163,550412.600000,7,27.372990,-3810305.262491,3567889.008576,3652939.381812,31.116889,-3810302.752643,3567881.975747,3652937.338916,46.536108,-3810295.516054,3567856.599305,3652932.074625,46.628226,-3810295.571942,3567856.234374,3652931.162309
164,550412.799999,7,26.591903,-3810305.051529,3567889.762830,3652938.819138,28.992103,-3810303.555506,3567885.332909,3652937.674160,46.816043,-3810295.030618,3567855.827998,3652931.685073,46.432678,-3810295.497185,3567856.490203,3652931.368039
165,550413.000000,7,26.690159,-3810305.064884,3567889.653506,3652938.868166,27.923503,-3810304.183402,3567887.263845,3652938.154375,45.795144,-3810295.287778,3567857.235460,3652931.677141,46.070903,-3810295.720910,3567857.155935,3652931.625620
166,550413.200000,7,25.828481,-3810304.806414,3567890.494447,3652938.363646,26.735004,-3810304.347827,3567888.906012,3652938.043315,45.499761,-3810295.701059,3567857.697313,3652931.148408,45.539136,-3810295.425860,3567857.590298,3652931.530602
167,550413.399999,7,26.144566,-3810304.827609,3567890.129037,3652938.584809,26.371414,-3810304.601433,3567889.624215,3652938.369816,45.868532,-3810294.956011,3567856.716370,3652930.979604,45.199494,-3810295.836110,3567858.254821,3652931.484909
168,550413.600000,7,25.989748,-3810304.787370,3567890.281514,3652938.463388,26.049300,-3810304.732527,3567890.154667,3652938.424289,44.914778,-3810295.026081,3567857.908658,3652930.909654,44.890590,-3810295.987892,3567858.682186,3652931.319388
169,550413.799999,7,26.424349,-3810304.806786,3567889.768170,3652938.716466,26.138986,-3810304.877305,3567890.195079,3652938.727062,44.647851,-3810295.268026,3567858.496758,3652931.254630,44.715162,-3810296.223257,3567859.036486,3652931.270548
170,550414.000000,7,26.836644,-3810304.970207,3567889.420197,3652939.082008,26.422142,-3810305.072755,3567890.039102,3652939.109673,44.035791,-3810295.042930,3567859.323304,3652931.957528,44.499768,-3810296.505803,3567859.535030,3652931.437254
171,550414.200000,7,26.306527,-3810304.833231,3567889.937438,3652938.685920,26.162286,-3810305.004251,3567890.285685,3652938.863696,43.574556,-3810295.203487,3567859.835260,3652931.461689,44.271823,-3810296.640293,3567859.981558,3652931.704587
172,550414.399999,7,25.730993,-3810304.721139,3567890.549477,3652938.350176,25.714320,-3810304.866742,3567890.710660,3652938.517385,43.042891,-3810295.143345,3567860.554857,3652931.805636,44.093299,-3810296.779091,3567860.328846,3652931.830580
173,550414.600000,7,25.643587,-3810304.683055,3567890.620822,3652938.256399,25.499124,-3810304.819891,3567890.936493,3652938.383525,41.410748,-3810295.184095,3567862.508960,3652931.562524,43.853946,-3810296.751973,3567860.631760,3652931.920263
174,550414.799999,7,26.912354,-3810304.866590,3567889.234168,3652939.036565,26.194454,-3810305.047400,3567890.306034,3652939.064541,41.171179,-3810295.415855,3567863.157594,3652932.240132,43.577418,-3810296.882291,3567861.066995,3652931.952936
175,550415.000000,7,26.911513,-3810304.789817,3567889.179482,3652939.067752,26.433823,-3810305.033134,3567890.009161,3652939.225890,39.875411,-3810295.545402,3567864.828686,3652932.230188,43.178540,-3810296.683221,3567861.384977,3652931.806879
176,550415.200000,7,27.840727,-3810304.985289,3567888.251587,3652939.707486,27.125824,-3810305.203922,3567889.344308,3652939.786755,39.099793,-3810295.801580,3567866.070886,3652932.642959,42.550307,-3810296.824739,3567862.264375,3652931.849230
177,550415.399999,7,27.186585,-3810304.845386,3567888.902287,3652939.266095,26.977437,-3810305.075595,3567889.386799,3652939.497227,39.598359,-3810295.845134,3567865.364286,3652932.229587,42.352643,-3810296.740649,3567862.485158,3652931.964094
178,550415.600000,7,26.889781,-3810304.753228,3567889.173260,3652939.033589,26.757970,-3810304.941371,3567889.520005,3652939.225111,38.641491,-3810295.943507,3567866.560630,3652932.067254,42.071308,-3810296.814700,3567862.866178,3652931.912750
179,550415.799999,7,26.524431,-3810304.721295,3567889.584539,3652938.814295,26.479772,-3810304.846651,3567889.762747,3652938.958527,38.709515,-3810295.622953,3567866.094840,3652931.467195,42.165325,-3810296.902540,3567862.824209,3652931.968171
180,550416.000000,7,26.246838,-3810304.579226,3567889.794441,3652938.571847,26.193986,-3810304.714860,3567889.991050,3652938.712942,38.124671,-3810295.252205,3567866.546128,3652931.384111,41.973035,-3810296.933769,3567863.106420,3652932.054486
181,550416.200000,7,25.929396,-3810304.576182,3567890.177916,3652938.386353,25.917897,-3810304.655947,3567890.270566,3652938.487410,37.425250,-3810294.953029,3567867.130637,3652931.100731,41.702461,-3810297.048181,3567863.536349,3652932.126570
182,550416.399999,8,54.824959,-3810296.747439,3567846.618534,3652930.132841,44.412052,-3810303.845784,3567865.701877,3652935.483109,37.880027,-3810294.715438,3567866.436093,3652931.187668,42.158893,-3810297.117886,3567863.037244,3652932.188210
183,550416.600000,8,55.417842,-3810296.683742,3567845.785434,3652929.920330,50.641351,-3810301.011393,3567855.427353,3652933.124161,38.912593,-3810295.115302,3567865.365182,3652930.963962,42.544344,-3810297.072121,3567862.530500,3652932.183135
184,550416.799999,8,54.634341,-3810296.801105,3567846.882521,3652930.119222,52.808191,-3810298.871519,3567850.921845,3652931.643615,39.700369,-3810295.785166,3567864.941722,3652931.328946,42.988711,-3810297.257741,3567862.091662,3652932.134062
185,550417.000000,7,26.095008,-3810304.588481,3567889.973606,3652938.387571,40.720059,-3810297.793824,3567865.384542,3652932.619695,38.777908,-3810295.789888,3567866.101076,3652931.391314,42.312455,-3810297.336624,3567862.950810,3652932.036949
186,550417.200000,7,25.357987,-3810304.369293,3567890.680470,3652937.781774,33.858667,-3810299.381389,3567875.312621,3652933.792276,38.353706,-3810295.620412,3567866.548986,3652931.527166,41.931389,-3810297.060746,3567863.234631,3652932.028013
187,550417.399999,7,26.038423,-3810304.476833,3567889.932508,3652938.202704,30.683394,-3810301.228809,3567881.025705,3652935.518959,37.450760,-3810295.621512,3567867.869824,3652932.259571,41.579470,-3810297.098638,3567863.684679,3652931.994192
188,550417.600000,7,26.611527,-3810304.631352,3567889.369966,3652938.600077,29.148033,-3810302.647746,3567884.307652,3652936.928243,37.587920,-3810295.652931,3567867.824112,3652932.613563,41.346869,-3810297.071734,3567863.965017,3652932.034487
189,550417.799999,7,26.333245,-3810304.505601,3567889.588893,3652938.315565,27.902193,-3810303.395193,3567886.559721,3652937.435569,37.436200,-3810296.066586,3567868.259826,3652932.532234,40.971247,-3810297.097518,3567864.467319,3652932.111470
190,550418.000000,7,27.616535,-3810304.768191,3567888.279639,3652939.184343,27.984783,-3810304.148008,3567887.224952,3652938.560102,36.590900,-3810296.554997,3567869.768778,3652933.035955,40.801817,-3810297.143937,3567864.724062,3652932.171009
191,550418.200000,7,27.454446,-3810304.655401,3567888.391365,3652939.138207,27.713262,-3810304.409101,3567887.832561,3652938.911987,36.184393,-3810296.416894,3567870.312022,3652933.506482,40.503917,-3810297.197992,3567865.182894,3652932.369102
192,550418.399999,7,27.059019,-3810304.551458,3567888.774038,3652938.880885,27.272054,-3810304.469770,3567888.432063,3652938.846611,35.786320,-3810296.498823,3567870.994404,3652933.983317,40.339227,-3810297.351956,3567865.504884,3652932.425188
193,550418.600000,7,26.383075,-3810304.395026,3567889.456965,3652938.470754,26.638098,-3810304.384552,3567889.128218,3652938.525220,36.563714,-3810296.916652,3567870.319216,3652934.010100,40.129518,-3810297.077591,3567865.554172,3652932.331506
194,550418.799999,7,26.790270,-3810304.528498,3567889.089220,3652938.808697,26.654256,-3810304.526551,3567889.257388,3652938.776572,37.066404,-3810296.865838,3567869.754403,3652934.302607,40.052969,-3810297.180371,3567865.764338,3652932.500755
195,550419.000000,7,26.951146,-3810304.593021,3567888.947863,3652938.893662,26.734304,-3810304.652488,3567889.278284,3652938.929385,37.019208,-3810296.559633,3567869.505905,3652933.937592,39.935241,-3810297.141158,3567865.917800,3652932.620404
196,550419.200000,7,28.795343,-3810304.973608,3567887.107350,3652940.093267,27.889543,-3810305.085384,3567888.321223,3652940.007696,36.625480,-3810296.687959,3567870.291513,3652934.663678,39.954577,-3810297.134317,3567865.915188,3652932.712349
197,550419.399999,7,28.689794,-3810305.000701,3567887.229200,3652939.936287,28.236352,-3810305.196016,3567887.980657,3652940.095974,36.496414,-3810296.791093,3567870.547678,3652934.770717,39.592213,-3810297.103533,3567866.369375,3652932.814434
198,550419.600000,6,60.158056,-3810310.854012,3567859.161764,3652958.423413,46.075114,-3810310.552489,3567874.169971,3652954.401862,37.562146,-3810297.242610,3567869.749495,3652935.479174,40.185214,-3810297.637408,3567866.209811,3652933.579267
199,550419.799999,6,60.187028,-3810310.866974,3567859.150106,3652958.459316,54.041775,-3810311.995605,3567867.072666,3652958.391678,38.642820,-3810297.352708,3567868.464725,3652935.379775,40.858375,-3810297.914390,3567865.833606,3652934.495837
200,550420.000000,6,60.184493,-3810310.984284,3567859.268073,3652958.583162,57.480954,-3810312.084480,3567863.389723,3652959.289996,39.119726,-3810297.519110,3567868.125717,3652935.816895,41.710466,-3810298.215295,3567865.248189,3652935.360923
201,550420.200000,6,60.163852,-3810310.956201,3567859.251166,3652958.523519,59.060228,-3810311.799028,3567861.345517,3652959.283063,39.874529,-3810298.410756,3567867.886628,3652936.207223,42.261829,-3810298.408794,3567864.823408,3652935.764118
202,550420.399999,6,60.067105,-3810311.050582,3567859.448338,3652958.598090,59.838995,-3810311.557913,3567860.232742,3652959.159689,40.404846,-3810298.796913,3567867.595879,3652936.568694,42.918235,-3810298.670179,3567864.439624,3652936.549410
203,550420.600000,6,60.096587,-3810311.040664,3567859.415850,3652958.614450,60.270390,-3810311.362205,3567859.564060,3652959.043686,40.839458,-3810299.399560,3567867.843901,3652937.808175,43.732711,-3810299.060220,3567863.948430,3652937.335035
204,550420.799999,6,60.131812,-3810310.981357,3567859.353785,3652958.632615,60.518503,-3810311.189857,3567859.146850,3652958.968076,41.880480,-3810299.947076,3567867.271632,3652938.881121,44.406822,-3810299.309683,3567863.533691,3652938.077914
205,550421.000000,6,60.111887,-3810311.004947,3567859.368819,3652958.588090,60.645490,-3810311.113864,3567858.908358,3652958.862946,42.084916,-3810300.381863,3567867.449640,3652939.355413,44.721628,-3810299.606289,3567863.551838,3652938.712314
206,550421.200000,7,19.097767,-3810302.967714,3567898.327152,3652932.902543,31.809183,-3810302.654656,3567880.789999,3652936.131463,41.526323,-3810300.524151,3567868.131812,3652939.110477,44.339039,-3810299.541004,3567863.813692,3652938.246283
207,550421.399999,7,18.930386,-3810302.946954,3567898.627217,3652932.688724,23.972148,-3810301.196406,3567889.443656,3652931.948807,41.193007,-3810299.891473,3567868.165639,3652939.142621,43.599870,-3810299.160964,3567864.220375,3652937.478474
208,550421.600000,7,19.096997,-3810302.939669,3567898.326617,3652932.783686,21.294390,-3810301.472727,3567893.554293,3652931.651253,41.014035,-3810299.122427,3567867.663494,3652938.400608,42.952649,-3810299.174960,3567864.862376,3652937.012690
209,550421.799999,7,18.388968,-3810302.852391,3567899.588830,3652932.104020,19.665963,-3810301.828647,3567896.489187,3652931.329912,40.399658,-3810298.599272,3567867.978987,3652938.061103,42.315638,-3810298.893184,3567865.249671,3652936.351396
210,550422.000000,7,18.380019,-3810302.858585,3567899.580618,3652932.188286,18.905734,-3810302.218307,3567898.103288,3652931.597669,40.487533,-3810298.561430,3567867.781340,3652937.865052,41.666791,-3810298.969294,3567865.930001,3652935.840286
211,550422.200000,7,19.521823,-3810303.227885,3567897.841990,3652933.444353,19.178372,-3810302.884485,3567898.101888,3652932.905974,39.816072,-3810298.581792,3567868.838174,3652938.513832,41.148918,-3810298.690704,3567866.262348,3652935.433268
212,550422.399999,7,18.982249,-3810303.025369,3567898.621088,3652932.752619,18.900366,-3810302.975921,3567898.706827,3652932.701610,38.518189,-3810297.814703,3567869.759471,3652937.948848,40.561792,-3810298.663239,3567866.842706,3652935.030956
213,550422.600000,8,51.235111,-3810293.565277,3567846.824074,3652922.455639,39.193909,-3810301.973054,3567869.659261,3652928.807238,38.687439,-3810297.879463,3567869.504762,3652937.698516,40.942401,-3810299.000885,3567866.506233,3652934.728773
214,550422.799999,8,50.782606,-3810293.915458,3567847.766706,3652923.005436,45.512560,-3810298.653867,3567858.578519,3652926.402543,38.643114,-3810298.123700,3567869.513367,3652937.129290,41.214580,-3810299.018243,3567866.105702,3652934.462106
215,550423.000000,8,51.018129,-3810294.344446,3567847.968951,3652923.810429,48.572850,-3810296.600959,3567852.983441,3652925.318091,39.019496,-3810298.081444,3567868.998931,3652937.038644,41.451268,-3810299.143819,3567865.792697,3652934.089096
216,550423.200000,7,18.984059,-3810303.116088,3567898.737236,3652932.723105,34.308436,-3810295.271651,3567870.197236,3652926.079874,39.062167,-3810298.389651,3567869.190078,3652937.202912,40.812157,-3810299.152948,3567866.541126,3652933.923156
217,550423.399999,7,19.341507,-3810303.241817,3567898.188578,3652933.222032,27.525957,-3810297.445443,3567881.114801,3652928.396307,38.839029,-3810299.268558,3567869.963655,3652937.051996,40.186414,-3810299.065480,3567867.182110,3652933.646428
218,550423.600000,7,19.453804,-3810303.301908,3567898.061308,3652933.312633,23.987695,-3810299.568772,3567887.901898,3652930.215154,37.872552,-3810298.582819,3567870.459623,3652936.245318,39.865436,-3810299.191795,3567867.582342,3652933.330977
219,550423.799999,7,19.728886,-3810303.411262,3567897.699806,3652933.605586,22.170288,-3810301.137321,3567891.934400,3652931.665269,36.931011,-3810299.581900,3567872.325475,3652936.450326,39.189483,-3810298.913095,3567868.144314,3652932.994559
220,550424.000000,7,19.104533,-3810303.259689,3567898.641851,3652932.995670,20.637761,-3810301.938744,3567894.988911,3652931.955668,36.375504,-3810300.118118,3567873.173736,3652935.745008,38.792287,-3810298.859717,3567868.520340,3652932.670663
221,550424.200000,7,19.011971,-3810303.297115,3567898.843684,3652932.963944,19.775596,-3810302.514734,3567896.883977,3652932.305602,35.543062,-3810300.086713,3567874.078894,3652935.336370,38.363064,-3810298.792231,3567868.956856,3652932.461804
222,550424.399999,7,19.256260,-3810303.363483,3567898.492911,3652933.117172,19.443900,-3810302.973457,3567897.833495,3652932.736631,35.085517,-3810300.382035,3567874.823823,3652935.213283,37.938825,-3810298.668581,3567869.356687,3652932.285895
223,550424.600000,7,20.470467,-3810303.624758,3567896.696249,3652934.343781,19.904630,-3810303.519314,3567897.474481,3652934.017222,34.747522,-3810300.871355,3567875.543486,3652935.002389,37.691741,-3810298.703504,3567869.637345,3652932.064182
224,550424.799999,7,21.178519,-3810303.771522,3567895.757950,3652934.927486,20.456099,-3810303.884215,3567896.927227,3652934.852216,33.980681,-3810300.932709,3567876.511702,3652934.826495,37.275189,-3810298.727047,3567870.142766,3652931.916043
225,550425.000000,7,20.050761,-3810303.396004,3567897.132948,3652933.938112,19.963631,-3810303.628804,3567897.474300,3652934.204166,33.511446,-3810301.088279,3567877.112059,3652934.319848,37.084498,-3810298.848338,3567870.443282,3652931.802427
226,550425.200000,8,61.950415,-3810283.635153,3567825.225700,3652916.245626,53.785147,-3810292.313372,3567842.629907,3652921.872510,34.518317,-3810301.100065,3567875.638510,3652933.226751,38.520219,-3810298.926189,3567868.593268,3652931.320973
227,550425.399999,9,64.797977,-3810284.765524,3567822.400288,3652916.063346,62.279750,-3810288.381498,3567828.526385,3652918.364476,35.339916,-3810300.456844,3567873.994068,3652932.597508,39.935952,-3810299.065416,3567866.859854,3652931.049253
228,550425.600000,8,61.622184,-3810283.772939,3567825.717221,3652916.248532,61.894865,-3810284.876776,3567826.282377,3652916.879729,36.521065,-3810300.022423,3567872.174838,3652932.574506,41.237545,-3810299.010311,3567865.130783,3652930.786245
229,550425.799999,8,59.621461,-3810283.420980,3567827.611265,3652915.147987,60.432486,-3810283.370825,3567826.626950,3652915.296084,37.803495,-3810299.514307,3567870.045372,3652931.890811,42.447007,-3810298.602653,3567863.203038,3652930.247961
230,550426.000000,8,58.993162,-3810283.770421,3567828.719379,3652915.514406,59.687646,-3810283.069376,3567827.273951,3652915.053858,39.282696,-3810299.104102,3567867.947145,3652932.112734,43.277539,-3810298.509667,3567862.024048,3652929.925182
231,550426.200000,8,58.197004,-3810283.520225,3567829.354718,3652914.897035,58.877662,-3810282.854459,3567827.973864,3652914.529187,40.386448,-3810298.932640,3567866.316897,3652931.557156,44.223099,-3810298.494724,3567860.761361,3652929.621239
