epoch,gps_tow,satellite_count,error_2d_wls,est_x_wls,est_y_wls,est_z_wls,error_2d_ekf,est_x_ekf,est_y_ekf,est_z_ekf,error_2d_pf_10k,est_x_pf_10k,est_y_pf_10k,est_z_pf_10k,error_2d_pf_100k,est_x_pf_100k,est_y_pf_100k,est_z_pf_100k
33,550386.599999,7,83.093597,-3810304.776267,3567826.201815,3652953.369318,82.558714,-3810304.406675,3567826.365074,3652952.729355,70.652033,-3810306.166091,3567838.610679,3652945.921200,71.714079,-3810297.807526,3567830.707733,3652940.744098
34,550386.799999,7,83.032250,-3810304.864274,3567826.338469,3652953.413138,83.025053,-3810304.765641,3567826.252720,3652953.313626,71.132902,-3810307.000143,3567838.821961,3652946.754996,71.942431,-3810298.287094,3567830.986111,3652941.449973
35,550387.000000,7,83.526548,-3810304.803908,3567825.687327,3652953.357925,83.432030,-3810304.927752,3567825.926526,3652953.496742,72.656934,-3810305.905749,3567836.574675,3652947.200295,72.342136,-3810298.487423,3567830.845888,3652941.998995
36,550387.200000,7,83.900611,-3810304.714866,3567825.156664,3652953.279909,83.780161,-3810304.943583,3567825.524089,3652953.517343,73.055183,-3810306.502784,3567836.807666,3652948.144305,72.681990,-3810298.725837,3567830.843404,3652942.649948
37,550387.400000,7,83.536104,-3810304.734672,3567825.678358,3652953.431433,83.687194,-3810304.840507,3567825.616446,3652953.577646,74.084085,-3810306.576999,3567835.784348,3652948.567807,73.211314,-3810299.013860,3567830.547757,3652943.094115
38,550387.599999,7,83.379017,-3810304.705149,3567825.838262,3652953.399010,83.551589,-3810304.790268,3567825.745286,3652953.554828,74.210156,-3810306.181343,3567835.586401,3652948.941822,73.567927,-3810299.138649,3567830.401057,3652943.590595
39,550387.799999,7,83.810257,-3810304.605395,3567825.261669,3652953.379378,83.761048,-3810304.779425,3567825.495962,3652953.572254,74.425203,-3810306.155717,3567835.485430,3652949.337052,74.008234,-3810299.273075,3567830.031929,3652943.801429
40,550388.000000,7,83.707018,-3810304.601990,3567825.362278,3652953.333054,83.771927,-3810304.736339,3567825.436397,3652953.517995,74.009443,-3810305.791451,3567835.856338,3652949.465425,74.201687,-3810299.578546,3567830.181906,3652944.314095
41,550388.199999,8,51.799122,-3810292.725662,3567845.550737,3652922.535110,58.241434,-3810295.273323,3567840.957462,3652928.406768,72.692042,-3810305.375479,3567836.278788,3652947.264692,73.119856,-3810299.130091,3567830.713543,3652943.085223
42,550388.400000,8,51.841625,-3810292.563885,3567845.300355,3652922.193489,53.096761,-3810293.076240,3567844.369672,3652923.273489,72.112083,-3810306.526388,3567837.418248,3652946.845582,72.227407,-3810298.526711,3567830.974041,3652941.928844
43,550388.599999,8,52.437541,-3810292.536090,3567844.557699,3652922.264824,52.303460,-3810292.638306,3567844.807962,3652922.315030,70.481191,-3810306.351573,3567838.736369,3652945.465965,71.303476,-3810298.540176,3567831.694298,3652940.995871
44,550388.800000,8,52.073166,-3810292.610794,3567845.083370,3652922.347875,51.916000,-3810292.502165,3567845.146636,3652922.120219,69.033708,-3810306.472533,3567839.961588,3652943.941983,70.304142,-3810298.248557,3567832.375651,3652940.118863
45,550389.000000,8,52.273491,-3810292.534894,3567844.788170,3652922.373922,51.940929,-3810292.475548,3567845.104322,3652922.149550,68.136685,-3810306.833660,3567840.938255,3652943.095582,69.142097,-3810297.989818,3567833.168335,3652938.982844
46,550389.199999,8,52.619522,-3810292.518216,3567844.319409,3652922.265880,52.187593,-3810292.521787,3567844.820953,3652922.114201,67.319984,-3810306.829418,3567841.613122,3652942.234647,68.212783,-3810297.730242,3567833.797626,3652938.118085
47,550389.400000,8,52.926674,-3810292.678721,3567844.137736,3652922.615694,52.517403,-3810292.616078,3567844.539841,3652922.367867,66.200245,-3810305.849820,3567842.016071,3652941.176204,67.601603,-3810297.756315,3567834.239316,3652937.340897
48,550389.599999,8,53.030391,-3810292.762369,3567844.166736,3652923.003910,52.712830,-3810292.657484,3567844.412964,3652922.711120,65.115528,-3810305.472967,3567842.897685,3652940.574968,66.926012,-3810297.275170,3567834.348843,3652936.222336
49,550389.800000,8,52.678561,-3810292.718882,3567844.506547,3652922.745228,52.518684,-3810292.626698,3567844.596473,3652922.569020,64.466187,-3810305.115284,3567843.140434,3652939.621935,66.161029,-3810296.999730,3567834.812617,3652935.427907
50,550390.000000,8,53.900928,-3810292.657241,3567842.998810,3652922.937899,53.282701,-3810292.755502,3567843.803361,3652922.827562,64.449641,-3810304.740215,3567842.681336,3652938.887907,65.717214,-3810296.802442,3567835.044324,3652934.920346
51,550390.199999,8,54.146177,-3810292.566772,3567842.603558,3652922.824866,53.671257,-3810292.698087,3567843.272660,3652922.790769,64.000801,-3810304.435218,3567842.691306,3652937.849186,65.119158,-3810296.711773,3567835.420964,3652934.133450
52,550390.400000,8,54.310199,-3810292.507691,3567842.341001,3652922.752285,53.923109,-3810292.608760,3567842.878113,3652922.709364,63.402966,-3810303.560045,3567842.349556,3652936.238572,64.505324,-3810296.389713,3567835.721179,3652933.436793
53,550390.599999,8,54.488599,-3810292.299482,3567841.866505,3652922.329706,54.107043,-3810292.464246,3567842.465922,3652922.382773,63.720883,-3810303.009330,3567841.344141,3652935.394499,64.011238,-3810296.303948,3567836.023673,3652932.759024
54,550390.800000,8,54.131834,-3810292.554621,3567842.607338,3652922.803305,54.030391,-3810292.420974,3567842.576986,3652922.557284,63.143904,-3810302.282255,3567841.560279,3652935.283600,63.486548,-3810295.894716,3567836.213307,3652932.184478
55,550391.000000,8,54.260876,-3810292.738719,3567842.731666,3652923.398253,54.143289,-3810292.520197,3567842.634554,3652923.046435,62.673844,-3810302.194816,3567841.925520,3652934.806619,62.887833,-3810295.743672,3567836.713440,3652931.797278
56,550391.199999,8,54.450187,-3810292.772097,3567842.505043,3652923.342551,54.277776,-3810292.650529,3567842.584573,3652923.151274,62.173158,-3810302.153854,3567842.292542,3652934.114849,62.479651,-3810295.457511,3567836.846798,3652931.252108
57,550391.400000,8,54.495274,-3810292.717249,3567842.376813,3652923.212347,54.322692,-3810292.671095,3567842.529076,3652923.100587,61.767182,-3810301.623574,3567842.353300,3652933.795478,61.924180,-3810295.341176,3567837.299760,3652930.814562
58,550391.599999,8,54.372651,-3810292.577577,3567842.321808,3652922.793206,54.224345,-3810292.599414,3567842.516913,3652922.780253,61.321218,-3810301.484549,3567842.799169,3652933.756594,61.294021,-3810295.154679,3567837.731016,3652930.165206
59,550391.800000,8,55.299236,-3810292.563429,3567841.203782,3652922.935455,54.839297,-3810292.672005,3567841.837657,3652922.903522,61.361965,-3810301.246627,3567842.498283,3652933.437208,60.755697,-3810295.041490,3567838.130934,3652929.611394
60,550392.000000,8,55.106967,-3810292.769937,3567841.679060,3652923.293963,54.960427,-3810292.688079,3567841.755514,3652923.111325,61.691544,-3810300.176940,3567841.119797,3652932.486504,60.552929,-3810295.107048,3567838.307181,3652929.273548
61,550392.199999,7,86.148054,-3810304.548760,3567822.061496,3652952.639255,76.028770,-3810300.889479,3567828.569349,3652944.139721,62.314196,-3810300.336213,3567840.780368,3652933.493197,61.399108,-3810295.497710,3567837.778724,3652930.066506
62,550392.400000,7,86.207634,-3810304.554761,3567822.015215,3652952.685844,83.348720,-3810303.668971,3567824.036147,3652950.565194,62.448298,-3810300.554112,3567841.167048,3652934.745974,62.114071,-3810296.005902,3567837.537231,3652931.008041
63,550392.599999,7,85.878826,-3810304.630678,3567822.499833,3652952.796981,85.397032,-3810304.449129,3567822.805050,3652952.399443,63.485423,-3810300.732810,3567840.471393,3652936.084291,62.618206,-3810296.396731,3567837.433608,3652931.805328
64,550392.800000,7,85.751999,-3810304.622415,3567822.633977,3652952.765802,85.922395,-3810304.654781,3567822.494499,3652952.871925,64.167773,-3810301.608977,3567840.540884,3652937.153911,63.534117,-3810296.808022,3567836.872595,3652932.680129
65,550393.000000,7,85.516301,-3810304.608239,3567822.941814,3652952.829526,85.925638,-3810304.660633,3567822.567050,3652953.026259,64.591690,-3810302.067298,3567840.446898,3652937.574640,64.102734,-3810297.002513,3567836.488137,3652933.216554
66,550393.199999,7,84.867564,-3810304.773996,3567823.873599,3652952.977522,85.536840,-3810304.688905,3567823.087820,3652953.106776,64.956987,-3810302.524462,3567840.504512,3652938.222389,64.734489,-3810297.297804,3567836.110667,3652933.815333
67,550393.400000,7,85.082988,-3810304.764490,3567823.611417,3652952.981958,85.491116,-3810304.783137,3567823.218728,3652953.171658,65.387215,-3810302.331379,3567840.059058,3652938.749309,65.463613,-3810297.604200,3567835.651276,3652934.490382
68,550393.599999,7,85.499000,-3810304.692300,3567823.080383,3652952.992367,85.697336,-3810304.828792,3567823.025043,3652953.241317,65.851262,-3810302.567957,3567839.737730,3652939.033690,65.988718,-3810297.756042,3567835.324002,3652935.088547
69,550393.800000,7,85.725892,-3810304.603676,3567822.748372,3652952.958285,85.888845,-3810304.794118,3567822.780282,3652953.246821,66.653783,-3810302.737618,3567839.009169,3652939.432345,66.786041,-3810297.919026,3567834.674275,3652935.682599
70,550394.000000,7,85.073446,-3810304.815920,3567823.704965,3652953.102597,85.590605,-3810304.793880,3567823.144574,3652953.256766,67.942214,-3810303.217150,3567838.125432,3652940.509620,67.133749,-3810298.027327,3567834.514179,3652936.206376
71,550394.199999,7,84.665023,-3810304.926501,3567824.306231,3652953.220241,85.228237,-3810304.839910,3567823.632107,3652953.316759,68.652347,-3810302.582617,3567836.992393,3652940.738408,67.794789,-3810298.063465,3567833.989617,3652936.867273
72,550394.400000,7,85.106230,-3810304.703120,3567823.618661,3652953.116867,85.306507,-3810304.828995,3567823.544188,3652953.341063,69.270426,-3810303.421844,3567836.984187,3652941.430678,68.427458,-3810298.219797,3567833.573142,3652937.534473
73,550394.599999,7,85.151054,-3810304.738037,3567823.646158,3652953.252609,85.370932,-3810304.825633,3567823.507490,3652953.429884,68.595527,-3810303.071986,3567837.686407,3652941.640468,68.884719,-3810298.380610,3567833.291395,3652937.993910
74,550394.800000,7,85.238771,-3810304.618950,3567823.450036,3652953.181834,85.420888,-3810304.764594,3567823.411177,3652953.414905,69.504798,-3810302.189624,3567836.092338,3652941.630809,69.528144,-3810298.446697,3567832.830749,3652938.693203
75,550395.000000,7,85.327646,-3810304.635133,3567823.396817,3652953.278340,85.503733,-3810304.743140,3567823.325500,3652953.465639,69.948339,-3810301.926104,3567835.528116,3652941.921233,70.122674,-3810298.592656,3567832.457206,3652939.344996
76,550395.199999,7,85.515444,-3810304.655238,3567823.198760,3652953.317710,85.649388,-3810304.763774,3567823.178583,3652953.505134,70.691672,-3810301.992112,3567834.653671,3652941.892096,70.833789,-3810298.733899,3567831.920816,3652939.942963
77,550395.400000,7,84.979957,-3810304.739853,3567823.911432,3652953.373728,85.379183,-3810304.732199,3567823.485980,3652953.497773,71.424432,-3810302.471560,3567834.268935,3652942.483599,71.190147,-3810298.739871,3567831.667254,3652940.359445
78,550395.599999,7,84.312239,-3810305.019413,3567824.972486,3652953.631187,84.910453,-3810304.825623,3567824.149203,3652953.609733,71.787926,-3810302.437536,3567833.934585,3652942.786399,71.701584,-3810298.829851,3567831.304642,3652940.851892
79,550395.800000,7,84.620149,-3810304.953374,3567824.545546,3652953.580389,84.871951,-3810304.937675,3567824.279931,3652953.675001,71.907132,-3810302.206698,3567833.686175,3652942.835859,72.545700,-3810299.120989,3567830.716313,3652941.505226
80,550396.000000,7,84.322463,-3810305.078786,3567825.005202,3652953.666507,84.670480,-3810305.020874,3567824.589826,3652953.732482,72.476376,-3810302.107747,3567833.336868,3652943.774850,72.990813,-3810299.418744,3567830.575320,3652942.067151
81,550396.199999,7,84.892067,-3810304.946373,3567824.202574,3652953.555910,84.900095,-3810305.080882,3567824.346749,3652953.743850,73.085980,-3810301.737975,3567832.408353,3652943.781482,73.131747,-3810299.526447,3567830.545231,3652942.262254
82,550396.399999,7,84.871434,-3810304.966411,3567824.269655,3652953.624064,84.972752,-3810305.068162,3567824.269756,3652953.778472,73.798043,-3810301.455510,3567831.593631,3652944.231396,73.497255,-3810299.679966,3567830.386440,3652942.731542
83,550396.600000,7,83.788115,-3810305.215156,3567825.760802,3652953.763794,84.372992,-3810305.065110,3567824.989867,3652953.774903,74.278115,-3810301.440339,3567831.300348,3652944.907954,73.941851,-3810299.724173,3567830.103408,3652943.261496
84,550396.800000,7,83.931432,-3810305.149578,3567825.510869,3652953.667766,84.197570,-3810305.133008,3567825.226350,3652953.760014,74.649829,-3810301.755292,3567831.092609,3652945.087981,74.268615,-3810299.946332,3567830.011430,3652943.690922
85,550397.000000,7,84.340023,-3810305.078254,3567824.933045,3652953.560706,84.352890,-3810305.194638,3567825.054442,3652953.731313,75.932733,-3810301.992923,3567830.065392,3652945.995321,74.692027,-3810300.046934,3567829.783452,3652944.215574
86,550397.199999,7,84.605937,-3810304.955176,3567824.539220,3652953.529718,84.554724,-3810305.139589,3567824.782108,3652953.725311,75.581596,-3810301.826556,3567830.219155,3652945.576413,75.291117,-3810300.286863,3567829.392565,3652944.688299
87,550397.399999,7,84.537724,-3810304.964331,3567824.647925,3652953.575801,84.599883,-3810305.081638,3567824.700588,3652953.726046,76.145225,-3810302.138340,3567829.655350,3652945.476816,75.526947,-3810300.340403,3567829.335733,3652945.137122
88,550397.600000,7,84.653288,-3810305.010317,3567824.547048,3652953.610646,84.699185,-3810305.098046,3567824.594963,3652953.739303,77.028541,-3810301.965746,3567828.528743,3652945.540005,76.053247,-3810300.333225,3567828.878191,3652945.538626
89,550397.800000,8,56.488784,-3810294.107541,3567842.080366,3652927.498661,62.334015,-3810296.422531,3567837.997886,3652932.383814,76.523675,-3810302.240598,3567828.917402,3652944.706386,75.053846,-3810299.987289,3567829.436051,3652944.484023
90,550398.000000,8,56.341280,-3810294.303977,3567842.491610,3652927.837682,57.692266,-3810294.548584,3567841.205801,3652928.511511,75.403382,-3810302.245393,3567829.760434,3652943.501790,73.973508,-3810299.743655,3567830.196492,3652943.538124
91,550398.199999,8,55.979644,-3810294.459632,3567843.159415,3652928.240420,56.353839,-3810294.194569,3567842.456627,3652927.995947,74.402325,-3810301.611444,3567830.347718,3652942.822935,73.185991,-3810299.568288,3567830.764750,3652942.870949
92,550398.399999,8,56.458378,-3810294.325257,3567842.453584,3652928.130188,56.244990,-3810294.217987,3567842.587573,3652927.941522,73.453959,-3810301.317907,3567831.110066,3652942.279982,72.400523,-3810299.175894,3567831.179429,3652942.109509
93,550398.600000,8,54.778108,-3810294.725490,3567844.892345,3652928.536065,55.202258,-3810294.216892,3567843.893874,3652928.036901,72.897942,-3810300.896217,3567831.255209,3652941.554852,71.758866,-3810298.894827,3567831.514303,3652941.427340
94,550398.800000,8,55.034146,-3810294.672704,3567844.526829,3652928.477447,54.977581,-3810294.400154,3567844.324999,3652928.163297,72.234613,-3810300.131353,3567831.156494,3652940.367902,71.171873,-3810298.646327,3567831.845826,3652940.848268
95,550399.000000,8,54.504830,-3810294.825956,3567845.294648,3652928.547096,54.551760,-3810294.530669,3567844.950544,3652928.229528,71.375630,-3810300.158345,3567831.952694,3652939.732977,70.460775,-3810298.227984,3567832.145110,3652940.047358
96,550399.199999,7,24.382634,-3810303.381232,3567891.135267,3652937.796963,40.580840,-3810294.846309,3567862.986853,3652930.459154,71.017542,-3810299.290809,3567831.794508,3652939.443498,69.481844,-3810298.067029,3567833.021882,3652939.521623
97,550399.399999,7,24.552546,-3810303.463178,3567890.990271,3652937.867001,33.160870,-3810297.636829,3567874.766478,3652933.041630,69.752611,-3810299.492707,3567833.281933,3652939.064639,68.261983,-3810297.974514,3567834.237465,3652939.017622
98,550399.600000,7,24.655073,-3810303.568387,3567890.961595,3652938.015244,29.094905,-3810300.068873,3567882.085177,3652935.105596,68.800905,-3810299.535709,3567834.443874,3652939.032165,67.452812,-3810297.806830,3567834.868901,3652938.392241
99,550399.800000,7,24.953040,-3810303.607939,3567890.635626,3652938.225509,26.881976,-3810301.754704,3567886.455124,3652936.633784,67.602013,-3810298.725271,3567835.474855,3652939.096969,66.413269,-3810297.493679,3567835.719776,3652937.811359
100,550400.000000,7,25.285804,-3810303.702316,3567890.314574,3652938.455581,25.729298,-3810302.888331,3567888.987966,3652937.706654,67.261563,-3810297.633316,3567835.173334,3652938.801347,65.514865,-3810297.251336,3567836.456588,3652937.271080
101,550400.199999,7,25.583108,-3810303.835103,3567890.073032,3652938.692299,25.171335,-3810303.650471,3567890.420914,3652938.458030,66.663244,-3810298.006442,3567835.678171,3652937.758035,64.693486,-3810297.000884,3567837.156085,3652936.879389
102,550400.399999,7,25.490215,-3810303.847499,3567890.198686,3652938.669857,24.715291,-3810304.054837,3567891.378528,3652938.785492,66.619126,-3810298.059327,3567835.495311,3652937.084347,63.693198,-3810296.581190,3567837.956170,3652936.430776
103,550400.600000,7,25.891419,-3810303.972293,3567889.821026,3652938.918612,24.702740,-3810304.398303,3567891.725851,3652939.186432,65.466849,-3810297.125925,3567836.184578,3652936.613320,62.808894,-3810296.419235,3567838.782312,3652936.039412
104,550400.800000,7,26.355089,-3810304.005537,3567889.292184,3652939.145883,24.912193,-3810304.612272,3567891.678541,3652939.548990,64.329960,-3810296.934277,3567837.427031,3652936.545298,62.175972,-3810296.115769,3567839.180774,3652935.532157
105,550401.000000,7,26.369401,-3810303.971515,3567889.237725,3652939.087488,24.975565,-3810304.665752,3567891.647452,3652939.602837,63.223044,-3810296.633677,3567838.394311,3652936.022551,61.545313,-3810296.042384,3567839.727217,3652935.076430
106,550401.199999,7,26.863810,-3810304.075424,3567888.749470,3652939.432835,25.325937,-3810304.775125,3567891.331091,3652939.910420,62.837654,-3810297.227785,3567839.158614,3652935.925945,60.834389,-3810295.985900,3567840.419383,3652934.717018
107,550401.399999,8,63.729662,-3810285.675816,3567826.298571,3652922.181922,56.396446,-3810294.002559,3567842.198993,3652927.729155,62.591942,-3810297.356547,3567839.166726,3652934.961478,60.877134,-3810295.718347,3567840.010510,3652934.177137
108,550401.600000,7,26.087039,-3810303.982017,3567889.579848,3652938.927764,44.777689,-3810293.783378,3567857.033163,3652930.099170,61.613714,-3810296.747720,3567840.086035,3652935.182889,60.292231,-3810295.636091,3567840.609394,3652934.009081
109,550401.800000,7,26.110692,-3810304.065411,3567889.615519,3652938.932636,37.177899,-3810296.784369,3567869.169442,3652932.935311,59.900031,-3810296.237865,3567841.832395,3652935.077716,59.508145,-3810295.526513,3567841.395801,3652933.737246
110,550402.000000,7,26.315196,-3810304.117589,3567889.406679,3652939.006538,32.577866,-3810299.563263,3567877.386369,3652935.272958,59.205236,-3810295.779221,3567842.268633,3652934.697185,58.916357,-3810295.282432,3567841.876717,3652933.478738
111,550402.199999,8,65.186638,-3810285.490040,3567824.391937,3652922.107601,57.992251,-3810292.226260,3567838.785668,3652926.644457,59.372973,-3810296.574636,3567842.496079,3652934.627154,59.319979,-3810295.074714,3567841.079513,3652932.972669
112,550402.399999,8,64.068134,-3810285.767501,3567825.913205,3652922.103102,62.184908,-3810288.501439,3567830.458598,3652923.868975,60.041969,-3810296.717424,3567841.782260,3652934.668392,59.547883,-3810294.750994,3567840.394383,3652932.373020
113,550402.600000,8,63.884146,-3810285.964180,3567826.334407,3652922.330403,63.414189,-3810286.800788,3567827.572202,3652922.807917,60.079539,-3810296.574097,3567841.528457,3652934.329762,59.909648,-3810294.527796,3567839.677168,3652931.968617
114,550402.800000,8,63.716613,-3810286.067449,3567826.599682,3652922.331535,63.724817,-3810286.108119,3567826.607976,3652922.315026,60.217864,-3810296.930931,3567841.552402,3652934.285986,60.068168,-3810294.329014,3567839.243131,3652931.624368
