target,positive_windows,windows,positive_rate,prob_mean,roc_auc,average_precision,brier
ratio_mean_ge3,40,197,0.20304568527918782,0.2740678674176028,0.7454931819289528,0.4116879371483192,0.1552055568033929
ratio_mean_ge5,30,197,0.15228426395939088,0.20350218893800462,0.5374590975095012,0.2243315845900193,0.16260897958453818
ratio_p90_ge10,28,197,0.14213197969543148,0.1980610565085654,0.5991178588514263,0.25751191368827836,0.14824484201818808
ratio_p95_ge15,26,197,0.1319796954314721,0.18125687408682667,0.5639282261805598,0.19166111216982842,0.13936373549590514
ratio_rise_mean_ge2,21,197,0.1065989847715736,0.15177747133957475,0.6310780177273005,0.16333892802452749,0.11900774466691993
lock_p90p50_ge100,56,197,0.28426395939086296,0.31212478267743393,0.5775616719365806,0.34086344475353303,0.2297248033809474
lock_rise_p90p50_ge50,37,197,0.18781725888324874,0.22628377015820872,0.7799642214856868,0.39885476435245665,0.14573087037849197
lock_carry_or_rise,58,197,0.29441624365482233,0.3169963510995589,0.6099566629720772,0.35559470008741667,0.22939008458650367
ratio_or_lock_carry,68,197,0.34517766497461927,0.3857329045768157,0.5788676254009975,0.4121043957787054,0.2509419125980368
