epoch,error_2d,posterior_std_2d,posterior_std_x,posterior_std_y,posterior_std_z,kurtosis_2d,ess,n_sat
7000,5190622.2110,8.3321,9.5464,11.3862,10.1693,34.9403,100000.0,11
7050,5190652.5019,10.6307,14.7672,8.5061,13.1587,49.8743,100000.0,11
7100,5190655.9767,6.3676,8.6307,10.8811,9.2309,47.8135,100000.0,13
7150,5190704.0303,4.9067,7.1350,6.3880,5.9667,36.0285,100000.0,13
7200,5190724.0660,6.2682,9.5590,11.6773,11.1390,59.6167,100000.0,12
7250,5190731.3216,5.9710,7.1386,8.6962,12.6400,32.0609,100000.0,11
7300,5190747.5919,10.3061,14.9431,12.2104,10.0795,33.2576,100000.0,12
7350,5190733.3068,5.8830,11.3957,10.5320,11.6173,77.6323,100000.0,12
7400,5190731.8528,7.2037,11.9127,8.9058,10.6652,48.3618,100000.0,13
7450,5190729.6718,5.3506,8.0817,8.6613,10.1077,49.4984,100000.0,13
7500,5190741.7890,6.8014,11.0730,8.7002,14.0320,38.3501,100000.0,13
7550,5190745.6450,5.1254,7.3893,7.4242,7.6551,47.0228,100000.0,13
7600,5190744.2877,6.7697,8.6632,10.4730,10.6302,39.6326,100000.0,13
7650,5190747.0916,5.0839,9.0604,7.3320,9.4403,50.8066,100000.0,13
7700,5190742.4205,4.6606,7.2629,7.0814,6.0546,44.3589,100000.0,14
7750,5190735.6850,5.3787,9.9371,7.9455,2.7850,55.3038,100000.0,14
7800,5190737.7417,4.6939,6.5393,6.6517,2.3973,36.3902,100000.0,14
7850,5190730.2333,5.1434,8.6135,6.3072,5.8966,43.9754,100000.0,13
7900,5190728.6053,6.5300,10.5236,7.0498,10.9871,34.3702,100000.0,13
7950,5190732.7852,5.4192,6.9436,8.9720,8.7079,38.5425,100000.0,12
8000,5190750.4104,9.4282,7.2499,16.5641,9.6218,33.1371,100000.0,13
8050,5190784.8900,6.2401,10.4976,9.4619,8.1513,48.4626,100000.0,6
8100,5190825.5350,6.0445,9.8891,9.0344,10.5458,45.5629,100000.0,9
8150,5190847.1162,5.4884,9.6640,8.6074,7.9707,57.6164,100000.0,16
8200,5190830.5799,10.5075,21.7191,10.3822,14.9518,48.5851,100000.0,9
8250,5190827.0361,5.2801,7.3822,6.8848,6.8024,34.2963,100000.0,12
8300,5190788.6607,5.8395,8.8177,9.6760,5.2266,50.3732,100000.0,4
8350,5190795.2597,5.4074,7.0738,7.1446,8.2988,38.7174,100000.0,8
8400,5190761.9230,7.4355,15.7039,16.3202,20.0088,122.1354,100000.0,9
8450,5190769.9601,6.7630,12.8739,18.3300,8.8222,169.6676,100000.0,7
8500,5190753.4339,5.3665,7.2449,7.1872,9.4318,32.4607,100000.0,11
8550,5190696.1535,8.8648,5.1643,14.4730,12.9918,30.8730,100000.0,11
8600,5190672.6281,7.1852,10.4782,10.5809,8.8716,37.3638,100000.0,9
8650,5190669.6551,6.2223,7.6742,8.3282,11.6276,43.5300,100000.0,9
8700,5190628.5669,6.9159,11.9236,9.1114,7.2274,45.6641,100000.0,9
8750,5190542.5258,10.1691,3.5844,25.4701,9.5440,59.8327,100000.0,9
8800,5190464.8335,7.7968,10.2369,11.9623,9.8065,37.3297,100000.0,10
8850,5190469.7281,8.7134,9.3664,12.3790,9.7745,35.4748,100000.0,12
8900,5190482.3251,7.5963,11.6957,9.2378,8.3611,31.0745,100000.0,13
8950,5190395.4874,3.1490,3.1721,5.5061,5.5938,37.9028,100000.0,13
9000,5190262.6043,3.8500,3.8952,7.5025,6.8436,44.5723,100000.0,13
9050,5190095.1622,2.7095,2.6677,4.5769,4.9443,37.1002,100000.0,13
9100,5189912.0824,5.6437,4.7271,8.6494,9.6528,30.2672,100000.0,13
9150,5189764.4272,5.2587,6.2627,10.8501,7.6866,57.0895,100000.0,7
9200,5189725.9548,7.3101,13.3943,10.7477,12.8834,53.9212,100000.0,9
9250,5189697.5623,6.1768,6.8560,9.0604,6.0624,34.3073,100000.0,10
9300,5189680.0279,6.7984,14.4434,11.4117,11.0986,82.0241,100000.0,9
9350,5189620.7463,6.5893,12.4528,9.2650,8.9501,56.3253,100000.0,10
9400,5189578.8164,8.8552,12.4008,11.5177,27.4531,30.0605,100000.0,9
9450,5189519.8370,7.5883,12.6360,15.0690,11.4302,69.4510,100000.0,11
9500,5189471.6289,7.0514,8.4869,10.8926,7.2224,32.7484,100000.0,13
9550,5189435.1893,6.9529,7.4883,10.5498,13.6028,33.6941,100000.0,12
9600,5189386.5505,5.0941,5.8744,8.2318,6.4895,36.7263,100000.0,13
9650,5189333.5580,9.3197,14.8298,10.2143,9.9015,36.2925,100000.0,17
9700,5189320.6648,5.2647,7.0359,7.1055,7.2815,31.4847,100000.0,16
9750,5189318.5765,9.5213,15.4443,8.8882,9.1376,29.2742,100000.0,13
9800,5189272.8463,9.5310,18.2955,11.0034,9.2466,44.8948,100000.0,12
9850,5189241.0096,5.4934,9.3992,7.8063,9.0041,47.0374,100000.0,15
9900,5189216.7869,7.1968,16.4789,12.3458,13.4142,101.8782,100000.0,16
9950,5189187.2952,7.3139,10.2031,7.8582,8.2670,30.6905,100000.0,10
10000,5189170.8207,7.8266,15.5316,17.3131,15.0250,112.7331,100000.0,7
10050,5189142.4824,7.0442,9.1327,7.8831,7.4525,29.3102,100000.0,14
10100,5189102.9118,6.4538,6.9790,20.6881,8.9441,170.9251,100000.0,14
10150,5189069.7238,4.5308,7.0760,6.8587,5.6949,47.7564,100000.0,14
10200,5189052.4899,7.1877,10.1921,8.4625,11.9439,32.3896,100000.0,13
10250,5189017.8219,7.9200,8.8306,9.3983,7.8682,31.5465,100000.0,16
10300,5189001.6656,7.3697,12.5117,9.7784,12.0138,44.4896,100000.0,18
10350,5188994.7939,6.3243,9.4227,14.2222,10.1267,87.3851,100000.0,17
10400,5188944.0696,6.0822,11.3336,6.9631,7.0440,41.9934,100000.0,17
10450,5188902.6631,6.9487,10.8332,9.2199,6.8611,38.5720,100000.0,15
10500,5188875.7581,7.9721,9.7312,15.4434,17.4215,49.5732,100000.0,13
10550,5188841.4847,5.8992,9.7182,7.7684,7.8326,39.4797,100000.0,13
10600,5188833.6608,8.4597,11.8547,7.5835,8.5790,28.4394,100000.0,16
10650,5188815.7065,8.5328,10.2696,13.9841,12.2399,39.6028,100000.0,17
10700,5188810.5832,4.9452,6.8256,9.4502,11.0486,54.5083,100000.0,17
10750,5188811.2476,6.4577,8.3499,7.6527,9.3047,30.9113,100000.0,16
10800,5188801.1400,7.3935,12.0762,12.0946,13.4265,49.0649,100000.0,16
10850,5188772.5253,6.3810,9.4562,12.9872,5.2244,73.8327,100000.0,16
10900,5188748.1364,7.6941,7.7975,13.0863,5.7749,34.2664,100000.0,15
10950,5188751.6323,8.6266,10.0346,15.1318,8.4775,43.0065,100000.0,15
11000,5188725.9525,5.8806,12.6206,6.9211,7.5308,63.0375,100000.0,16
11050,5188691.5859,9.3780,15.7244,9.6727,14.1530,33.6455,100000.0,16
11100,5188648.2475,7.1307,10.0401,5.6140,8.1622,32.8216,100000.0,14
11150,5188605.5478,5.0372,6.3556,7.2714,5.3111,33.1401,100000.0,17
11200,5188596.7172,8.1853,13.8285,9.9928,10.2157,44.9047,100000.0,14
11250,5188545.7567,8.6734,17.6056,12.9109,15.3506,65.7490,100000.0,15
11300,5188518.5624,9.9898,18.4467,22.5359,10.8447,114.4005,100000.0,14
11350,5188482.8526,7.5788,8.6515,7.6418,15.9107,94.2703,100000.0,13
11400,5188465.3977,5.6879,6.6382,9.5507,6.8787,37.5617,100000.0,14
11450,5188457.2992,10.0912,16.6362,11.2928,17.2310,35.1080,100000.0,12
11500,5188486.3764,11.0598,12.5278,7.0730,9.1739,30.2674,100000.0,12
11550,5188491.5407,7.5965,10.6333,9.9529,9.5417,29.3357,100000.0,12
11600,5188485.5021,4.8346,7.1027,7.0256,6.2473,47.9121,100000.0,12
11650,5188460.9271,7.8335,14.4742,12.2990,10.2044,56.6140,100000.0,12
11700,5188370.0259,8.2127,7.7790,10.5868,13.0797,22.7495,100000.0,12
11750,5188205.9428,4.4960,3.9017,7.9068,7.3259,35.9145,100000.0,12
11800,5188167.2150,8.9857,11.8215,14.9320,16.6831,42.2832,100000.0,12
11850,5188134.4202,6.1953,9.5450,11.0995,10.1496,55.5036,100000.0,14
11900,5188141.8979,7.1234,10.2644,12.1664,11.7180,45.8381,100000.0,13
11950,5188159.9384,5.7569,8.9935,8.7935,8.8031,44.2389,100000.0,12
12000,5188153.8503,5.9443,7.8613,9.8740,9.1646,43.4761,100000.0,15
12050,5188174.2720,6.4811,5.9995,8.6221,6.3707,49.7505,100000.0,12
12100,5188114.3424,3.2886,4.8876,4.4530,5.3617,39.7489,100000.0,13
12150,5188060.3676,6.1062,10.9319,12.1547,11.1567,79.4497,100000.0,13
12200,5188053.4653,7.7825,7.5145,11.6724,13.9640,27.6655,100000.0,14
12250,5187919.7250,4.8760,7.8667,8.3162,11.4693,54.8862,100000.0,14
