run,method,backend,time_ms_per_epoch,mean_2d,rms_2d,rms_3d,p50,p67,p95,max_2d,outlier_rate_pct,catastrophic_rate_pct,longest_outlier_segment_epochs,longest_outlier_segment_s,n_epochs
Odaiba,PF+RobustClear-10K,GPU-3D,0.985842,72.034970,82.265124,97.919262,62.796952,74.401954,153.979907,232.466997,16.999755,0.000000,741.000000,77.000000,12259
