city,run,n_windows,route_actual_pct,route_pred_pct,route_abs_error_pp,window_mae_pp,window_pearson_r
nagoya,run1,26,11.511770308885563,20.639308427806778,9.127538118921215,18.32923428778359,0.4712589441873004
nagoya,run2,32,16.172947070355043,8.974461688141867,7.1984853822131765,17.709334732080762,0.04974922641845775
nagoya,run3,18,7.8656049718391925,9.251710057873504,1.3861050860343118,10.610476681180113,-0.2678033024194779
tokyo,run1,39,10.918385977725032,19.51569019550208,8.59730421777705,18.10874814334074,0.08145913824293603
tokyo,run2,31,29.018058690744923,13.751123489254777,15.266935201490146,24.432031551189258,0.5161980451997298
tokyo,run3,51,24.011112581029238,23.91513350133984,0.09597907968939623,20.410435967647544,0.5904325190546602
_AGGREGATE_,,197,17.899032007348264,17.290992240762453,,18.994877347326895,0.3493813181086997
