label,n_epochs,ppc_pass_epochs,ppc_epoch_pass_pct,ppc_pass_distance_m,ppc_total_distance_m,ppc_score_pct,horizontal_pass_epochs,horizontal_pass_pct,vertical_limited_epochs,near_3d_fail_epochs,mid_3d_fail_epochs,far_3d_fail_epochs,median_error_2d_m,p95_error_2d_m,median_error_3d_m,p95_error_3d_m,median_vertical_abs_m,p95_vertical_abs_m,tdcp_used_epochs,last_velocity_epochs,dd_pr_anchor_epochs,high_dd_blend_epochs,widelane_anchor_epochs,rsp_correction_epochs,height_released_epochs,fused_improves_wls_3d_epochs,median_dd_shift_m,median_dd_robust_rms_m
tokyo_run1_default,200,135,67.5,309.39139805032573,467.3072500703322,66.20727540686791,159,79.5,24,39,26,0,0.2076714325857825,1.0810296845000735,0.3731361185822114,1.49731947953852,0.16955126975246101,1.2453339168113466,109,87,200,0,77,18,86,200,1.4941368970590054,0.5374807823077423
tokyo_run1_shift3_anydd,200,108,54.0,243.55216658269288,467.3072500703322,52.118208426262804,142,71.0,34,55,37,0,0.22395079409306906,1.0810503791647785,0.4244792430512405,1.734669932272395,0.17136260669323763,1.5281607058413962,109,87,200,12,77,0,187,200,1.2068861743736599,0.5374807834093194
tokyo_run2_shift3_height,200,1,0.5,1.9398786046010652,284.14402457882227,0.6827096249785601,16,8.0,15,9,24,166,2.481107847132881,12.632417387907303,15.19510143438708,31.8325844270678,14.140849080490815,30.35035736150095,35,142,97,29,14,1,139,199,10.523532661418734,0.7071067811865476
tokyo_run2_shift3_anydd,200,3,1.5,5.662298077116568,284.14402457882227,1.9927563444311784,17,8.5,14,14,31,152,1.8829628157619929,10.348824297965795,7.844111692614765,30.294698046396007,3.502184694827112,30.06085402671301,35,142,106,21,18,0,194,199,5.657694360597592,0.6987527961718498
