city,run,requested_epochs,evaluated_epochs,coverage,recurrence_abstained_epochs,recurrence_acceptance_rate,baseline_p50_m,baseline_p95_m,baseline_p99_m,selected_p50_m,selected_p95_m,selected_p99_m,selected_pass_0_5m,selected_pass_1m,selected_pass_3m,improved_epochs,worsened_epochs,runtime_s,runtime_ms_per_evaluated_epoch,honest_ppc_score_pct,pass_distance_m,total_distance_m,baseline_honest_ppc_score_pct,baseline_pass_distance_m,evaluation_role,recurrence_mode,recurrence_min_selected_probability,recurrence_max_source_error_m,recurrence_allow_boundary
tokyo,run1,11951,7397,0.6189440214208016,0,1.0,0.6039389621092675,53.072604273270386,79.60841580266657,4.01911009449825,52.88134792985849,79.39014994022928,0.00784101662836285,0.015546843314857374,0.13329728268216845,875,6483,3439.610968900379,465.0008069352952,0.11845309401588938,12.22192379025076,10317.943901584624,22.042128340502405,2274.294436888324,development,raw_counterfactual,0.0,0.0,True
tokyo,run2,9151,6466,0.7065894437766365,0,1.0,0.49603068706597575,4.277813651457682,55.20549572256969,3.803667364982349,4.979185950519073,55.276180196619755,0.0001546551190844417,0.0027837921435199505,0.12542530157748222,270,6195,2676.7634741002694,413.975173847861,0.005098848724011234,0.36480542756339585,7154.662695629173,40.32257991194789,2884.9445828753983,holdout,raw_counterfactual,0.0,0.0,True
tokyo,run3,15301,12833,0.8387033527220443,0,1.0,0.4867148347391309,13.659110264744326,23.249891545906475,4.1810588896739596,14.333494874525828,25.428406839565564,0.003974129198160991,0.017065378321514845,0.13441907582015117,405,12422,9745.081944301259,759.3767586925317,0.055104823444960815,8.99520995008946,16323.81593432371,40.106487566433074,6546.909208066959,holdout,raw_counterfactual,0.0,0.0,True
nagoya,run1,7651,4703,0.6146908900797281,0,1.0,0.5383892831569104,72.76534138396183,168.5969937971226,3.8770259136163427,72.60356032989534,167.9338922520726,0.0008505209440782479,0.002976823304273868,0.1056772273017223,271,4431,1691.0452399998903,359.5673485009335,0.07947486972621155,3.545459071137058,4461.107118956035,26.13946499250569,1166.109533637692,development,raw_counterfactual,0.0,0.0,True
nagoya,run2,9451,4853,0.5134906359115438,0,1.0,0.5591677208349183,79.39544137795842,162.57547605992005,4.226512490455753,79.82089244616577,163.2896784226674,0.000618174325159695,0.002678755409025345,0.07500515145270967,372,4478,1570.1485127005726,323.54183241305844,0.055732210986667204,2.642365544352159,4741.181979994103,13.484354643782023,639.3177924894914,holdout,raw_counterfactual,0.0,0.0,True
nagoya,run3,5201,2497,0.48009998077292826,0,1.0,1.9659321375038379,72.50302989792732,102.82224822206712,4.570322487553971,72.73517820336073,102.4647484106721,0.0,0.002002402883460152,0.04525430516619944,533,1963,730.6836977000348,292.6246286343752,0.0,0.0,3327.9642467955387,5.121610698478887,170.4453729054326,holdout,raw_counterfactual,0.0,0.0,True
