phase,run,min_dd_pairs,min_ess_ratio,max_doppler_residual,forward_p50,forward_rms_2d,smoothed_p50,smoothed_rms_2d,n_epochs,n_doppler_kf_used,n_doppler_kf_skip,n_doppler_kf_gate_skip,elapsed_s,source
phase2_ess,Odaiba,0,0.0,inf,1.268197522445159,4.979668303487978,1.2087906650830638,4.292273329169735,12228,12252,0,0,971.1754556330852,phase1_reuse
phase2_ess,Odaiba,0,0.005,inf,1.268197522445159,4.979668303487978,1.2087906650830638,4.292273329169735,12228,12252,0,0,199.0084597868845,full_run
phase2_ess,Odaiba,0,0.01,inf,1.268197522445159,4.979668303487978,1.2087906650830638,4.292273329169735,12228,12252,0,0,203.3779178939294,full_run
phase2_ess,Odaiba,0,0.02,inf,1.268197522445159,4.979668303487978,1.2087906650830638,4.292273329169735,12228,12252,0,0,190.64146272302605,full_run
phase2_ess,Odaiba,0,0.05,inf,1.268197522445159,4.979668303487978,1.2087906650830638,4.292273329169735,12228,12252,0,0,196.63084374018945,full_run
