name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup,canyon_n_scored,canyon_all_rms_m,canyon_fix_rms_m,canyon_fix_pct,canyon_lt50cm_full_pct,stdout_tail
b0_baseline_no_wp9,WP7/dead-knob baseline for this run,--max-pos-jump-rate 2.3,266.5,0,6466.0,6466.0,843.0,13.04,6466,9151,70.659,9.3348,0.125,13.037,61.089,43.165,48.046,843,323,0.3832,0,,,,,
b1_scaled-reset_qpos30,"run1-selected winner, applied verbatim",--max-pos-jump-rate 2.3 --float-trust-policy scaled-reset --trust-lapse-qpos 30,266.0,0,6443.0,6443.0,837.0,12.99,6443,9151,70.408,9.4256,0.1272,12.991,60.298,42.454,47.866,837,317,0.3787,0,,,,,
