name,note,extra_args,wall_s,returncode,engine_total_solutions,engine_valid_solutions,engine_fixed_solutions,engine_fix_rate_pct,n_scored,n_rover_epochs,coverage_pct,all_rms_m,fix_rms_m,fix_pct,lt50cm_pct,lt50cm_full_pct,ppc_official_pct,n_fix,n_fix_after_warmup,frac_fix_after_warmup,canyon_n_scored,canyon_all_rms_m,canyon_fix_rms_m,canyon_fix_pct,canyon_lt50cm_full_pct,stdout_tail
b0_baseline_no_wp9,WP7/dead-knob baseline for this run,--max-pos-jump-rate 2.3,535.1,0,12875.0,12875.0,666.0,5.17,12875,15301,84.145,5.6372,0.0811,5.173,51.946,43.71,40.673,666,2,0.003,0,,,,,
b1_scaled-reset_qpos10,"run1-selected winner, applied verbatim",--max-pos-jump-rate 2.3 --float-trust-policy scaled-reset --trust-lapse-qpos 10,463.4,0,12877.0,12877.0,666.0,5.17,12877,15301,84.158,5.8633,0.0811,5.172,51.79,43.585,40.356,666,2,0.003,0,,,,,
