epoch,tow,dd_available,oracle_sub50cm_available,selected_sub50cm,selected_error_m,single_map_error_m,gamma,dwell_epochs,selected_assignment_id
28,179465.59999895096,0,0,0,1.0694355787251175,1.4805997218355793,0.022467350713182392,4,a8a5368c0c2bf496
29,179465.79999899864,0,0,0,1.048872789387855,1.4714151848495973,0.021631488945096217,5,a8a5368c0c2bf496
30,179466.0,1,0,0,1.1315113994238963,1.5092604064505761,0.02720302304389785,1,a8a5368c0c2bf496
31,179466.20000004768,0,0,0,1.128275518859619,1.5069584875599655,0.026588546654632037,2,a8a5368c0c2bf496
32,179466.40000009537,0,0,0,1.123537607749875,1.5050235895923945,0.026004188043124266,3,a8a5368c0c2bf496
33,179466.59999895096,0,0,0,1.1235726617621435,1.504846080163166,0.025448776999436772,4,a8a5368c0c2bf496
34,179466.79999899864,0,0,0,1.1250964526616607,1.5076682229076857,0.024921350910555008,5,a8a5368c0c2bf496
35,179467.0,1,1,0,1.8063046437385124,1.5419744586158077,0.05122842821223239,6,05914470bd5a7de0
36,179467.20000004768,0,1,0,1.803106616884401,1.5402879115753447,0.04939374729664567,7,05914470bd5a7de0
37,179467.40000009537,0,1,0,1.7988034565697006,1.5339780581982876,0.04765079891265605,8,05914470bd5a7de0
38,179467.59999895096,0,1,0,1.7966241429781273,1.5291299799913929,0.04599691713661301,9,05914470bd5a7de0
39,179467.79999899864,0,1,0,1.796764597754133,1.528733927049134,0.044428654866203864,10,05914470bd5a7de0
40,179468.0,1,1,0,3.3252166589221823,1.5607185037899751,0.04513594394760711,6,2a0a3030a8d0003d
41,179468.199999094,0,1,0,3.326679007000726,1.5615431300652924,0.043584572964041134,7,2a0a3030a8d0003d
42,179468.40000009537,0,1,0,3.3279250629253716,1.5627493888229214,0.04211601369892565,8,2a0a3030a8d0003d
43,179468.59999895096,0,1,0,3.337942528862261,1.5716911992556595,0.04068296305140343,9,2a0a3030a8d0003d
44,179468.79999995232,0,1,0,3.3595192716554845,1.5923163519718027,0.03928924503929937,10,2a0a3030a8d0003d
45,179469.0,1,1,0,1.228939671533809,1.5835289940803954,0.048085158996515505,11,a8a5368c0c2bf496
46,179469.199999094,0,1,0,1.239690918290421,1.5940584036981729,0.046371401877027776,12,a8a5368c0c2bf496
47,179469.40000009537,0,1,0,1.248584632471829,1.6029660523169726,0.044741468857006125,13,a8a5368c0c2bf496
48,179469.59999895096,0,1,0,1.258059644518411,1.6154386503149196,0.04320181065782264,14,a8a5368c0c2bf496
49,179469.79999995232,0,1,0,1.2709721240913638,1.6268629409581306,0.04173425107660252,15,a8a5368c0c2bf496
50,179470.0,1,1,0,1.258487720458845,1.6074150329486636,0.03901500593121948,16,a8a5368c0c2bf496
51,179470.199999094,0,1,0,1.2653194069641462,1.6121227828592373,0.03775684802437573,17,a8a5368c0c2bf496
52,179470.40000009537,0,1,0,1.272186428304545,1.6150283451690002,0.03655647828402509,18,a8a5368c0c2bf496
53,179470.59999895096,0,1,0,1.2821533513832917,1.6207464307025263,0.035413024759515875,19,a8a5368c0c2bf496
54,179470.79999995232,0,1,0,1.2833787396325507,1.6148760035660497,0.03432748634469899,20,a8a5368c0c2bf496
55,179471.0,1,1,0,1.27280296354949,1.617603791320622,0.04082144363256689,21,a8a5368c0c2bf496
56,179471.199999094,0,1,0,1.272520774797183,1.6123050610276144,0.039460627818320375,22,a8a5368c0c2bf496
57,179471.40000009537,0,1,0,1.2753699527564395,1.6119714536398226,0.03816862166224331,23,a8a5368c0c2bf496
58,179471.59999895096,0,1,0,1.2773305861184923,1.6135781017036634,0.03694139112170082,24,a8a5368c0c2bf496
59,179471.79999995232,0,1,0,1.2803889635073062,1.6128497363231153,0.03577621721835675,25,a8a5368c0c2bf496
60,179472.0,1,1,0,1.2863840326190203,1.62799419955493,0.051303439473576545,26,a8a5368c0c2bf496
61,179472.199999094,0,1,0,1.2921433692465911,1.632356548248425,0.049400602783114506,27,a8a5368c0c2bf496
62,179472.40000009537,0,1,0,1.29593130412617,1.6324009524260497,0.04758862122654751,28,a8a5368c0c2bf496
63,179472.59999895096,0,1,0,1.3118265801347637,1.6431379799241628,0.04584323973693527,29,a8a5368c0c2bf496
64,179472.79999995232,0,1,0,1.321001413453266,1.6459574479414953,0.04415559193866818,30,a8a5368c0c2bf496
65,179473.0,1,1,0,1.3145372482865454,1.6489037529600692,0.06104655741715043,31,a8a5368c0c2bf496
66,179473.199999094,0,1,0,1.3215790394722908,1.6511572294152796,0.058633548338582545,32,a8a5368c0c2bf496
67,179473.40000009537,0,1,0,1.3296045868366542,1.6530814147626562,0.0563208981870742,33,a8a5368c0c2bf496
68,179473.59999895096,0,1,0,1.337059195126879,1.6564273966521628,0.05411916751686093,34,a8a5368c0c2bf496
69,179473.79999995232,0,1,0,1.3420481683989862,1.657082534589554,0.052054632640574985,35,a8a5368c0c2bf496
70,179474.0,1,1,0,1.3346708150163953,1.6649315103826567,0.028181927202385756,1,a8a5368c0c2bf496
71,179474.199999094,0,1,0,1.3358132209339424,1.6657520757174895,0.027410933549396378,2,a8a5368c0c2bf496
72,179474.40000009537,0,1,0,1.3327649453390367,1.6616786656233449,0.026679660008630663,3,a8a5368c0c2bf496
73,179474.59999895096,0,1,0,1.3294636736115553,1.6603759513714984,0.025984392216849696,4,a8a5368c0c2bf496
74,179474.79999995232,0,1,0,1.325783848367762,1.6617357488619175,0.025320066502309717,5,a8a5368c0c2bf496
75,179475.0,1,1,1,0.35676637387748233,2.4225332819938337,0.054398607694988936,6,8b432efb26d729e6
76,179475.199999094,0,1,1,0.3575259703372503,2.420924807236431,0.052062425591846304,7,8b432efb26d729e6
77,179475.40000009537,0,1,1,0.3647571472633072,2.4289902827082765,0.049843512656311234,8,8b432efb26d729e6
78,179475.59999895096,0,1,1,0.3869588378700591,2.4555620575502304,0.04756782348022937,9,8b432efb26d729e6
79,179475.79999995232,0,1,1,0.4086021514158171,2.4784991877910874,0.04525767036500933,10,8b432efb26d729e6
80,179476.0,1,1,1,0.31192430762232826,2.422368280182842,0.012124702994836235,1,0f56fcbebb49cbc1
81,179476.199999094,0,1,1,0.2660055304486128,2.442323224295104,0.014375679855412793,2,28df5bdbc8bf1336
82,179476.39999890327,0,1,1,0.25829581294709053,2.4561960700918184,0.01403308119698302,3,28df5bdbc8bf1336
83,179476.59999990463,0,1,1,0.25385435087666264,2.4660950243562794,0.013721908686434744,4,28df5bdbc8bf1336
84,179476.79999995232,0,1,1,0.25037379259869463,2.4713352135678575,0.013425700082575298,5,28df5bdbc8bf1336
85,179477.0,1,1,1,0.43503446001122664,2.3988914643827886,0.011647532158949068,1,55300730136c993e
86,179477.199999094,0,1,1,0.43036422942893043,2.400132033727659,0.011450385002829118,2,55300730136c993e
87,179477.39999890327,0,1,1,0.4234570347084735,2.407976550578568,0.011253066665175754,3,55300730136c993e
88,179477.59999990463,0,1,1,0.4226653294452156,2.4094038523322863,0.011080607981761085,4,55300730136c993e
89,179477.79999995232,0,1,1,0.42179628282790166,2.41197606486804,0.010916711288809777,5,55300730136c993e
90,179478.0,1,1,0,4.693542574731882,2.3605023602712927,0.019221795543819774,6,d9c27b528fdcc958
91,179478.199999094,0,1,0,4.6977625062336035,2.355743439183509,0.01864475820180481,7,d9c27b528fdcc958
92,179478.39999890327,0,1,0,4.6975039093453255,2.356399729386335,0.018101025335199722,8,d9c27b528fdcc958
93,179478.59999990463,0,1,0,4.690808927094267,2.362917442618271,0.017571369758993982,9,d9c27b528fdcc958
94,179478.79999995232,0,1,0,4.6820469695271285,2.371311890521585,0.017022695836897028,10,d9c27b528fdcc958
95,179479.0,1,1,1,0.39020708931153464,1.5938817565686896,0.01569251506276566,6,d0b9cd37673a8f03
96,179479.199999094,0,1,1,0.37748643505020696,1.6031212671444752,0.01528704747453832,7,d0b9cd37673a8f03
97,179479.39999890327,0,1,1,0.37196375623826006,1.6091134174923116,0.014910988986160875,8,d0b9cd37673a8f03
98,179479.59999990463,0,1,1,0.3717666197390722,1.6104452233299276,0.014555121185332141,9,d0b9cd37673a8f03
99,179479.79999995232,0,1,1,0.37522625182503005,1.6109343520687693,0.0142169162324598,10,d0b9cd37673a8f03
100,179480.0,1,1,0,2.6489211452346235,1.5868452093635625,0.048627370388875775,11,e391770fd334f07c
101,179480.199999094,0,1,0,2.6469960065762033,1.5853486184946743,0.046620392428789945,12,e391770fd334f07c
102,179480.39999890327,0,1,0,2.6479473992750906,1.5837443877157584,0.04465538212072343,13,e391770fd334f07c
103,179480.59999990463,0,1,0,2.6488817439412355,1.5849888681575373,0.04263393730382004,14,e391770fd334f07c
104,179480.79999995232,0,1,0,2.647700475159369,1.5831853203933275,0.040888391532538225,15,e391770fd334f07c
105,179481.0,1,1,0,1.0993459967837254,1.5781151468894443,0.06186309916515001,6,96ca5fcfc787d320
106,179481.199999094,0,1,0,1.0878457935174906,1.5718480372822932,0.05904463162331485,7,96ca5fcfc787d320
107,179481.39999890327,0,1,0,1.0802726852970912,1.5657280097803143,0.05645850330612946,8,96ca5fcfc787d320
108,179481.59999990463,0,1,0,1.0765839129421804,1.5640726563204441,0.054014822749970014,9,96ca5fcfc787d320
109,179481.79999995232,0,1,0,1.069732367576019,1.557801401215294,0.05169697694040732,10,96ca5fcfc787d320
110,179482.0,1,1,0,1.0654700827228,1.5676304530072893,0.018390176554473798,11,abd98f9633eb3428
111,179482.199999094,0,1,0,1.0641775236024926,1.5677956425707418,0.017860067337663602,12,abd98f9633eb3428
112,179482.39999890327,0,1,0,1.0651520168362525,1.5646070643398053,0.01735507993431828,13,abd98f9633eb3428
113,179482.59999990463,0,1,0,1.066741874855989,1.5600783021583249,0.016876536847264676,14,abd98f9633eb3428
114,179482.79999995232,0,1,0,1.068123233417657,1.556293279888818,0.016422064912638812,15,abd98f9633eb3428
115,179483.0,1,1,1,0.3889522768571086,1.2510495618771702,0.02026952502589144,16,0f56fcbebb49cbc1
116,179483.199999094,0,1,1,0.38947381970438677,1.2512064510544072,0.019645207255905482,17,0f56fcbebb49cbc1
117,179483.39999890327,0,1,1,0.39100606553162276,1.2518795945634065,0.01905208931574226,18,0f56fcbebb49cbc1
118,179483.59999990463,0,1,1,0.39225458054310813,1.2526275795361286,0.018488783461240978,19,0f56fcbebb49cbc1
119,179483.79999995232,0,1,1,0.392888163905606,1.2535263642084935,0.01795366998127542,20,0f56fcbebb49cbc1
120,179484.0,1,1,1,0.39724235345059955,1.2538414191588518,0.022192472716341803,21,0f56fcbebb49cbc1
121,179484.199999094,0,1,1,0.39824584147348907,1.2541060852057657,0.021471667493495744,22,0f56fcbebb49cbc1
122,179484.39999890327,0,1,1,0.40067169937186703,1.2555773122651073,0.020786970697631777,23,0f56fcbebb49cbc1
123,179484.59999990463,0,1,1,0.4059446285564242,1.2582828894268758,0.02013600921234027,24,0f56fcbebb49cbc1
124,179484.79999995232,0,1,1,0.405800255300231,1.2592482834299905,0.019518332195294762,25,0f56fcbebb49cbc1
125,179485.0,1,1,1,0.41670060230972417,1.263476344740472,0.02388331219555654,26,0f56fcbebb49cbc1
126,179485.199999094,0,1,1,0.41896157404313605,1.2648124886694148,0.023077585780474176,27,0f56fcbebb49cbc1
127,179485.39999890327,0,1,1,0.4222163665704027,1.2666707143033016,0.02231218449790931,28,0f56fcbebb49cbc1
128,179485.59999990463,0,1,1,0.42385222718402604,1.2666148477688455,0.021585482532628535,29,0f56fcbebb49cbc1
129,179485.79999995232,0,1,1,0.4219382477722608,1.266869804687701,0.020895010799925114,30,0f56fcbebb49cbc1
130,179486.0,1,1,1,0.42650368678571837,1.2682867632250945,0.02557509592741606,31,0f56fcbebb49cbc1
131,179486.199999094,0,1,1,0.42582890001358636,1.2677369080994885,0.024684852233464803,32,0f56fcbebb49cbc1
132,179486.39999890327,0,1,1,0.4252911246668573,1.2678768029446263,0.023838690288343903,33,0f56fcbebb49cbc1
133,179486.59999990463,0,1,1,0.4259447286311183,1.2678853372966785,0.02303542361057362,34,0f56fcbebb49cbc1
134,179486.79999995232,0,1,1,0.4297948806015374,1.2706298142192889,0.022272228487751514,35,0f56fcbebb49cbc1
135,179487.0,1,1,1,0.4443655244488226,1.2754882005068047,0.027529425990784524,36,0f56fcbebb49cbc1
136,179487.199999094,0,1,1,0.4483451753047508,1.2777401434774809,0.026540999081924543,37,0f56fcbebb49cbc1
137,179487.39999890327,0,1,1,0.4529698392243258,1.2804128066565512,0.025601570120902528,38,0f56fcbebb49cbc1
138,179487.59999990463,0,1,1,0.4585594211514784,1.28343517588902,0.024709374434465664,39,0f56fcbebb49cbc1
139,179487.79999995232,0,1,1,0.46461470984241854,1.2863903910760786,0.023861920021000495,40,0f56fcbebb49cbc1
140,179488.0,1,1,1,0.46380308853079166,1.2847212781736483,0.029447010676749666,41,0f56fcbebb49cbc1
141,179488.199999094,0,1,1,0.47159207068542164,1.2889430814866927,0.028361848196072143,42,0f56fcbebb49cbc1
142,179488.39999890327,0,1,1,0.4729177509137806,1.2890567217128568,0.027331749488452576,43,0f56fcbebb49cbc1
143,179488.59999990463,0,1,1,0.47729587956015973,1.2913967077997037,0.026353245228512154,44,0f56fcbebb49cbc1
144,179488.79999995232,0,1,1,0.48314697040203414,1.295265756879483,0.025421962847250432,45,0f56fcbebb49cbc1
145,179489.0,1,1,1,0.47774916810721124,1.2903693635324822,0.03098308312387457,46,0f56fcbebb49cbc1
146,179489.199999094,0,1,1,0.4857442520899879,1.2948087965025494,0.02981884655161475,47,0f56fcbebb49cbc1
147,179489.39999890327,0,1,1,0.4970144039107985,1.3010413577984574,0.028706333255191424,48,0f56fcbebb49cbc1
148,179489.59999990463,0,1,0,0.5029497579971899,1.3044811211985632,0.02765521299662646,49,0f56fcbebb49cbc1
149,179489.79999995232,0,1,0,0.5089131904802987,1.3066997304813157,0.026659540780445214,50,0f56fcbebb49cbc1
150,179490.0,1,1,1,0.4950054856140117,1.3005111808042324,0.019198574766221128,51,0f56fcbebb49cbc1
151,179490.199999094,0,1,1,0.49938523941675994,1.3031503678363994,0.018627614279822235,52,0f56fcbebb49cbc1
152,179490.39999890327,0,1,1,0.4997520283483091,1.303394175164591,0.018085540373181247,53,0f56fcbebb49cbc1
153,179490.59999990463,0,1,0,0.5019683688431368,1.305030609281344,0.017570671543616485,54,0f56fcbebb49cbc1
154,179490.79999995232,0,1,0,0.5028489239245001,1.3062051609299286,0.01708130888097524,55,0f56fcbebb49cbc1
155,179491.0,1,1,0,0.5090373859064805,1.3048791848305081,0.022254450338794432,56,0f56fcbebb49cbc1
156,179491.199999094,0,1,0,0.5140806979857351,1.3076518971448285,0.021530153919566548,57,0f56fcbebb49cbc1
157,179491.39999890327,0,1,0,0.5212136198428614,1.3113941408657923,0.020839562582937128,58,0f56fcbebb49cbc1
158,179491.59999990463,0,1,0,0.5282454630316542,1.3155211393762698,0.020185667616865882,59,0f56fcbebb49cbc1
159,179491.79999995232,0,1,0,0.5327516995632985,1.318189509596681,0.01956538534476837,60,0f56fcbebb49cbc1
160,179492.0,1,1,1,0.20286767573635395,1.8555532305332711,0.0244112999213051,61,1889386e62977507
161,179492.20000004768,0,1,1,0.20340654179074155,1.8579718214517953,0.023579275203465005,62,1889386e62977507
162,179492.39999890327,0,1,1,0.2052206517599617,1.8563508143443996,0.022788705699424594,63,1889386e62977507
163,179492.59999990463,0,1,1,0.2058533159021483,1.853947019699103,0.022037758572157482,64,1889386e62977507
164,179492.79999899864,0,1,1,0.2106779618459938,1.843075649618305,0.02132253094391123,65,1889386e62977507
165,179493.0,1,1,1,0.203808757292171,1.862754140392473,0.026235927685704305,66,1889386e62977507
166,179493.20000004768,0,1,1,0.20368588300494508,1.863749780434148,0.02531262226933904,67,1889386e62977507
167,179493.39999890327,0,1,1,0.20311358481831027,1.873348905843356,0.024433336851814192,68,1889386e62977507
168,179493.59999990463,0,1,1,0.20135607084306933,1.8757534122750612,0.023599958566263148,69,1889386e62977507
169,179493.79999899864,0,1,1,0.19877652577051017,1.8904243892714423,0.022797021648163964,70,1889386e62977507
170,179494.0,1,1,1,0.20374172013863767,1.8849786663862504,0.027717240419140796,71,1889386e62977507
171,179494.20000004768,0,1,1,0.2079916685409639,1.9081955799030343,0.026287162123422324,72,1889386e62977507
172,179494.39999890327,0,1,1,0.21251008353695994,1.9345943960452734,0.023872625519934326,73,1889386e62977507
173,179494.59999990463,0,1,1,0.22098952401247923,1.952310928236407,0.022993444453247854,74,1889386e62977507
174,179494.79999899864,0,1,1,0.22907991237973044,1.9766031956585413,0.021712524896082785,75,1889386e62977507
175,179495.0,1,1,1,0.38003517050362795,1.9691564799331633,0.01255091220143839,1,0dc03949305af58d
176,179495.20000004768,0,1,1,0.38225652434194646,1.9770966896098274,0.012316557630183725,2,0dc03949305af58d
177,179495.39999890327,0,1,1,0.3796393267305702,1.990017570027432,0.012002181021179606,3,0dc03949305af58d
178,179495.59999990463,0,1,1,0.38000982046153675,2.0005514782169134,0.011791856371590333,4,0dc03949305af58d
179,179495.79999899864,0,1,1,0.37970523278304735,2.0074329006575304,0.011592277525745294,5,0dc03949305af58d
180,179496.0,1,1,1,0.3090127283533026,1.986786904660936,0.01259469311982158,1,1889386e62977507
181,179496.20000004768,0,1,1,0.3178172669868959,1.9917086184611776,0.012355246026351028,2,1889386e62977507
182,179496.39999890327,0,1,1,0.31891437286983654,1.986524650655414,0.012127424704290268,3,1889386e62977507
183,179496.59999990463,0,1,1,0.32299079828308797,1.9930258156220337,0.01191096382950686,4,1889386e62977507
184,179496.79999899864,0,1,1,0.3206527643753616,1.9829530228755108,0.011702843969028964,5,1889386e62977507
185,179497.0,1,1,1,0.4600289545365509,4.712393255093599,0.01867363856224042,1,59b7dd534ab516d7
186,179497.20000004768,0,1,1,0.45903801929648114,4.706387664614159,0.01839843738352339,2,59b7dd534ab516d7
187,179497.39999890327,0,1,1,0.45127743946580495,4.71153565146551,0.018135654101949967,3,59b7dd534ab516d7
188,179497.59999990463,0,1,1,0.4513493679230181,4.715577637776388,0.017886148822156816,4,59b7dd534ab516d7
189,179497.79999899864,0,1,1,0.45039442045683964,4.738901163570162,0.01639863671557443,5,59b7dd534ab516d7
190,179498.0,1,1,0,1.4400231570684774,3.2889547284841343,0.0545245243886363,6,89e032a8bff5b7e3
191,179498.20000004768,0,1,0,1.593450367984376,3.329367129287635,0.04691238373740822,7,8e7711ddee7af740
192,179498.39999890327,0,1,0,1.602341034727314,3.3407878148827175,0.045338104797054135,8,8e7711ddee7af740
193,179498.59999990463,0,1,0,1.6140382762748906,3.3507689652030486,0.043633794807168204,9,8e7711ddee7af740
194,179498.79999899864,0,1,0,1.6193719041222998,3.3543645787361247,0.04201260537668144,10,8e7711ddee7af740
195,179499.0,1,1,1,0.3470887985339271,3.570699847522565,0.014797639452557682,1,2c09c87139bece60
196,179499.20000004768,0,1,1,0.3576011550756743,3.566898918919288,0.014771474269426316,2,2c09c87139bece60
197,179499.39999890327,0,1,1,0.30989389052648836,3.564086044398831,0.014559517743879062,3,a09772ac91842982
198,179499.59999990463,0,1,1,0.3699680408221325,3.566151891105432,0.014376115039081637,4,2c09c87139bece60
199,179499.79999899864,0,1,1,0.3721947556357248,3.574202140450488,0.014197241313124541,5,2c09c87139bece60
