epoch,target,source,observation_id,stage,beta,n_rows,log_evidence
44,basin_pf,doppler_velocity,tow=179468.800,0,1.0,3,-2.388577899509177
45,float_kf,doppler_velocity,tow=179469.000,0,1.0,3,
45,ddpr_guard,doppler_velocity,tow=179469.000,0,1.0,3,
45,basin_pf,doppler_velocity,tow=179469.000,0,1.0,3,-2.3845909103681238
45,float_kf,dd_pseudorange,tow=179469.000,0,1.0,26,
45,ddpr_guard,dd_pseudorange,tow=179469.000,0,1.0,26,
45,float_kf,dd_carrier,tow=179469.000,0,1.0,26,
45,basin_pf,dd_pseudorange,tow=179469.000,0,1.0,26,-72.17549303463106
45,basin_pf,dd_carrier,tow=179469.000,0,1.0,26,13.208719031624454
46,float_kf,doppler_velocity,tow=179469.200,0,1.0,3,
46,ddpr_guard,doppler_velocity,tow=179469.200,0,1.0,3,
46,basin_pf,doppler_velocity,tow=179469.200,0,1.0,3,-2.3551454284296827
47,float_kf,doppler_velocity,tow=179469.400,0,1.0,3,
47,ddpr_guard,doppler_velocity,tow=179469.400,0,1.0,3,
47,basin_pf,doppler_velocity,tow=179469.400,0,1.0,3,-2.3806663431565065
48,float_kf,doppler_velocity,tow=179469.600,0,1.0,3,
48,ddpr_guard,doppler_velocity,tow=179469.600,0,1.0,3,
48,basin_pf,doppler_velocity,tow=179469.600,0,1.0,3,-2.3842669132640086
49,float_kf,doppler_velocity,tow=179469.800,0,1.0,3,
49,ddpr_guard,doppler_velocity,tow=179469.800,0,1.0,3,
49,basin_pf,doppler_velocity,tow=179469.800,0,1.0,3,-2.3854681532855264
50,float_kf,doppler_velocity,tow=179470.000,0,1.0,3,
50,ddpr_guard,doppler_velocity,tow=179470.000,0,1.0,3,
50,basin_pf,doppler_velocity,tow=179470.000,0,1.0,3,-2.3863936625574276
50,float_kf,dd_pseudorange,tow=179470.000,0,1.0,26,
50,ddpr_guard,dd_pseudorange,tow=179470.000,0,1.0,26,
50,float_kf,dd_carrier,tow=179470.000,0,1.0,26,
50,basin_pf,dd_pseudorange,tow=179470.000,0,1.0,26,-72.21230327390958
50,basin_pf,dd_carrier,tow=179470.000,0,1.0,26,12.908602786545085
51,float_kf,doppler_velocity,tow=179470.200,0,1.0,3,
51,ddpr_guard,doppler_velocity,tow=179470.200,0,1.0,3,
51,basin_pf,doppler_velocity,tow=179470.200,0,1.0,3,-2.3563680864927297
52,float_kf,doppler_velocity,tow=179470.400,0,1.0,3,
52,ddpr_guard,doppler_velocity,tow=179470.400,0,1.0,3,
52,basin_pf,doppler_velocity,tow=179470.400,0,1.0,3,-2.380751389493588
53,float_kf,doppler_velocity,tow=179470.600,0,1.0,3,
53,ddpr_guard,doppler_velocity,tow=179470.600,0,1.0,3,
53,basin_pf,doppler_velocity,tow=179470.600,0,1.0,3,-2.384229201260769
54,float_kf,doppler_velocity,tow=179470.800,0,1.0,3,
54,ddpr_guard,doppler_velocity,tow=179470.800,0,1.0,3,
54,basin_pf,doppler_velocity,tow=179470.800,0,1.0,3,-2.389466137016285
55,float_kf,doppler_velocity,tow=179471.000,0,1.0,3,
55,ddpr_guard,doppler_velocity,tow=179471.000,0,1.0,3,
55,basin_pf,doppler_velocity,tow=179471.000,0,1.0,3,-2.388251733265535
55,float_kf,dd_pseudorange,tow=179471.000,0,1.0,26,
55,ddpr_guard,dd_pseudorange,tow=179471.000,0,1.0,26,
55,float_kf,dd_carrier,tow=179471.000,0,1.0,26,
55,basin_pf,dd_pseudorange,tow=179471.000,0,1.0,26,-72.21453853242741
55,basin_pf,dd_carrier,tow=179471.000,0,1.0,26,12.628293360163408
56,float_kf,doppler_velocity,tow=179471.200,0,1.0,3,
56,ddpr_guard,doppler_velocity,tow=179471.200,0,1.0,3,
56,basin_pf,doppler_velocity,tow=179471.200,0,1.0,3,-2.3621665634552396
57,float_kf,doppler_velocity,tow=179471.400,0,1.0,3,
57,ddpr_guard,doppler_velocity,tow=179471.400,0,1.0,3,
57,basin_pf,doppler_velocity,tow=179471.400,0,1.0,3,-2.3838964243459033
58,float_kf,doppler_velocity,tow=179471.600,0,1.0,3,
58,ddpr_guard,doppler_velocity,tow=179471.600,0,1.0,3,
58,basin_pf,doppler_velocity,tow=179471.600,0,1.0,3,-2.3838673037754305
59,float_kf,doppler_velocity,tow=179471.800,0,1.0,3,
59,ddpr_guard,doppler_velocity,tow=179471.800,0,1.0,3,
59,basin_pf,doppler_velocity,tow=179471.800,0,1.0,3,-2.384627630239855
60,float_kf,doppler_velocity,tow=179472.000,0,1.0,3,
60,ddpr_guard,doppler_velocity,tow=179472.000,0,1.0,3,
60,basin_pf,doppler_velocity,tow=179472.000,0,1.0,3,-2.384286641493078
60,float_kf,dd_pseudorange,tow=179472.000,0,1.0,26,
60,ddpr_guard,dd_pseudorange,tow=179472.000,0,1.0,26,
60,float_kf,dd_carrier,tow=179472.000,0,1.0,26,
60,basin_pf,dd_pseudorange,tow=179472.000,0,1.0,26,-72.1908159093955
60,basin_pf,dd_carrier,tow=179472.000,0,1.0,26,12.381618846086706
61,float_kf,doppler_velocity,tow=179472.200,0,1.0,3,
61,ddpr_guard,doppler_velocity,tow=179472.200,0,1.0,3,
61,basin_pf,doppler_velocity,tow=179472.200,0,1.0,3,-2.356710455980144
62,float_kf,doppler_velocity,tow=179472.400,0,1.0,3,
62,ddpr_guard,doppler_velocity,tow=179472.400,0,1.0,3,
62,basin_pf,doppler_velocity,tow=179472.400,0,1.0,3,-2.3819305238689017
63,float_kf,doppler_velocity,tow=179472.600,0,1.0,3,
63,ddpr_guard,doppler_velocity,tow=179472.600,0,1.0,3,
63,basin_pf,doppler_velocity,tow=179472.600,0,1.0,3,-2.390683663081772
64,float_kf,doppler_velocity,tow=179472.800,0,1.0,3,
64,ddpr_guard,doppler_velocity,tow=179472.800,0,1.0,3,
64,basin_pf,doppler_velocity,tow=179472.800,0,1.0,3,-2.386767507774335
65,float_kf,doppler_velocity,tow=179473.000,0,1.0,3,
65,ddpr_guard,doppler_velocity,tow=179473.000,0,1.0,3,
65,basin_pf,doppler_velocity,tow=179473.000,0,1.0,3,-2.385497882353655
65,float_kf,dd_pseudorange,tow=179473.000,0,1.0,26,
65,ddpr_guard,dd_pseudorange,tow=179473.000,0,1.0,26,
65,float_kf,dd_carrier,tow=179473.000,0,1.0,26,
65,basin_pf,dd_pseudorange,tow=179473.000,0,1.0,26,-72.21799699111803
65,basin_pf,dd_carrier,tow=179473.000,0,1.0,26,12.0734246850329
66,float_kf,doppler_velocity,tow=179473.200,0,1.0,3,
66,ddpr_guard,doppler_velocity,tow=179473.200,0,1.0,3,
66,basin_pf,doppler_velocity,tow=179473.200,0,1.0,3,-2.357192733756597
67,float_kf,doppler_velocity,tow=179473.400,0,1.0,3,
67,ddpr_guard,doppler_velocity,tow=179473.400,0,1.0,3,
67,basin_pf,doppler_velocity,tow=179473.400,0,1.0,3,-2.3806766190011484
68,float_kf,doppler_velocity,tow=179473.600,0,1.0,3,
68,ddpr_guard,doppler_velocity,tow=179473.600,0,1.0,3,
68,basin_pf,doppler_velocity,tow=179473.600,0,1.0,3,-2.383824968592328
69,float_kf,doppler_velocity,tow=179473.800,0,1.0,3,
69,ddpr_guard,doppler_velocity,tow=179473.800,0,1.0,3,
69,basin_pf,doppler_velocity,tow=179473.800,0,1.0,3,-2.3842037915738845
70,float_kf,doppler_velocity,tow=179474.000,0,1.0,3,
70,ddpr_guard,doppler_velocity,tow=179474.000,0,1.0,3,
70,basin_pf,doppler_velocity,tow=179474.000,0,1.0,3,-2.3862756133974163
70,float_kf,dd_pseudorange,tow=179474.000,0,1.0,26,
70,ddpr_guard,dd_pseudorange,tow=179474.000,0,1.0,26,
70,float_kf,dd_carrier,tow=179474.000,0,1.0,26,
70,basin_pf,dd_pseudorange,tow=179474.000,0,1.0,26,-72.21007584640202
70,basin_pf,dd_carrier,tow=179474.000,0,1.0,26,11.889209199839572
71,float_kf,doppler_velocity,tow=179474.200,0,1.0,3,
71,ddpr_guard,doppler_velocity,tow=179474.200,0,1.0,3,
71,basin_pf,doppler_velocity,tow=179474.200,0,1.0,3,-2.3581224202380584
72,float_kf,doppler_velocity,tow=179474.400,0,1.0,3,
72,ddpr_guard,doppler_velocity,tow=179474.400,0,1.0,3,
72,basin_pf,doppler_velocity,tow=179474.400,0,1.0,3,-2.3826151545867815
73,float_kf,doppler_velocity,tow=179474.600,0,1.0,3,
73,ddpr_guard,doppler_velocity,tow=179474.600,0,1.0,3,
73,basin_pf,doppler_velocity,tow=179474.600,0,1.0,3,-2.3843548131107446
74,float_kf,doppler_velocity,tow=179474.800,0,1.0,3,
74,ddpr_guard,doppler_velocity,tow=179474.800,0,1.0,3,
74,basin_pf,doppler_velocity,tow=179474.800,0,1.0,3,-2.3845825304225547
75,float_kf,doppler_velocity,tow=179475.000,0,1.0,3,
75,ddpr_guard,doppler_velocity,tow=179475.000,0,1.0,3,
75,basin_pf,doppler_velocity,tow=179475.000,0,1.0,3,-2.3839924844372327
75,float_kf,dd_pseudorange,tow=179475.000,0,1.0,26,
75,ddpr_guard,dd_pseudorange,tow=179475.000,0,1.0,26,
75,float_kf,dd_carrier,tow=179475.000,0,1.0,26,
75,basin_pf,dd_pseudorange,tow=179475.000,0,1.0,26,-72.2267195146583
75,basin_pf,dd_carrier,tow=179475.000,0,1.0,26,11.794456621589202
76,float_kf,doppler_velocity,tow=179475.200,0,1.0,3,
76,ddpr_guard,doppler_velocity,tow=179475.200,0,1.0,3,
76,basin_pf,doppler_velocity,tow=179475.200,0,1.0,3,-2.3918767626581494
77,float_kf,doppler_velocity,tow=179475.400,0,1.0,3,
77,ddpr_guard,doppler_velocity,tow=179475.400,0,1.0,3,
77,basin_pf,doppler_velocity,tow=179475.400,0,1.0,3,-2.3887056849165145
78,float_kf,doppler_velocity,tow=179475.600,0,1.0,3,
78,ddpr_guard,doppler_velocity,tow=179475.600,0,1.0,3,
78,basin_pf,doppler_velocity,tow=179475.600,0,1.0,3,-2.3970536604093446
79,float_kf,doppler_velocity,tow=179475.800,0,1.0,3,
79,ddpr_guard,doppler_velocity,tow=179475.800,0,1.0,3,
79,basin_pf,doppler_velocity,tow=179475.800,0,1.0,3,-2.3852739377796013
80,float_kf,doppler_velocity,tow=179476.000,0,1.0,3,
80,ddpr_guard,doppler_velocity,tow=179476.000,0,1.0,3,
80,basin_pf,doppler_velocity,tow=179476.000,0,1.0,3,-2.38576507062942
80,float_kf,dd_pseudorange,tow=179476.000,0,1.0,26,
80,ddpr_guard,dd_pseudorange,tow=179476.000,0,1.0,26,
80,float_kf,dd_carrier,tow=179476.000,0,1.0,26,
80,basin_pf,dd_pseudorange,tow=179476.000,0,1.0,26,-72.2777549858066
80,basin_pf,dd_carrier,tow=179476.000,0,1.0,26,11.867751688458148
81,float_kf,doppler_velocity,tow=179476.200,0,1.0,3,
81,ddpr_guard,doppler_velocity,tow=179476.200,0,1.0,3,
81,basin_pf,doppler_velocity,tow=179476.200,0,1.0,3,-2.4136352251692523
82,float_kf,doppler_velocity,tow=179476.400,0,1.0,3,
82,ddpr_guard,doppler_velocity,tow=179476.400,0,1.0,3,
82,basin_pf,doppler_velocity,tow=179476.400,0,1.0,3,-2.389399257433704
83,float_kf,doppler_velocity,tow=179476.600,0,1.0,3,
83,ddpr_guard,doppler_velocity,tow=179476.600,0,1.0,3,
83,basin_pf,doppler_velocity,tow=179476.600,0,1.0,3,-2.3843107138384854
84,float_kf,doppler_velocity,tow=179476.800,0,1.0,3,
84,ddpr_guard,doppler_velocity,tow=179476.800,0,1.0,3,
84,basin_pf,doppler_velocity,tow=179476.800,0,1.0,3,-2.3858088948264475
85,float_kf,doppler_velocity,tow=179477.000,0,1.0,3,
85,ddpr_guard,doppler_velocity,tow=179477.000,0,1.0,3,
85,basin_pf,doppler_velocity,tow=179477.000,0,1.0,3,-2.384858243175255
85,float_kf,dd_pseudorange,tow=179477.000,0,1.0,26,
85,ddpr_guard,dd_pseudorange,tow=179477.000,0,1.0,26,
85,float_kf,dd_carrier,tow=179477.000,0,1.0,26,
85,basin_pf,dd_pseudorange,tow=179477.000,0,1.0,26,-72.23295698433247
85,basin_pf,dd_carrier,tow=179477.000,0,1.0,26,11.840253543308968
86,float_kf,doppler_velocity,tow=179477.200,0,1.0,3,
86,ddpr_guard,doppler_velocity,tow=179477.200,0,1.0,3,
86,basin_pf,doppler_velocity,tow=179477.200,0,1.0,3,-2.4131152700969554
87,float_kf,doppler_velocity,tow=179477.400,0,1.0,3,
87,ddpr_guard,doppler_velocity,tow=179477.400,0,1.0,3,
87,basin_pf,doppler_velocity,tow=179477.400,0,1.0,3,-2.385642482975011
88,float_kf,doppler_velocity,tow=179477.600,0,1.0,3,
88,ddpr_guard,doppler_velocity,tow=179477.600,0,1.0,3,
88,basin_pf,doppler_velocity,tow=179477.600,0,1.0,3,-2.3860743191514953
89,float_kf,doppler_velocity,tow=179477.800,0,1.0,3,
89,ddpr_guard,doppler_velocity,tow=179477.800,0,1.0,3,
89,basin_pf,doppler_velocity,tow=179477.800,0,1.0,3,-2.383959651481863
90,float_kf,doppler_velocity,tow=179478.000,0,1.0,3,
90,ddpr_guard,doppler_velocity,tow=179478.000,0,1.0,3,
90,basin_pf,doppler_velocity,tow=179478.000,0,1.0,3,-2.3842639492925937
90,float_kf,dd_pseudorange,tow=179478.000,0,1.0,26,
90,ddpr_guard,dd_pseudorange,tow=179478.000,0,1.0,26,
90,float_kf,dd_carrier,tow=179478.000,0,1.0,26,
90,basin_pf,dd_pseudorange,tow=179478.000,0,1.0,26,-72.28703870349683
90,basin_pf,dd_carrier,tow=179478.000,0,1.0,26,12.08829696186546
91,float_kf,doppler_velocity,tow=179478.200,0,1.0,3,
91,ddpr_guard,doppler_velocity,tow=179478.200,0,1.0,3,
91,basin_pf,doppler_velocity,tow=179478.200,0,1.0,3,-2.4146595938120203
92,float_kf,doppler_velocity,tow=179478.400,0,1.0,3,
92,ddpr_guard,doppler_velocity,tow=179478.400,0,1.0,3,
92,basin_pf,doppler_velocity,tow=179478.400,0,1.0,3,-2.387842993834343
93,float_kf,doppler_velocity,tow=179478.600,0,1.0,3,
93,ddpr_guard,doppler_velocity,tow=179478.600,0,1.0,3,
93,basin_pf,doppler_velocity,tow=179478.600,0,1.0,3,-2.3880157681230045
94,float_kf,doppler_velocity,tow=179478.800,0,1.0,3,
94,ddpr_guard,doppler_velocity,tow=179478.800,0,1.0,3,
