epoch,tow,excluded_satellite,full_selected_error_m,excluded_selected_error_m,full_selected_sub50cm,excluded_selected_sub50cm,exclusion_recovers_sub50cm,exclusion_breaks_sub50cm,oracle_min_error_m,excluded_best_probability,excluded_score_margin,excluded_best_assignment_id,guard_mean_pair_cost,selected_mean_pair_cost,n_constellations,n_satellites
0,187470.0,C11,1.0864272917290847,0.09962760091980931,0,1,1,0,0.09962760091980931,0.018465725666569795,0.005985366307279555,e5253dc028b8bfe6,0.2882352775362901,0.2916156033983652,4,27
0,187470.0,C13,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.018257237293377658,0.003898912887694797,8b4bcb30d02e5cc0,0.06551990616208274,0.06573186630235386,4,27
0,187470.0,C14,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.01832578734440687,0.0031356858917133135,8b4bcb30d02e5cc0,0.060198212441416064,0.056218776601583476,4,27
0,187470.0,C21,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.01804308930855947,0.005372523315774536,8b4bcb30d02e5cc0,0.0817994069470071,0.10719889693091662,4,27
0,187470.0,C28,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.01823717457972105,0.004256629660347913,8b4bcb30d02e5cc0,0.06653489759375238,0.06643154761904127,4,27
0,187470.0,C33,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.01840910083107679,0.007061087712807279,8b4bcb30d02e5cc0,0.1988457565336242,0.2085976340385031,4,27
0,187470.0,C34,1.0864272917290847,0.7915004508497469,0,0,0,0,0.09962760091980931,0.01819340863105373,0.004083989919785147,64e8cc125874f793,0.15383411303052838,0.10045216667187991,4,27
0,187470.0,C38,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.018326553331750813,0.0032222267639812757,8b4bcb30d02e5cc0,0.058669262778422084,0.056300764584030646,4,27
0,187470.0,C40,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.018172753474153834,0.0005940034294888014,8b4bcb30d02e5cc0,0.10930803534448204,0.07638688186505097,4,27
0,187470.0,C42,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.01826136420093035,0.003061329026060336,8b4bcb30d02e5cc0,0.05822009130026958,0.0628935835423683,4,27
0,187470.0,C43,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.01827418478207554,0.0012621003703710554,8b4bcb30d02e5cc0,0.060793124593937174,0.055470104630369846,4,27
0,187470.0,E04,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.018191512859525517,0.003014569899380995,8b4bcb30d02e5cc0,0.010064061225202143,0.011095077823898845,4,27
0,187470.0,E05,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.01812341225125348,0.0030811636969052536,8b4bcb30d02e5cc0,0.019354961825217443,0.01031224442001386,4,27
0,187470.0,E09,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.018252916312385632,0.0035195966146673724,8b4bcb30d02e5cc0,0.005239483299829011,0.017167668003596186,4,27
0,187470.0,E10,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.018221115871393693,0.0034000100621302126,8b4bcb30d02e5cc0,0.005778615361568917,0.01803913352506516,4,27
0,187470.0,E11,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.018251471646567905,0.00394616708086315,8b4bcb30d02e5cc0,0.013774889708380257,0.027649448069832216,4,27
0,187470.0,E34,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.01807314836146416,0.004861775287252554,8b4bcb30d02e5cc0,0.012032975272327419,0.037987345377764235,4,27
0,187470.0,E36,1.0864272917290847,1.0864272917290847,0,0,0,0,0.09962760091980931,0.018252080071314736,0.0033083685452896666,8b4bcb30d02e5cc0,0.00658406614720752,0.012265249122644895,4,27
